location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
Sierra Leone,2021-03-14,Oxford/AstraZeneca,https://www.rfi.fr/en/africa/20210316-sierra-leone-s-president-starts-covid-19-vaccination-campaign-with-his-own-jab,0,0,0
Sierra Leone,2021-03-25,Oxford/AstraZeneca,https://www.facebook.com/mohsict/photos/pcb.1359260857768390/1359260657768410/,10673,10673,0
Sierra Leone,2021-03-30,Oxford/AstraZeneca,https://www.facebook.com/mohsict/photos/pcb.1362532444107898/1362532254107917/,25836,25836,0
Sierra Leone,2021-03-31,Oxford/AstraZeneca,https://www.facebook.com/mohsict/posts/1364398257254650?__cft__[0]=AZVUsZK074PXnWeL3SKuwHd38CO0CYo3DnAC9ULT_DkxQ7B_IPX_LKMiwKqPDGj2sB0R-fAdtD8t5zCYjOEy-NwuApAV6UgtPLBim5XGbS-Ty5kzZQ4d-IlmhoUJXu5I6prPFqmDBKZBJWuOTQIDpuJg&__tn__=%2CO%2CP-R,31889,31889,0
Sierra Leone,2021-04-10,Oxford/AstraZeneca,https://www.facebook.com/mohsict/posts/1369862266708249,37680,37558,122
Sierra Leone,2021-04-14,Oxford/AstraZeneca,https://www.facebook.com/mohsict/photos/pcb.1371908103170332/1371907936503682/,42419,41543,876
Sierra Leone,2021-04-15,Oxford/AstraZeneca,https://www.facebook.com/mohsict/photos/pcb.1372607549767054/1372607036433772/,44347,42566,1781
Sierra Leone,2021-04-25,Oxford/AstraZeneca,https://www.facebook.com/mohsict/photos/pcb.1379507252410417/1379506939077115/,57364,52076,5288
Sierra Leone,2021-04-27,Oxford/AstraZeneca,https://www.facebook.com/mohsict/photos/pcb.1380804642280678/1380804212280721/,59316,53717,5599
Sierra Leone,2021-04-29,Oxford/AstraZeneca,https://www.facebook.com/mohsict/photos/pcb.1381411242220018/1381410965553379/,59786,54084,5702
Sierra Leone,2021-05-01,Oxford/AstraZeneca,https://www.facebook.com/mohsict/photos/pcb.1382684728759336/1382683268759482/,61107,55083,6024
