location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
Isle of Man,2021-01-21,Pfizer/BioNTech,https://covid19.gov.im/general-information/latest-updates/,3558,,
Isle of Man,2021-01-22,Pfizer/BioNTech,https://covid19.gov.im/general-information/latest-updates/,3648,,
Isle of Man,2021-01-25,Pfizer/BioNTech,https://covid19.gov.im/general-information/latest-updates/,4209,3897,312
Isle of Man,2021-01-26,Pfizer/BioNTech,https://covid19.gov.im/general-information/latest-updates/,4886,4247,639
Isle of Man,2021-01-27,Pfizer/BioNTech,https://covid19.gov.im/general-information/latest-updates/,5587,4550,1037
Isle of Man,2021-01-28,Pfizer/BioNTech,https://covid19.gov.im/general-information/latest-updates/,6281,5243,1038
Isle of Man,2021-01-29,Pfizer/BioNTech,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,6859,5829,1030
Isle of Man,2021-02-02,Pfizer/BioNTech,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,8302,6883,1419
Isle of Man,2021-02-03,Pfizer/BioNTech,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,9563,7387,2176
Isle of Man,2021-02-04,Pfizer/BioNTech,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,10213,8030,2183
Isle of Man,2021-02-05,Pfizer/BioNTech,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,10224,8041,2183
Isle of Man,2021-02-06,Pfizer/BioNTech,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,10852,8669,2183
Isle of Man,2021-02-07,Pfizer/BioNTech,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,11247,9063,2184
Isle of Man,2021-02-08,Pfizer/BioNTech,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,11654,9466,2188
Isle of Man,2021-02-09,"Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,12026,9469,2557
Isle of Man,2021-02-10,"Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,12441,9485,2956
Isle of Man,2021-02-11,"Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,12816,9488,3328
Isle of Man,2021-02-12,"Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,12817,9489,3328
