location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
Philippines,2021-02-28,Sinovac,https://www.rappler.com/nation/philippines-begins-legally-rolling-out-covid-19-vaccine-march-1-2021,0,0,0
Philippines,2021-03-01,Sinovac,https://pcoo.gov.ph/press-briefing/press-briefing-of-presidential-spokesperson-harry-roque-144/,756,756,0
Philippines,2021-03-02,Sinovac,https://www.facebook.com/ntfcovid19ph/posts/268516204810980,2793,2793,0
Philippines,2021-03-04,Sinovac,https://www.facebook.com/ntfcovid19ph/posts/269336318062302,10000,10000,0
Philippines,2021-03-06,Sinovac,https://pcoo.gov.ph/press-briefing/press-briefing-of-presidential-spokesperson-harry-roque-146/,25138,25138,0
Philippines,2021-03-07,"Oxford/AstraZeneca, Sinovac",https://pcoo.gov.ph/press-briefing/press-briefing-of-presidential-spokesperson-harry-roque-146/,29266,29266,0
Philippines,2021-03-08,"Oxford/AstraZeneca, Sinovac",https://pcoo.gov.ph/wp-content/uploads/2021/03/20210308-Talk-to-the-People-of-President-Rodrigo-Roa-Duterte-on-COVID-19-.pdf,44000,44000,0
Philippines,2021-03-09,"Oxford/AstraZeneca, Sinovac",https://newsinfo.inquirer.net/1405856/palace-ph-inoculates-over-114500-people-vs-covid-19-as-of-march-10,89077,89077,0
Philippines,2021-03-10,"Oxford/AstraZeneca, Sinovac",https://newsinfo.inquirer.net/1405856/palace-ph-inoculates-over-114500-people-vs-covid-19-as-of-march-10,114500,114500,0
Philippines,2021-03-13,"Oxford/AstraZeneca, Sinovac",https://news.abs-cbn.com/news/03/15/21/over-193000-get-first-dose-of-covid-19-vaccine-in-first-13-days-of-inoculation-in-ph-doh,193492,193492,0
Philippines,2021-03-15,"Oxford/AstraZeneca, Sinovac",https://www.facebook.com/ntfcovid19ph/photos/a.104509074545028/276758707320063/,215997,215997,0
Philippines,2021-03-16,"Oxford/AstraZeneca, Sinovac",https://www.facebook.com/ntfcovid19ph/posts/276764647319469,216794,216794,0
Philippines,2021-03-17,"Oxford/AstraZeneca, Sinovac",https://www.facebook.com/ntfcovid19ph/posts/278760057119928,269583,269583,0
Philippines,2021-03-18,"Oxford/AstraZeneca, Sinovac",https://pcoo.gov.ph/OPS-content/press-briefing-of-presidential-spokesperson-harry-roque-132/,240297,240297,0
Philippines,2021-03-20,"Oxford/AstraZeneca, Sinovac",https://pcoo.gov.ph/press-briefing/press-briefing-of-presidential-spokesperson-harry-roque-155/,336656,336656,0
Philippines,2021-03-23,"Oxford/AstraZeneca, Sinovac",https://www.facebook.com/ntfcovid19ph/photos/a.104441587885110/281749690154298/,508332,508332,0
Philippines,2021-03-27,"Oxford/AstraZeneca, Sinovac",https://pcoo.gov.ph/press-briefing/press-briefing-of-presidential-spokesperson-harry-roque-157/,656331,656331,0
Philippines,2021-03-30,"Oxford/AstraZeneca, Sinovac",https://twitter.com/ntfcovid19ph/status/1377429817155448832,738913,737569,1344
Philippines,2021-04-03,"Oxford/AstraZeneca, Sinovac",https://www.facebook.com/ntfcovid19ph/photos/a.289285642734036/289284806067453/?type=3&d=m,,795320,
Philippines,2021-04-05,"Oxford/AstraZeneca, Sinovac",https://www.facebook.com/ntfcovid19ph/photos/pcb.290001055995828/289998979329369/,855457,826607,28850
Philippines,2021-04-06,"Oxford/AstraZeneca, Sinovac",https://www.facebook.com/ntfcovid19ph/posts/290668902595710?__cft__[0]=AZVaEzw8EAMzAp8pTE94jWBN4-q-dzLABPQD7cEc--QzrlYMqLwNrmXcaWmnEEW9n4OJt-jOdA0VaVatJYxkXs2HoO4PgHNB6dJiT6w2Z6u2haj6RggRnM15HfOhSXF04mMwBPVmiRNz4Hzn-PAmC49x&__tn__=%2CO%2CP-R,922898,872213,50685
Philippines,2021-04-11,"Oxford/AstraZeneca, Sinovac",https://www.facebook.com/ntfcovid19ph/photos/a.293742095621724/293740972288503/?type=3&d=m,1139644,1007356,132288
Philippines,2021-04-12,"Oxford/AstraZeneca, Sinovac",https://www.facebook.com/watch/live/?v=862504574339116&ref=watch_permalink,1202297,1053256,149041
Philippines,2021-04-13,"Oxford/AstraZeneca, Sinovac",https://www.facebook.com/ntfcovid19ph/photos/a.286620139667253/295112312151369/,1255716,1093651,162065
