iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,tests_units
ABW,Aruba,2020-03-13,2.0,2.0,0.0,0.0,18.733,18.733,0.0,0.0,,,,,
ABW,Aruba,2020-03-20,4.0,2.0,0.0,0.0,37.465,18.733,0.0,0.0,,,,,
ABW,Aruba,2020-03-24,12.0,8.0,0.0,0.0,112.395,74.93,0.0,0.0,,,,,
ABW,Aruba,2020-03-25,17.0,5.0,0.0,0.0,159.227,46.831,0.0,0.0,,,,,
ABW,Aruba,2020-03-26,19.0,2.0,0.0,0.0,177.959,18.733,0.0,0.0,,,,,
ABW,Aruba,2020-03-27,28.0,9.0,0.0,0.0,262.256,84.296,0.0,0.0,,,,,
ABW,Aruba,2020-03-28,28.0,0.0,0.0,0.0,262.256,0.0,0.0,0.0,,,,,
ABW,Aruba,2020-03-29,28.0,0.0,0.0,0.0,262.256,0.0,0.0,0.0,,,,,
ABW,Aruba,2020-03-30,50.0,22.0,0.0,0.0,468.314,206.058,0.0,0.0,,,,,
ABW,Aruba,2020-04-01,55.0,5.0,0.0,0.0,515.145,46.831,0.0,0.0,,,,,
ABW,Aruba,2020-04-02,55.0,0.0,0.0,0.0,515.145,0.0,0.0,0.0,,,,,
ABW,Aruba,2020-04-03,60.0,5.0,0.0,0.0,561.977,46.831,0.0,0.0,,,,,
ABW,Aruba,2020-04-04,62.0,2.0,0.0,0.0,580.709,18.733,0.0,0.0,,,,,
ABW,Aruba,2020-04-05,64.0,2.0,0.0,0.0,599.442,18.733,0.0,0.0,,,,,
ABW,Aruba,2020-04-06,64.0,0.0,0.0,0.0,599.442,0.0,0.0,0.0,,,,,
ABW,Aruba,2020-04-07,71.0,7.0,0.0,0.0,665.006,65.564,0.0,0.0,,,,,
ABW,Aruba,2020-04-08,74.0,3.0,0.0,0.0,693.105,28.099,0.0,0.0,,,,,
ABW,Aruba,2020-04-09,77.0,3.0,0.0,0.0,721.203,28.099,0.0,0.0,,,,,
ABW,Aruba,2020-04-10,82.0,5.0,0.0,0.0,768.035,46.831,0.0,0.0,,,,,
ABW,Aruba,2020-04-11,86.0,4.0,0.0,0.0,805.5,37.465,0.0,0.0,,,,,
ABW,Aruba,2020-04-12,92.0,6.0,0.0,0.0,861.698,56.198,0.0,0.0,,,,,
ABW,Aruba,2020-04-13,92.0,0.0,0.0,0.0,861.698,0.0,0.0,0.0,,,,,
ABW,Aruba,2020-04-14,92.0,0.0,0.0,0.0,861.698,0.0,0.0,0.0,,,,,
ABW,Aruba,2020-04-15,92.0,0.0,0.0,0.0,861.698,0.0,0.0,0.0,,,,,
ABW,Aruba,2020-04-16,93.0,1.0,1.0,1.0,871.064,9.366,9.366,9.366,,,,,
AFG,Afghanistan,2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-25,1.0,1.0,0.0,0.0,0.026,0.026,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-26,1.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-27,1.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-28,1.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-02-29,1.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-01,1.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-02,1.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-08,4.0,3.0,0.0,0.0,0.103,0.077,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-11,7.0,3.0,0.0,0.0,0.18,0.077,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-15,10.0,3.0,0.0,0.0,0.257,0.077,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-16,16.0,6.0,0.0,0.0,0.411,0.154,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-17,21.0,5.0,0.0,0.0,0.539,0.128,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-18,22.0,1.0,0.0,0.0,0.565,0.026,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-19,22.0,0.0,0.0,0.0,0.565,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-20,22.0,0.0,0.0,0.0,0.565,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-21,24.0,2.0,0.0,0.0,0.617,0.051,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-22,24.0,0.0,0.0,0.0,0.617,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-23,34.0,10.0,0.0,0.0,0.873,0.257,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-24,40.0,6.0,1.0,1.0,1.028,0.154,0.026,0.026,,,,,
AFG,Afghanistan,2020-03-25,42.0,2.0,1.0,0.0,1.079,0.051,0.026,0.0,,,,,
AFG,Afghanistan,2020-03-26,75.0,33.0,1.0,0.0,1.927,0.848,0.026,0.0,,,,,
AFG,Afghanistan,2020-03-27,75.0,0.0,1.0,0.0,1.927,0.0,0.026,0.0,,,,,
AFG,Afghanistan,2020-03-28,91.0,16.0,2.0,1.0,2.338,0.411,0.051,0.026,,,,,
AFG,Afghanistan,2020-03-29,106.0,15.0,3.0,1.0,2.723,0.385,0.077,0.026,,,,,
AFG,Afghanistan,2020-03-30,114.0,8.0,4.0,1.0,2.928,0.206,0.103,0.026,,,,,
AFG,Afghanistan,2020-03-31,141.0,27.0,4.0,0.0,3.622,0.694,0.103,0.0,,,,,
AFG,Afghanistan,2020-04-01,166.0,25.0,4.0,0.0,4.264,0.642,0.103,0.0,,,,,
AFG,Afghanistan,2020-04-02,192.0,26.0,4.0,0.0,4.932,0.668,0.103,0.0,,,,,
AFG,Afghanistan,2020-04-03,235.0,43.0,4.0,0.0,6.037,1.105,0.103,0.0,,,,,
AFG,Afghanistan,2020-04-04,235.0,0.0,4.0,0.0,6.037,0.0,0.103,0.0,,,,,
AFG,Afghanistan,2020-04-05,270.0,35.0,5.0,1.0,6.936,0.899,0.128,0.026,,,,,
AFG,Afghanistan,2020-04-06,299.0,29.0,7.0,2.0,7.681,0.745,0.18,0.051,,,,,
AFG,Afghanistan,2020-04-07,337.0,38.0,7.0,0.0,8.657,0.976,0.18,0.0,,,,,
AFG,Afghanistan,2020-04-08,367.0,30.0,11.0,4.0,9.428,0.771,0.283,0.103,,,,,
AFG,Afghanistan,2020-04-09,423.0,56.0,14.0,3.0,10.866,1.439,0.36,0.077,,,,,
AFG,Afghanistan,2020-04-10,484.0,61.0,15.0,1.0,12.433,1.567,0.385,0.026,,,,,
AFG,Afghanistan,2020-04-11,521.0,37.0,15.0,0.0,13.384,0.95,0.385,0.0,,,,,
AFG,Afghanistan,2020-04-12,555.0,34.0,18.0,3.0,14.257,0.873,0.462,0.077,,,,,
AFG,Afghanistan,2020-04-13,607.0,52.0,18.0,0.0,15.593,1.336,0.462,0.0,,,,,
AFG,Afghanistan,2020-04-14,665.0,58.0,21.0,3.0,17.083,1.49,0.539,0.077,,,,,
AFG,Afghanistan,2020-04-15,714.0,49.0,23.0,2.0,18.341,1.259,0.591,0.051,,,,,
AFG,Afghanistan,2020-04-16,784.0,70.0,25.0,2.0,20.14,1.798,0.642,0.051,,,,,
AGO,Angola,2020-03-22,2.0,2.0,0.0,0.0,0.061,0.061,0.0,0.0,,,,,
AGO,Angola,2020-03-23,2.0,0.0,0.0,0.0,0.061,0.0,0.0,0.0,,,,,
AGO,Angola,2020-03-24,2.0,0.0,0.0,0.0,0.061,0.0,0.0,0.0,,,,,
AGO,Angola,2020-03-25,2.0,0.0,0.0,0.0,0.061,0.0,0.0,0.0,,,,,
AGO,Angola,2020-03-26,2.0,0.0,0.0,0.0,0.061,0.0,0.0,0.0,,,,,
AGO,Angola,2020-03-27,3.0,1.0,0.0,0.0,0.091,0.03,0.0,0.0,,,,,
AGO,Angola,2020-03-28,4.0,1.0,0.0,0.0,0.122,0.03,0.0,0.0,,,,,
AGO,Angola,2020-03-29,4.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,,,,,
AGO,Angola,2020-03-30,7.0,3.0,2.0,2.0,0.213,0.091,0.061,0.061,,,,,
AGO,Angola,2020-03-31,7.0,0.0,2.0,0.0,0.213,0.0,0.061,0.0,,,,,
AGO,Angola,2020-04-01,7.0,0.0,2.0,0.0,0.213,0.0,0.061,0.0,,,,,
AGO,Angola,2020-04-02,8.0,1.0,2.0,0.0,0.243,0.03,0.061,0.0,,,,,
AGO,Angola,2020-04-03,8.0,0.0,2.0,0.0,0.243,0.0,0.061,0.0,,,,,
AGO,Angola,2020-04-04,8.0,0.0,2.0,0.0,0.243,0.0,0.061,0.0,,,,,
AGO,Angola,2020-04-05,10.0,2.0,2.0,0.0,0.304,0.061,0.061,0.0,,,,,
AGO,Angola,2020-04-06,14.0,4.0,2.0,0.0,0.426,0.122,0.061,0.0,,,,,
AGO,Angola,2020-04-07,16.0,2.0,2.0,0.0,0.487,0.061,0.061,0.0,,,,,
AGO,Angola,2020-04-08,17.0,1.0,2.0,0.0,0.517,0.03,0.061,0.0,,,,,
AGO,Angola,2020-04-09,19.0,2.0,2.0,0.0,0.578,0.061,0.061,0.0,,,,,
AGO,Angola,2020-04-10,19.0,0.0,2.0,0.0,0.578,0.0,0.061,0.0,,,,,
AGO,Angola,2020-04-11,19.0,0.0,2.0,0.0,0.578,0.0,0.061,0.0,,,,,
AGO,Angola,2020-04-12,19.0,0.0,2.0,0.0,0.578,0.0,0.061,0.0,,,,,
AGO,Angola,2020-04-13,19.0,0.0,2.0,0.0,0.578,0.0,0.061,0.0,,,,,
AGO,Angola,2020-04-14,19.0,0.0,2.0,0.0,0.578,0.0,0.061,0.0,,,,,
AGO,Angola,2020-04-15,19.0,0.0,2.0,0.0,0.578,0.0,0.061,0.0,,,,,
AGO,Angola,2020-04-16,19.0,0.0,2.0,0.0,0.578,0.0,0.061,0.0,,,,,
AIA,Anguilla,2020-03-27,2.0,2.0,0.0,0.0,133.316,133.316,0.0,0.0,,,,,
AIA,Anguilla,2020-03-28,2.0,0.0,0.0,0.0,133.316,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-03-29,2.0,0.0,0.0,0.0,133.316,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-03-30,2.0,0.0,0.0,0.0,133.316,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-03-31,2.0,0.0,0.0,0.0,133.316,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-01,2.0,0.0,0.0,0.0,133.316,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-02,2.0,0.0,0.0,0.0,133.316,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-03,3.0,1.0,0.0,0.0,199.973,66.658,0.0,0.0,,,,,
AIA,Anguilla,2020-04-04,3.0,0.0,0.0,0.0,199.973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-05,3.0,0.0,0.0,0.0,199.973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-06,3.0,0.0,0.0,0.0,199.973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-07,3.0,0.0,0.0,0.0,199.973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-08,3.0,0.0,0.0,0.0,199.973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-09,3.0,0.0,0.0,0.0,199.973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-10,3.0,0.0,0.0,0.0,199.973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-11,3.0,0.0,0.0,0.0,199.973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-12,3.0,0.0,0.0,0.0,199.973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-13,3.0,0.0,0.0,0.0,199.973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-14,3.0,0.0,0.0,0.0,199.973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-15,3.0,0.0,0.0,0.0,199.973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-16,3.0,0.0,0.0,0.0,199.973,0.0,0.0,0.0,,,,,
ALB,Albania,2020-03-09,2.0,2.0,0.0,0.0,0.695,0.695,0.0,0.0,,,,,
ALB,Albania,2020-03-10,6.0,4.0,0.0,0.0,2.085,1.39,0.0,0.0,,,,,
ALB,Albania,2020-03-11,10.0,4.0,0.0,0.0,3.475,1.39,0.0,0.0,,,,,
ALB,Albania,2020-03-12,11.0,1.0,1.0,1.0,3.822,0.347,0.347,0.347,,,,,
ALB,Albania,2020-03-13,23.0,12.0,1.0,0.0,7.992,4.17,0.347,0.0,,,,,
ALB,Albania,2020-03-14,33.0,10.0,1.0,0.0,11.467,3.475,0.347,0.0,,,,,
ALB,Albania,2020-03-15,38.0,5.0,1.0,0.0,13.205,1.737,0.347,0.0,,,,,
ALB,Albania,2020-03-16,42.0,4.0,1.0,0.0,14.594,1.39,0.347,0.0,,,,,
ALB,Albania,2020-03-17,51.0,9.0,1.0,0.0,17.722,3.127,0.347,0.0,,,,,
ALB,Albania,2020-03-18,55.0,4.0,1.0,0.0,19.112,1.39,0.347,0.0,,,,,
ALB,Albania,2020-03-19,59.0,4.0,2.0,1.0,20.502,1.39,0.695,0.347,,,,,
ALB,Albania,2020-03-20,70.0,11.0,2.0,0.0,24.324,3.822,0.695,0.0,,,,,
ALB,Albania,2020-03-21,70.0,0.0,2.0,0.0,24.324,0.0,0.695,0.0,,,,,
ALB,Albania,2020-03-22,76.0,6.0,2.0,0.0,26.409,2.085,0.695,0.0,,,,,
ALB,Albania,2020-03-23,89.0,13.0,2.0,0.0,30.926,4.517,0.695,0.0,,,,,
ALB,Albania,2020-03-24,100.0,11.0,4.0,2.0,34.749,3.822,1.39,0.695,,,,,
ALB,Albania,2020-03-25,123.0,23.0,5.0,1.0,42.741,7.992,1.737,0.347,,,,,
ALB,Albania,2020-03-26,146.0,23.0,5.0,0.0,50.733,7.992,1.737,0.0,,,,,
ALB,Albania,2020-03-27,174.0,28.0,6.0,1.0,60.463,9.73,2.085,0.347,,,,,
ALB,Albania,2020-03-28,186.0,12.0,9.0,3.0,64.633,4.17,3.127,1.042,,,,,
ALB,Albania,2020-03-29,197.0,11.0,10.0,1.0,68.455,3.822,3.475,0.347,,,,,
ALB,Albania,2020-03-30,212.0,15.0,10.0,0.0,73.667,5.212,3.475,0.0,,,,,
ALB,Albania,2020-03-31,223.0,11.0,12.0,2.0,77.49,3.822,4.17,0.695,,,,,
ALB,Albania,2020-04-01,243.0,20.0,15.0,3.0,84.44,6.95,5.212,1.042,,,,,
ALB,Albania,2020-04-02,259.0,16.0,15.0,0.0,89.999,5.56,5.212,0.0,,,,,
ALB,Albania,2020-04-03,277.0,18.0,16.0,1.0,96.254,6.255,5.56,0.347,,,,,
ALB,Albania,2020-04-04,304.0,27.0,17.0,1.0,105.636,9.382,5.907,0.347,,,,,
ALB,Albania,2020-04-05,333.0,29.0,19.0,2.0,115.713,10.077,6.602,0.695,,,,,
ALB,Albania,2020-04-06,361.0,28.0,21.0,2.0,125.443,9.73,7.297,0.695,,,,,
ALB,Albania,2020-04-07,377.0,16.0,22.0,1.0,131.003,5.56,7.645,0.347,,,,,
ALB,Albania,2020-04-08,383.0,6.0,22.0,0.0,133.088,2.085,7.645,0.0,,,,,
ALB,Albania,2020-04-09,400.0,17.0,22.0,0.0,138.995,5.907,7.645,0.0,,,,,
ALB,Albania,2020-04-10,409.0,9.0,23.0,1.0,142.122,3.127,7.992,0.347,,,,,
ALB,Albania,2020-04-11,416.0,7.0,23.0,0.0,144.555,2.432,7.992,0.0,,,,,
ALB,Albania,2020-04-12,433.0,17.0,23.0,0.0,150.462,5.907,7.992,0.0,,,,,
ALB,Albania,2020-04-13,446.0,13.0,23.0,0.0,154.979,4.517,7.992,0.0,,,,,
ALB,Albania,2020-04-14,467.0,21.0,23.0,0.0,162.277,7.297,7.992,0.0,,,,,
ALB,Albania,2020-04-15,475.0,8.0,24.0,1.0,165.057,2.78,8.34,0.347,,,,,
ALB,Albania,2020-04-16,494.0,19.0,25.0,1.0,171.659,6.602,8.687,0.347,,,,,
AND,Andorra,2020-03-03,1.0,1.0,0.0,0.0,12.942,12.942,0.0,0.0,,,,,
AND,Andorra,2020-03-14,2.0,1.0,0.0,0.0,25.885,12.942,0.0,0.0,,,,,
AND,Andorra,2020-03-16,5.0,3.0,0.0,0.0,64.712,38.827,0.0,0.0,,,,,
AND,Andorra,2020-03-17,14.0,9.0,0.0,0.0,181.195,116.482,0.0,0.0,,,,,
AND,Andorra,2020-03-18,14.0,0.0,0.0,0.0,181.195,0.0,0.0,0.0,,,,,
AND,Andorra,2020-03-19,53.0,39.0,0.0,0.0,685.951,504.756,0.0,0.0,,,,,
AND,Andorra,2020-03-20,75.0,22.0,0.0,0.0,970.685,284.734,0.0,0.0,,,,,
AND,Andorra,2020-03-21,75.0,0.0,0.0,0.0,970.685,0.0,0.0,0.0,,,,,
AND,Andorra,2020-03-22,88.0,13.0,0.0,0.0,1138.937,168.252,0.0,0.0,,,,,
AND,Andorra,2020-03-23,113.0,25.0,0.0,0.0,1462.499,323.562,0.0,0.0,,,,,
AND,Andorra,2020-03-24,133.0,20.0,0.0,0.0,1721.349,258.849,0.0,0.0,,,,,
AND,Andorra,2020-03-25,164.0,31.0,0.0,0.0,2122.565,401.217,0.0,0.0,,,,,
AND,Andorra,2020-03-26,188.0,24.0,0.0,0.0,2433.184,310.619,0.0,0.0,,,,,
AND,Andorra,2020-03-27,224.0,36.0,3.0,3.0,2899.113,465.929,38.827,38.827,,,,,
AND,Andorra,2020-03-28,267.0,43.0,3.0,0.0,3455.64,556.526,38.827,0.0,,,,,
AND,Andorra,2020-03-29,308.0,41.0,4.0,1.0,3986.281,530.641,51.77,12.942,,,,,
AND,Andorra,2020-03-30,334.0,26.0,6.0,2.0,4322.785,336.504,77.655,25.885,,,,,
AND,Andorra,2020-03-31,370.0,36.0,8.0,2.0,4788.714,465.929,103.54,25.885,,,,,
AND,Andorra,2020-04-01,376.0,6.0,12.0,4.0,4866.369,77.655,155.31,51.77,,,,,
AND,Andorra,2020-04-02,390.0,14.0,14.0,2.0,5047.564,181.195,181.195,25.885,,,,,
AND,Andorra,2020-04-03,428.0,38.0,15.0,1.0,5539.377,491.814,194.137,12.942,,,,,
AND,Andorra,2020-04-04,439.0,11.0,16.0,1.0,5681.745,142.367,207.08,12.942,,,,,
AND,Andorra,2020-04-05,466.0,27.0,17.0,1.0,6031.191,349.447,220.022,12.942,,,,,
AND,Andorra,2020-04-06,501.0,35.0,18.0,1.0,6484.178,452.986,232.964,12.942,,,,,
AND,Andorra,2020-04-07,526.0,25.0,21.0,3.0,6807.74,323.562,271.792,38.827,,,,,
AND,Andorra,2020-04-08,545.0,19.0,22.0,1.0,7053.647,245.907,284.734,12.942,,,,,
AND,Andorra,2020-04-09,564.0,19.0,23.0,1.0,7299.553,245.907,297.677,12.942,,,,,
AND,Andorra,2020-04-10,583.0,19.0,25.0,2.0,7545.46,245.907,323.562,25.885,,,,,
AND,Andorra,2020-04-11,601.0,18.0,26.0,1.0,7778.425,232.964,336.504,12.942,,,,,
AND,Andorra,2020-04-12,622.0,21.0,28.0,2.0,8050.217,271.792,362.389,25.885,,,,,
AND,Andorra,2020-04-13,638.0,16.0,29.0,1.0,8257.296,207.08,375.332,12.942,,,,,
AND,Andorra,2020-04-14,646.0,8.0,29.0,0.0,8360.836,103.54,375.332,0.0,,,,,
AND,Andorra,2020-04-15,659.0,13.0,31.0,2.0,8529.088,168.252,401.217,25.885,,,,,
AND,Andorra,2020-04-16,673.0,14.0,33.0,2.0,8710.283,181.195,427.102,25.885,,,,,
ARE,United Arab Emirates,2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
