date,vaccine,total_vaccinations,location
2021-02-09,Sinopharm/Beijing,3837,Peru
2021-02-10,Sinopharm/Beijing,20413,Peru
2021-02-11,Sinopharm/Beijing,54263,Peru
2021-02-12,Sinopharm/Beijing,86623,Peru
2021-02-13,Sinopharm/Beijing,105545,Peru
2021-02-14,Sinopharm/Beijing,110740,Peru
2021-02-15,Sinopharm/Beijing,122302,Peru
2021-02-16,Sinopharm/Beijing,129629,Peru
2021-02-17,Sinopharm/Beijing,133359,Peru
2021-02-18,Sinopharm/Beijing,140245,Peru
2021-02-19,Sinopharm/Beijing,169685,Peru
2021-02-20,Sinopharm/Beijing,195259,Peru
2021-02-21,Sinopharm/Beijing,199492,Peru
2021-02-22,Sinopharm/Beijing,227322,Peru
2021-02-23,Sinopharm/Beijing,253851,Peru
2021-02-24,Sinopharm/Beijing,275918,Peru
2021-02-25,Sinopharm/Beijing,291358,Peru
2021-02-26,Sinopharm/Beijing,306863,Peru
2021-02-27,Sinopharm/Beijing,313680,Peru
2021-02-28,Sinopharm/Beijing,314689,Peru
2021-03-01,Sinopharm/Beijing,323793,Peru
2021-03-02,Sinopharm/Beijing,331861,Peru
2021-03-03,Sinopharm/Beijing,349400,Peru
2021-03-04,Sinopharm/Beijing,379448,Peru
2021-03-05,Sinopharm/Beijing,413998,Peru
2021-03-06,Sinopharm/Beijing,431208,Peru
2021-03-07,Sinopharm/Beijing,433349,Peru
2021-03-08,Pfizer/BioNTech,11849,Peru
2021-03-08,Sinopharm/Beijing,446877,Peru
2021-03-09,Pfizer/BioNTech,24943,Peru
2021-03-09,Sinopharm/Beijing,456247,Peru
2021-03-10,Pfizer/BioNTech,33216,Peru
2021-03-10,Sinopharm/Beijing,464487,Peru
2021-03-11,Sinopharm/Beijing,473630,Peru
2021-03-11,Pfizer/BioNTech,36897,Peru
2021-03-12,Pfizer/BioNTech,40522,Peru
2021-03-12,Sinopharm/Beijing,493075,Peru
2021-03-13,Pfizer/BioNTech,43752,Peru
2021-03-13,Sinopharm/Beijing,521772,Peru
2021-03-14,Pfizer/BioNTech,44046,Peru
2021-03-14,Sinopharm/Beijing,524624,Peru
2021-03-15,Pfizer/BioNTech,56173,Peru
2021-03-15,Sinopharm/Beijing,551733,Peru
2021-03-16,Pfizer/BioNTech,72336,Peru
2021-03-16,Sinopharm/Beijing,575681,Peru
2021-03-17,Sinopharm/Beijing,598926,Peru
2021-03-17,Pfizer/BioNTech,90414,Peru
2021-03-18,Pfizer/BioNTech,114730,Peru
2021-03-18,Sinopharm/Beijing,615399,Peru
2021-03-19,Pfizer/BioNTech,138156,Peru
2021-03-19,Sinopharm/Beijing,631777,Peru
2021-03-20,Pfizer/BioNTech,153808,Peru
2021-03-20,Sinopharm/Beijing,638044,Peru
2021-03-21,Pfizer/BioNTech,154424,Peru
2021-03-21,Sinopharm/Beijing,639109,Peru
2021-03-22,Pfizer/BioNTech,160504,Peru
2021-03-22,Sinopharm/Beijing,647740,Peru
2021-03-23,Sinopharm/Beijing,654997,Peru
2021-03-23,Pfizer/BioNTech,169337,Peru
2021-03-24,Pfizer/BioNTech,180010,Peru
2021-03-24,Sinopharm/Beijing,662132,Peru
2021-03-25,Pfizer/BioNTech,189568,Peru
2021-03-25,Sinopharm/Beijing,666969,Peru
2021-03-26,Pfizer/BioNTech,202198,Peru
2021-03-26,Sinopharm/Beijing,672336,Peru
2021-03-27,Pfizer/BioNTech,211498,Peru
2021-03-27,Sinopharm/Beijing,675848,Peru
2021-03-28,Pfizer/BioNTech,213110,Peru
2021-03-28,Sinopharm/Beijing,676256,Peru
2021-03-29,Sinopharm/Beijing,681465,Peru
2021-03-29,Pfizer/BioNTech,222072,Peru
2021-03-30,Pfizer/BioNTech,232699,Peru
2021-03-30,Sinopharm/Beijing,685998,Peru
2021-03-31,Pfizer/BioNTech,242041,Peru
2021-03-31,Sinopharm/Beijing,693305,Peru
2021-04-01,Pfizer/BioNTech,244956,Peru
2021-04-01,Sinopharm/Beijing,695058,Peru
2021-04-02,Pfizer/BioNTech,247360,Peru
2021-04-02,Sinopharm/Beijing,695790,Peru
2021-04-03,Sinopharm/Beijing,698508,Peru
2021-04-03,Pfizer/BioNTech,251709,Peru
2021-04-04,Pfizer/BioNTech,252107,Peru
2021-04-04,Sinopharm/Beijing,698614,Peru
2021-04-05,Pfizer/BioNTech,254903,Peru
2021-04-05,Sinopharm/Beijing,704917,Peru
2021-04-06,Pfizer/BioNTech,262873,Peru
2021-04-06,Sinopharm/Beijing,713281,Peru
2021-04-07,Pfizer/BioNTech,272667,Peru
2021-04-07,Sinopharm/Beijing,720643,Peru
2021-04-08,Pfizer/BioNTech,285691,Peru
2021-04-08,Sinopharm/Beijing,727646,Peru
2021-04-09,Pfizer/BioNTech,291801,Peru
2021-04-09,Sinopharm/Beijing,733040,Peru
