date,total_vaccinations,people_fully_vaccinated,location,people_vaccinated,source_url,vaccine
2021-03-17,1024358.0,53118.0,Colombia,971240.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-03-18,1076496.0,53892.0,Colombia,1022604.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-03-19,1131999.0,54162.0,Colombia,1077837.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-03-20,1182098.0,54528.0,Colombia,1127570.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-03-21,1215008.0,57849.0,Colombia,1157159.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-03-22,1238259.0,60324.0,Colombia,1177935.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-03-23,1299809.0,62829.0,Colombia,1236980.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-03-24,1385503.0,74274.0,Colombia,1311229.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-03-25,1476364.0,117117.0,Colombia,1359247.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-03-26,1596288.0,148108.0,Colombia,1448180.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-03-27,1726924.0,176068.0,Colombia,1550856.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-03-28,1818861.0,194296.0,Colombia,1624565.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-03-29,1965054.0,228486.0,Colombia,1736568.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-03-30,2121530.0,262707.0,Colombia,1858823.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-03-31,2243392.0,286067.0,Colombia,1957325.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-04-01,2300890.0,334955.0,Colombia,1965935.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-04-02,2336144.0,364253.0,Colombia,1971891.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-04-03,2381049.0,391193.0,Colombia,1989856.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-04-04,2408085.0,402200.0,Colombia,2005885.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-04-05,2479671.0,423536.0,Colombia,2056135.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-04-07,2691513.0,542537.0,Colombia,2148976.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-04-08,2812828.0,640077.0,Colombia,2172751.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-04-09,2946222.0,744266.0,Colombia,2201956.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-04-10,3041349.0,808785.0,Colombia,2232564.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-04-11,3090671.0,828815.0,Colombia,2261856.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
2021-04-12,3173583.0,914757.0,Colombia,2258826.0,https://www.minsalud.gov.co/salud/publica/Vacunacion/Paginas/Vacunacion-covid-19.aspx,"Pfizer/BioNTech, Sinovac"
