location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
Ukraine,2021-02-24,Oxford/AstraZeneca,https://t.me/COVID19_Ukraine/1485,159,159,0
Ukraine,2021-02-25,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,1338,1338,0
Ukraine,2021-02-26,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,3051,3051,0
Ukraine,2021-02-27,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,3141,3141,0
Ukraine,2021-03-01,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,4905,4905,0
Ukraine,2021-03-02,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,6888,6888,0
Ukraine,2021-03-03,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,9568,9568,0
Ukraine,2021-03-04,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,12481,12481,0
Ukraine,2021-03-05,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,15758,15758,0
Ukraine,2021-03-06,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,17037,17037,0
Ukraine,2021-03-07,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,17947,17947,0
Ukraine,2021-03-08,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,19118,19118,0
Ukraine,2021-03-09,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,23480,23480,0
Ukraine,2021-03-10,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,29378,29378,0
Ukraine,2021-03-11,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,38237,38237,0
Ukraine,2021-03-12,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,47541,47541,0
Ukraine,2021-03-13,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,51137,51137,0
Ukraine,2021-03-14,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,53155,53155,0
Ukraine,2021-03-15,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,62083,62083,0
Ukraine,2021-03-17,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,92714,92713,1
Ukraine,2021-03-19,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,104342,104341,1
Ukraine,2021-03-20,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,108310,108309,1
Ukraine,2021-03-21,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,111025,111024,1
Ukraine,2021-03-22,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,121929,121928,1
Ukraine,2021-03-23,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,155587,155586,1
Ukraine,2021-03-25,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,192264,192263,1
Ukraine,2021-03-28,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,198465,198464,1
Ukraine,2021-03-29,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,212898,212896,2
Ukraine,2021-03-30,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,231566,231564,2
Ukraine,2021-03-31,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,248736,248734,2
Ukraine,2021-04-01,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,267835,267833,2
Ukraine,2021-04-02,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,286647,286645,2
Ukraine,2021-04-04,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,291826,291824,2
Ukraine,2021-04-05,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,304682,304680,2
Ukraine,2021-04-06,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,320265,320263,2
Ukraine,2021-04-07,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,334578,334576,2
Ukraine,2021-04-08,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,353147,353142,5
Ukraine,2021-04-09,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,373005,373000,5
Ukraine,2021-04-10,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,377053,377048,5
Ukraine,2021-04-11,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,378269,378264,5
Ukraine,2021-04-12,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,388404,388399,5
Ukraine,2021-04-13,Oxford/AstraZeneca,https://vaccination.covid19.gov.ua/,403556,403551,5
