location,date,vaccine,total_vaccinations,source_url,people_vaccinated,people_fully_vaccinated
Mongolia,2021-02-22,Oxford/AstraZeneca,0,https://thediplomat.com/2021/02/mongolia-starts-its-covid-19-vaccinations/,,
Mongolia,2021-02-25,Oxford/AstraZeneca,3112,https://ikon.mn/n/2527,3112,
Mongolia,2021-02-26,Oxford/AstraZeneca,4926,https://ikon.mn/n/253p,4926,
Mongolia,2021-02-27,Oxford/AstraZeneca,6808,https://ikon.mn/n/254x,6808,
Mongolia,2021-03-02,Oxford/AstraZeneca,9531,https://ikon.mn/n/257c,9531,
Mongolia,2021-03-04,Oxford/AstraZeneca,13200,https://ikon.mn/n/25ac,13200,
Mongolia,2021-03-09,Oxford/AstraZeneca,20976,https://ikon.mn/n/25g4,20976,
Mongolia,2021-03-10,Oxford/AstraZeneca,30446,https://covid19.mohs.mn/p/2021-%D0%BE%D0%BD%D1%8B-03-%D0%B4%D1%83%D0%B3%D0%B0%D0%B0%D1%80-%D1%81%D0%B0%D1%80%D1%8B%D0%BD-11-%D3%A9%D0%B4%D1%80%D0%B8%D0%B9%D0%BD-%D0%BD%D3%A9%D1%85%D1%86%D3%A9%D0%BB-%D0%B1%D0%B0%D0%B9%D0%B4%D0%BB%D1%8B%D0%BD-%D0%BC%D1%8D%D0%B4%D1%8D%D1%8D/1104/,30446,
Mongolia,2021-03-11,Oxford/AstraZeneca,48265,https://covid19.mohs.mn/p/2021-%D0%BE%D0%BD%D1%8B-03-%D0%B4%D1%83%D0%B3%D0%B0%D0%B0%D1%80-%D1%81%D0%B0%D1%80%D1%8B%D0%BD-11-%D3%A9%D0%B4%D1%80%D0%B8%D0%B9%D0%BD-%D0%BD%D3%A9%D1%85%D1%86%D3%A9%D0%BB-%D0%B1%D0%B0%D0%B9%D0%B4%D0%BB%D1%8B%D0%BD-%D0%BC%D1%8D%D0%B4%D1%8D%D1%8D/1104/,48265,
Mongolia,2021-03-12,Oxford/AstraZeneca,67489,https://covid19.mohs.mn/p/2021-%D0%BE%D0%BD%D1%8B-03-%D0%B4%D1%83%D0%B3%D0%B0%D0%B0%D1%80-%D1%81%D0%B0%D1%80%D1%8B%D0%BD-12-%D3%A9%D0%B4%D1%80%D0%B8%D0%B9%D0%BD-%D0%BD%D3%A9%D1%85%D1%86%D3%A9%D0%BB-%D0%B1%D0%B0%D0%B9%D0%B4%D0%BB%D1%8B%D0%BD-%D0%BC%D1%8D%D0%B4%D1%8D%D1%8D/1105/,67489,
Mongolia,2021-03-13,Oxford/AstraZeneca,84017,https://covid19.mohs.mn/p/2021-%D0%BE%D0%BD%D1%8B-03-%D0%B4%D1%83%D0%B3%D0%B0%D0%B0%D1%80-%D1%81%D0%B0%D1%80%D1%8B%D0%BD-11-%D3%A9%D0%B4%D1%80%D0%B8%D0%B9%D0%BD-%D0%BD%D3%A9%D1%85%D1%86%D3%A9%D0%BB-%D0%B1%D0%B0%D0%B9%D0%B4%D0%BB%D1%8B%D0%BD-%D0%BC%D1%8D%D0%B4%D1%8D%D1%8D/1104/,84017,
Mongolia,2021-03-14,Oxford/AstraZeneca,100000,https://ikon.mn/,100000,
Mongolia,2021-03-15,Oxford/AstraZeneca,118294,https://ikon.mn/,118294,
Mongolia,2021-03-16,Oxford/AstraZeneca,126449,https://ikon.mn/,126449,
Mongolia,2021-03-17,Oxford/AstraZeneca,139636,https://ikon.mn/,139636,
Mongolia,2021-03-18,Oxford/AstraZeneca,171535,https://ikon.mn/,171535,
Mongolia,2021-03-19,Oxford/AstraZeneca,189969,https://ikon.mn/,189969,
Mongolia,2021-03-20,Oxford/AstraZeneca,204121,https://ikon.mn/,204121,
Mongolia,2021-03-21,Oxford/AstraZeneca,209278,https://ikon.mn/,209278,
Mongolia,2021-03-23,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",223444,https://ikon.mn/,223444,
Mongolia,2021-03-24,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",256979,https://ikon.mn/,256979,
Mongolia,2021-03-27,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",276068,https://ikon.mn/,276068,
Mongolia,2021-03-29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",279069,https://ikon.mn/,279069,
Mongolia,2021-03-30,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",290108,https://ikon.mn/,290108,
Mongolia,2021-03-31,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",300366,https://ikon.mn/,300366,
Mongolia,2021-04-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",311262,https://ikon.mn/,311262,
Mongolia,2021-04-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",323690,https://ikon.mn/,323690,
Mongolia,2021-04-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",336758,https://ikon.mn/,336758,
Mongolia,2021-04-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",376373,https://ikon.mn/,376373,
Mongolia,2021-04-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",414382,https://ikon.mn/,414382,
Mongolia,2021-04-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",466946,https://ikon.mn/,466946,
Mongolia,2021-04-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",569825,https://ikon.mn/,569825,
Mongolia,2021-04-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",599132,https://ikon.mn/,599132,
Mongolia,2021-04-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",,https://ikon.mn/,609875,
Mongolia,2021-04-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",,https://ikon.mn/,616906,
Mongolia,2021-04-13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",,https://ikon.mn/,627168,
Mongolia,2021-04-15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",,https://ikon.mn/,630516,
Mongolia,2021-04-16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",,https://ikon.mn/,632812,
Mongolia,2021-04-17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",,https://ikon.mn/,634240,
Mongolia,2021-04-20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",,https://ikon.mn/,637415,
Mongolia,2021-04-22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",670842,https://ikon.mn/,649236,21606
Mongolia,2021-04-23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",,https://ikon.mn/,651060,
Mongolia,2021-04-24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",,https://ikon.mn/,660548,
Mongolia,2021-04-25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",,https://ikon.mn/,678692,
Mongolia,2021-04-26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",,https://ikon.mn/,707838,
Mongolia,2021-04-27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1007030,https://ikon.mn/,744564,262466
Mongolia,2021-04-28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1080571,https://ikon.mn/,782314,298257
Mongolia,2021-04-29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1138662,https://ikon.mn/,811452,327210
Mongolia,2021-04-30,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1208619,https://ikon.mn/,845693,362926
Mongolia,2021-05-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1296538,https://ikon.mn/,887248,409290
Mongolia,2021-05-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1398592,https://ikon.mn/,947529,451063
Mongolia,2021-05-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1532522,https://ikon.mn/,1037675,494847
Mongolia,2021-05-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1661497,https://ikon.mn/,1128680,532817
Mongolia,2021-05-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1756434,https://ikon.mn/,1208913,547521
Mongolia,2021-05-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1946350,https://ikon.mn/,1356678,589672
