date,total_vaccinations,people_vaccinated,people_fully_vaccinated,location,vaccine,source_url
2021-01-21,3558,,,Isle of Man,Pfizer/BioNTech,https://covid19.gov.im/general-information/latest-updates/
2021-01-22,3648,,,Isle of Man,Pfizer/BioNTech,https://covid19.gov.im/general-information/latest-updates/
2021-01-25,4209,3897.0,312.0,Isle of Man,Pfizer/BioNTech,https://covid19.gov.im/general-information/latest-updates/
2021-01-26,4886,4247.0,639.0,Isle of Man,Pfizer/BioNTech,https://covid19.gov.im/general-information/latest-updates/
2021-01-27,5587,4550.0,1037.0,Isle of Man,Pfizer/BioNTech,https://covid19.gov.im/general-information/latest-updates/
2021-01-28,6281,5243.0,1038.0,Isle of Man,Pfizer/BioNTech,https://covid19.gov.im/general-information/latest-updates/
2021-01-29,6859,5829.0,1030.0,Isle of Man,Pfizer/BioNTech,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
2021-01-30,7220,6106.0,1030.0,Isle of Man,Pfizer/BioNTech,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
2021-01-31,7640,6192.0,1031.0,Isle of Man,Pfizer/BioNTech,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
2021-02-01,8091,6752.0,1230.0,Isle of Man,Pfizer/BioNTech,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
2021-02-02,8302,6883.0,1419.0,Isle of Man,Pfizer/BioNTech,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
2021-02-03,8309,6890.0,1419.0,Isle of Man,Pfizer/BioNTech,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
