location,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,source_url,vaccine
Bahrain,2020-12-23,38965.0,38965,,https://twitter.com/MOH_Bahrain/status/1341855276744491009,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2020-12-24,50071.0,50071,,https://twitter.com/MOH_Bahrain/status/1342189663688290306,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2020-12-25,50543.0,50543,,https://twitter.com/MOH_Bahrain/status/1342560182287667200,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2020-12-26,51556.0,51556,,https://twitter.com/MOH_Bahrain/status/1342912135828021248,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2020-12-27,53614.0,53614,,https://twitter.com/MOH_Bahrain/status/1343274904259596290,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2020-12-28,55014.0,55014,,https://twitter.com/MOH_Bahrain/status/1343640133376077827,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2020-12-29,56041.0,56041,,https://twitter.com/MOH_Bahrain/status/1343999609442627588,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2020-12-30,57317.0,57317,,https://twitter.com/MOH_Bahrain/status/1344362014995607559,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2020-12-31,58643.0,58643,,https://twitter.com/MOH_Bahrain/status/1344726256521261064,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-01,59351.0,59351,,https://twitter.com/MOH_Bahrain/status/1345086925414277123,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-02,60097.0,60097,,https://twitter.com/MOH_Bahrain/status/1345450650495307778,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-03,60689.0,60689,,https://twitter.com/MOH_Bahrain/status/1345812985516859395,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-04,61612.0,61612,,https://twitter.com/MOH_Bahrain/status/1346173998024040451,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-05,63893.0,63893,,https://twitter.com/MOH_Bahrain/status/1346544909399044096,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-06,68472.0,68472,,https://twitter.com/MOH_Bahrain/status/1346919458615554056,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-07,72239.0,72239,,https://twitter.com/MOH_Bahrain/status/1347269708467339264,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-08,78291.0,78291,,https://twitter.com/MOH_Bahrain/status/1347636465635905538,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-09,84157.0,84157,,https://twitter.com/MOH_Bahrain/status/1347998432615608325,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-10,89250.0,89250,,https://twitter.com/MOH_Bahrain/status/1348359483832086536,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-11,92598.0,92598,,https://twitter.com/MOH_Bahrain/status/1348718836925792262,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-12,97776.0,97776,,https://twitter.com/MOH_Bahrain/status/1349090704123949062,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-13,,101363,,https://twitter.com/MOH_Bahrain/status/1349446081852166146,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-14,,109566,,https://twitter.com/MOH_Bahrain/status/1349809013605748747,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-15,,122819,,https://twitter.com/MOH_Bahrain/status/1350171911695847427,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-16,,137159,,https://twitter.com/MOH_Bahrain/status/1350548905268801538,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-17,,141563,,https://twitter.com/MOH_Bahrain/status/1350896163348738050,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-18,,142831,,https://twitter.com/MOH_Bahrain/status/1351261870158700550,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-19,,143596,,https://twitter.com/MOH_Bahrain/status/1351630070599839745,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-20,,144130,,https://twitter.com/MOH_Bahrain/status/1352360527457091592,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-26,,165953,,https://twitter.com/MOH_Bahrain/status/1354172421448884226,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-27,,167731,,https://twitter.com/MOH_Bahrain/status/1354534759129440261,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-28,,169440,,https://twitter.com/MOH_Bahrain/status/1354897121137319936,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-29,,169810,,https://twitter.com/MOH_Bahrain/status/1355259668025782275,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-30,,170433,,https://twitter.com/MOH_Bahrain/status/1355621933505802245,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-01-31,,171568,,https://twitter.com/MOH_Bahrain/status/1355984300009795584,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-01,,172912,,https://twitter.com/MOH_Bahrain/status/1356346713984954368,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-02,,174075,,https://twitter.com/MOH_Bahrain/status/1356709170318372864,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-03,,175094,,https://twitter.com/MOH_Bahrain/status/1357071460129517568,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-04,,177233,,https://twitter.com/MOH_Bahrain/status/1357433853447729159,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-05,,179550,,https://twitter.com/MOH_Bahrain/status/1357796230684942341,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-06,,182543,,https://twitter.com/MOH_Bahrain/status/1358158619880079360,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-07,,191406,,https://twitter.com/MOH_Bahrain/status/1358521021045878800,"Pfizer/BioNTech, Sinopharm/Beijing"
