date,total_vaccinations,people_vaccinated,people_fully_vaccinated,vaccine,location,source_url
2021-02-15,0.0,0.0,0.0,Pfizer/BioNTech,Australia,https://covidlive.com.au/vaccinations
2021-02-16,0.0,0.0,0.0,Pfizer/BioNTech,Australia,https://covidlive.com.au/vaccinations
2021-02-17,0.0,0.0,0.0,Pfizer/BioNTech,Australia,https://covidlive.com.au/vaccinations
2021-02-18,0.0,0.0,0.0,Pfizer/BioNTech,Australia,https://covidlive.com.au/vaccinations
2021-02-19,0.0,0.0,0.0,Pfizer/BioNTech,Australia,https://covidlive.com.au/vaccinations
2021-02-20,0.0,0.0,0.0,Pfizer/BioNTech,Australia,https://covidlive.com.au/vaccinations
2021-02-21,0.0,0.0,0.0,Pfizer/BioNTech,Australia,https://covidlive.com.au/vaccinations
2021-02-22,20.0,20.0,0.0,Pfizer/BioNTech,Australia,https://covidlive.com.au/vaccinations
2021-02-23,2879.0,2879.0,0.0,Pfizer/BioNTech,Australia,https://covidlive.com.au/vaccinations
2021-02-24,6908.0,6908.0,0.0,Pfizer/BioNTech,Australia,https://covidlive.com.au/vaccinations
2021-02-25,17500.0,17500.0,0.0,Pfizer/BioNTech,Australia,https://covidlive.com.au/vaccinations
2021-02-26,23504.0,23504.0,0.0,Pfizer/BioNTech,Australia,https://covidlive.com.au/vaccinations
2021-02-27,26033.0,26033.0,0.0,Pfizer/BioNTech,Australia,https://covidlive.com.au/vaccinations
2021-02-28,31800.0,31800.0,0.0,Pfizer/BioNTech,Australia,https://covidlive.com.au/vaccinations
