location,date,vaccine,total_vaccinations,people_vaccinated,people_fully_vaccinated,source_url
India,2021-01-15,"Covaxin, Oxford/AstraZeneca",0,0.0,0.0,https://twitter.com/MoHFW_INDIA/status/1350459098203004927
India,2021-01-16,"Covaxin, Oxford/AstraZeneca",191181,191181.0,0.0,https://twitter.com/MoHFW_INDIA/status/1350459098203004928
India,2021-01-17,"Covaxin, Oxford/AstraZeneca",224301,224301.0,0.0,https://twitter.com/MoHFW_INDIA/status/1350815129177260034
India,2021-01-18,"Covaxin, Oxford/AstraZeneca",454049,454049.0,0.0,https://www.mohfw.gov.in/
India,2021-01-19,"Covaxin, Oxford/AstraZeneca",674835,674835.0,0.0,https://www.mohfw.gov.in/
India,2021-01-20,"Covaxin, Oxford/AstraZeneca",806484,806484.0,0.0,https://www.mohfw.gov.in/
India,2021-01-21,"Covaxin, Oxford/AstraZeneca",1043534,1043534.0,0.0,https://www.mohfw.gov.in/
India,2021-01-22,"Covaxin, Oxford/AstraZeneca",1390592,1390592.0,0.0,https://www.mohfw.gov.in/
India,2021-01-23,"Covaxin, Oxford/AstraZeneca",1582201,1582201.0,0.0,https://www.mohfw.gov.in/
India,2021-01-24,"Covaxin, Oxford/AstraZeneca",1615504,1615504.0,0.0,https://www.mohfw.gov.in/
India,2021-01-25,"Covaxin, Oxford/AstraZeneca",2023809,2023809.0,0.0,https://www.mohfw.gov.in/
India,2021-01-26,"Covaxin, Oxford/AstraZeneca",2029480,2029480.0,0.0,https://www.mohfw.gov.in/
India,2021-01-27,"Covaxin, Oxford/AstraZeneca",2355979,2355979.0,0.0,https://www.mohfw.gov.in/
India,2021-01-28,"Covaxin, Oxford/AstraZeneca",2928053,2928053.0,0.0,https://www.mohfw.gov.in/
India,2021-01-29,"Covaxin, Oxford/AstraZeneca",3500027,3500027.0,0.0,https://www.mohfw.gov.in/
India,2021-01-30,"Covaxin, Oxford/AstraZeneca",3744334,3744334.0,0.0,https://www.mohfw.gov.in/
India,2021-01-31,"Covaxin, Oxford/AstraZeneca",3758843,3758843.0,0.0,https://www.mohfw.gov.in/
India,2021-02-01,"Covaxin, Oxford/AstraZeneca",3950156,3950156.0,0.0,https://www.mohfw.gov.in/
India,2021-02-02,"Covaxin, Oxford/AstraZeneca",4138918,4138918.0,0.0,https://www.mohfw.gov.in/
India,2021-02-03,"Covaxin, Oxford/AstraZeneca",4449552,4449552.0,0.0,https://www.mohfw.gov.in/
India,2021-02-04,"Covaxin, Oxford/AstraZeneca",4959445,4959445.0,0.0,https://www.mohfw.gov.in/
India,2021-02-05,"Covaxin, Oxford/AstraZeneca",5416849,5416849.0,0.0,https://www.mohfw.gov.in/
India,2021-02-06,"Covaxin, Oxford/AstraZeneca",5775322,5775322.0,0.0,https://www.mohfw.gov.in/
India,2021-02-07,"Covaxin, Oxford/AstraZeneca",5812362,5812362.0,0.0,https://www.mohfw.gov.in/
India,2021-02-08,"Covaxin, Oxford/AstraZeneca",6259008,6259008.0,0.0,https://www.mohfw.gov.in/
India,2021-02-09,"Covaxin, Oxford/AstraZeneca",6611561,6611561.0,0.0,https://www.mohfw.gov.in/
India,2021-02-10,"Covaxin, Oxford/AstraZeneca",7017114,7017114.0,0.0,https://www.mohfw.gov.in/
India,2021-02-11,"Covaxin, Oxford/AstraZeneca",7505010,7505010.0,0.0,https://www.mohfw.gov.in/
India,2021-02-12,"Covaxin, Oxford/AstraZeneca",7967647,7967647.0,0.0,https://www.mohfw.gov.in/
India,2021-02-13,"Covaxin, Oxford/AstraZeneca",8052454,8044786.0,7668.0,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1697804
India,2021-02-15,"Covaxin, Oxford/AstraZeneca",8516771,8418653.0,98118.0,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1698251
India,2021-02-16,"Covaxin, Oxford/AstraZeneca",8857341,8641002.0,216339.0,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1698525
India,2021-02-17,"Covaxin, Oxford/AstraZeneca",9186757,8844641.0,342116.0,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1698832
India,2021-02-18,"Covaxin, Oxford/AstraZeneca",9846523,9381591.0,464932.0,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1699157
India,2021-02-19,"Covaxin, Oxford/AstraZeneca",10449942,9693000.0,756942.0,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1699476
India,2021-02-20,"Covaxin, Oxford/AstraZeneca",10838323,9964383.0,873940.0,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1699698
India,2021-02-21,"Covaxin, Oxford/AstraZeneca",11085173,10124531.0,960642.0,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1699735
India,2021-02-22,"Covaxin, Oxford/AstraZeneca",11424094,10308552.0,1115542.0,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
India,2021-02-23,"Covaxin, Oxford/AstraZeneca",11907392,10585757.0,1321635.0,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700269
India,2021-02-24,"Covaxin, Oxford/AstraZeneca",12366633,10884879.0,1481754.0,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,2021-02-25,"Covaxin, Oxford/AstraZeneca",13067047,11206188.0,1860859.0,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700888
