location,date,vaccine,total_vaccinations,source_url,people_vaccinated,people_fully_vaccinated
Spain,2021-01-04,Pfizer/BioNTech,82834,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,82834.0,
Spain,2021-01-05,Pfizer/BioNTech,139339,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,139339.0,
Spain,2021-01-07,Pfizer/BioNTech,207323,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,207323.0,
Spain,2021-01-08,Pfizer/BioNTech,277976,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,277976.0,
Spain,2021-01-11,Pfizer/BioNTech,406091,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,406091.0,
Spain,2021-01-12,Pfizer/BioNTech,488122,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,488122.0,
Spain,2021-01-13,Pfizer/BioNTech,581638,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,581638.0,
Spain,2021-01-14,Pfizer/BioNTech,676186,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,676186.0,
Spain,2021-01-15,"Moderna, Pfizer/BioNTech",768950,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,768950.0,
Spain,2021-01-18,"Moderna, Pfizer/BioNTech",897942,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210118.ods,895627.0,2315.0
Spain,2021-01-19,"Moderna, Pfizer/BioNTech",966097,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods,956756.0,9341.0
Spain,2021-01-20,"Moderna, Pfizer/BioNTech",1025937,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods,1010295.0,15642.0
Spain,2021-01-21,"Moderna, Pfizer/BioNTech",1103301,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210121.ods,1054245.0,49056.0
Spain,2021-01-22,"Moderna, Pfizer/BioNTech",1165825,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210122.ods,1097369.0,68456.0
Spain,2021-01-24,"Moderna, Pfizer/BioNTech",1237593,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210125.ods,1148895.0,88698.0
Spain,2021-01-25,"Moderna, Pfizer/BioNTech",1291216,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210126.ods,1167519.0,123697.0
Spain,2021-01-26,"Moderna, Pfizer/BioNTech",1356461,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods,1183395.0,173066.0
Spain,2021-01-27,"Moderna, Pfizer/BioNTech",1395618,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods,1202859.0,192759.0
Spain,2021-01-28,"Moderna, Pfizer/BioNTech",1474189,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods,1222323.0,251866.0
Spain,2021-01-31,"Moderna, Pfizer/BioNTech",1609261,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods,1251369.0,357892.0
Spain,2021-02-01,"Moderna, Pfizer/BioNTech",1673054,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods,1254535.0,418519.0
Spain,2021-02-02,"Moderna, Pfizer/BioNTech",1764778,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods,1265800.0,498978.0
Spain,2021-02-03,"Moderna, Pfizer/BioNTech",1865342,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods,1279220.0,586122.0
Spain,2021-02-04,"Moderna, Pfizer/BioNTech",1988160,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods,1305251.0,682909.0
Spain,2021-02-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2105033,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods,1318626.0,786407.0
Spain,2021-02-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2167241,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210209.ods,1328459.0,838782.0
Spain,2021-02-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2233249,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods,1343566.0,889683.0
Spain,2021-02-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2320507,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210211.ods,1377229.0,943278.0
Spain,2021-02-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2423045,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods,1422560.0,1000485.0
Spain,2021-02-14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2561608,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods,1491517.0,1070091.0
Spain,2021-02-15,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2624512,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210216.ods,1527590.0,1096922.0
Spain,2021-02-16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2690457,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210217.ods,1571277.0,1119180.0
Spain,2021-02-17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2782751,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210218.ods,1638195.0,1144556.0
Spain,2021-02-18,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2936011,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods,1764985.0,1171026.0
Spain,2021-02-21,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3090351,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods,1893290.0,1197061.0
Spain,2021-02-22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3165191,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210223.ods,1956886.0,1208305.0
Spain,2021-02-23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3284678,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods,2063495.0,1221183.0
Spain,2021-02-24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3436158,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210225.ods,2204376.0,1231782.0
Spain,2021-02-25,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3605635,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210226.ods,2361852.0,1243783.0
Spain,2021-02-28,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3829465,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods,2567617.0,1261848.0
Spain,2021-03-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3908734,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210302.ods,2642034.0,1266700.0
Spain,2021-03-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4059320,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods,2772318.0,1287002.0
