location,date,vaccine,total_vaccinations,source_url,people_vaccinated,people_fully_vaccinated
Argentina,2021-01-28,Sputnik V,327999,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,276548.0,51451.0
Argentina,2021-01-29,Sputnik V,344034,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,278451.0,65583.0
Argentina,2021-01-30,Sputnik V,366384,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,281023.0,85361.0
Argentina,2021-02-01,Sputnik V,375851,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,281577.0,94274.0
Argentina,2021-02-03,Sputnik V,396562,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,284196.0,112366.0
Argentina,2021-02-04,Sputnik V,444018,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,297717.0,146301.0
Argentina,2021-02-06,Sputnik V,471383,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,307501.0,163882.0
Argentina,2021-02-07,Sputnik V,501152,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,319316.0,181836.0
Argentina,2021-02-08,Sputnik V,511582,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,322318.0,189264.0
Argentina,2021-02-09,Sputnik V,513178,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,322975.0,190203.0
Argentina,2021-02-10,Sputnik V,535303,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,337772.0,197531.0
Argentina,2021-02-11,Sputnik V,572928,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,362649.0,210279.0
Argentina,2021-02-12,Sputnik V,591632,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,368023.0,223609.0
Argentina,2021-02-13,Sputnik V,606245,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,371629.0,234616.0
Argentina,2021-02-14,Sputnik V,609605,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,372122.0,237483.0
Argentina,2021-02-15,Sputnik V,609791,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,372181.0,237610.0
Argentina,2021-02-16,Sputnik V,611169,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,373253.0,237916.0
Argentina,2021-02-17,Sputnik V,612322,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,374002.0,238320.0
Argentina,2021-02-18,Sputnik V,635583,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,392399.0,243184.0
Argentina,2021-02-19,Sputnik V,668654,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,414958.0,253696.0
Argentina,2021-02-20,Sputnik V,707148,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,445614.0,261534.0
Argentina,2021-02-21,Sputnik V,720267,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,456929.0,263338.0
Argentina,2021-02-22,Sputnik V,722234,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,458822.0,263412.0
Argentina,2021-02-23,Sputnik V,746615,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,481689.0,264926.0
Argentina,2021-02-24,Sputnik V,780455,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,513394.0,267061.0
Argentina,2021-02-25,Sputnik V,829832,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,558831.0,271001.0
Argentina,2021-02-26,Sputnik V,903915,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,620635.0,283280.0
Argentina,2021-02-27,Sputnik V,984895,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,694470.0,290425.0
Argentina,2021-02-28,Sputnik V,1025003,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,731571.0,293432.0
Argentina,2021-03-01,Sputnik V,1049169,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,755212.0,293957.0
Argentina,2021-03-02,Sputnik V,1126108,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,823446.0,302662.0
Argentina,2021-03-03,Sputnik V,1181292,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,874916.0,306376.0
Argentina,2021-03-04,Sputnik V,1252461,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,941695.0,310766.0
Argentina,2021-03-05,Sputnik V,1357596,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,1030504.0,327092.0
Argentina,2021-03-07,Sputnik V,1526078,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,1182874.0,343204.0
Argentina,2021-03-08,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",1546699,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,1202998.0,343701.0
Argentina,2021-03-09,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",1648957,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,1301787.0,347170.0
Argentina,2021-03-10,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",1774438,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,1424984.0,349454.0
Argentina,2021-03-11,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",1919074,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,1564555.0,354519.0
Argentina,2021-03-12,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",2098205,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,1719543.0,378662.0
Argentina,2021-03-13,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",2294738,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,1876113.0,418625.0
Argentina,2021-03-14,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",2381429,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,1932696.0,448733.0
Argentina,2021-03-15,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",2404194,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,1952883.0,451311.0
Argentina,2021-03-16,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",2541362,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,2064529.0,476833.0
Argentina,2021-03-17,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",2668103,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,2170116.0,497987.0
Argentina,2021-03-18,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",2805153,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,2289249.0,515904.0
