Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-03-07,AK,AKA,Alaska,731545.0,426715.0,295046,58331.0,40332.0,180563.0,24682.0,113792.0,15555.0,24.7,15.6,Report,295459.0,180948.0,113787.0,179957.0,113205.0,32.6,20.5,551562.0,77365.0,293470.0,53207.0,,,
2021-03-07,AL,ALA,Alabama,4903185.0,1628350.0,1110132,33210.0,22641.0,709736.0,14475.0,398035.0,8118.0,14.8,8.3,Report,1136898.0,727681.0,406723.0,727410.0,406686.0,19.1,10.7,3814879.0,42684.0,1109830.0,29092.0,,,
2021-03-07,AR,ARA,Arkansas,3017804.0,1088150.0,765260,36058.0,25358.0,487494.0,16154.0,273608.0,9066.0,16.2,9.1,Report,767708.0,489149.0,274376.0,488930.0,274334.0,21.1,11.8,2317649.0,46951.0,765017.0,33008.0,,,
2021-03-07,AS,ASA,American Samoa,55689.0,43210.0,21625,77592.0,38832.0,13386.0,24037.0,8208.0,14739.0,24.2,14.8,Report,21752.0,13469.0,8252.0,13259.0,8165.0,30.5,18.8,43437.0,99477.0,21328.0,49101.0,,,
2021-03-07,AZ,AZA,Arizona,7278717.0,2623735.0,2162602,36047.0,29711.0,1421436.0,19529.0,729803.0,10027.0,19.1,9.8,Report,2115430.0,1388900.0,715023.0,1386667.0,714454.0,24.6,12.7,5638481.0,46533.0,2159301.0,38296.0,,,
2021-03-07,BP2,BP2,Bureau of Prisons,0.0,65335.0,72174,0.0,0.0,44090.0,0.0,27841.0,0.0,0.0,0.0,Report,72174.0,44090.0,27841.0,44088.0,27840.0,0.0,0.0,0.0,0.0,72171.0,0.0,,,
2021-03-07,CA,CAA,California,39512223.0,13885120.0,10634752,35141.0,26915.0,7218393.0,18269.0,3352223.0,8484.0,18.2,8.5,Report,10617477.0,7205989.0,3347266.0,7200964.0,3346080.0,23.5,10.9,30617582.0,45350.0,10628468.0,34714.0,,,
2021-03-07,CO,COA,Colorado,5758736.0,2019460.0,1626499,35068.0,28244.0,1047214.0,18185.0,567689.0,9858.0,18.2,9.9,Report,1626194.0,1046640.0,567922.0,1046160.0,567775.0,23.3,12.6,4499217.0,44885.0,1625877.0,36137.0,,,
2021-03-07,CT,CTA,Connecticut,3565287.0,1434565.0,1195617,40237.0,33535.0,860174.0,24126.0,324448.0,9100.0,24.0,9.1,Report,1193304.0,856048.0,325922.0,855166.0,325655.0,30.1,11.5,2837847.0,50551.0,1194385.0,42088.0,,,
2021-03-07,DC,DCA,District of Columbia,705749.0,337095.0,225875,47764.0,32005.0,144563.0,20484.0,80744.0,11441.0,14.0,7.1,Report,149350.0,98505.0,50399.0,98483.0,50397.0,17.1,8.7,577581.0,58363.0,225845.0,39102.0,,,
2021-03-07,DD2,DD2,Dept of Defense,0.0,1711265.0,1130833,0.0,0.0,758512.0,0.0,361473.0,0.0,0.0,0.0,Report,1130833.0,758512.0,361473.0,758216.0,361402.0,0.0,0.0,0.0,0.0,1130466.0,0.0,,,
2021-03-07,DE,DEA,Delaware,973764.0,361765.0,275467,37151.0,28289.0,173404.0,17808.0,100801.0,10352.0,17.5,10.1,Report,269109.0,169956.0,97981.0,169895.0,97962.0,22.1,12.7,770192.0,46971.0,275385.0,35755.0,,,
2021-03-07,FL,FLA,Florida,21477737.0,7771315.0,5900450,36183.0,27472.0,3784364.0,17620.0,2074589.0,9659.0,17.3,9.5,Report,5800819.0,3714407.0,2045028.0,3711091.0,2044660.0,21.5,11.9,17247808.0,45057.0,5896705.0,34188.0,,,
2021-03-07,FM,FMA,Federated States of Micronesia,103643.0,41900.0,17745,40427.0,17121.0,11244.0,10849.0,6394.0,6169.0,11.0,6.2,Report,17894.0,11360.0,6425.0,11356.0,6425.0,14.0,7.9,80842.0,51829.0,17741.0,21945.0,,,
2021-03-07,GA,GAA,Georgia,10617423.0,3437635.0,2366573,32377.0,22290.0,1420643.0,13380.0,899669.0,8474.0,13.2,8.4,Report,2336319.0,1396280.0,894327.0,1395795.0,894164.0,17.2,11.0,8113542.0,42369.0,2365934.0,29160.0,,,
2021-03-07,GU,GUA,Guam,165768.0,87860.0,56484,53002.0,34074.0,35133.0,21194.0,20854.0,12580.0,21.2,12.6,Report,56480.0,35130.0,20851.0,35120.0,20845.0,27.2,16.1,129299.0,67951.0,56467.0,43672.0,,,
2021-03-07,HI,HIA,Hawaii,1415872.0,598100.0,436036,42243.0,30796.0,270037.0,19072.0,165707.0,11704.0,19.2,11.8,Report,439051.0,272100.0,166634.0,271920.0,166569.0,24.4,14.9,1116004.0,53593.0,435794.0,39050.0,,,
2021-03-07,IA,IAA,Iowa,3155070.0,1106755.0,906470,35079.0,28731.0,627499.0,19889.0,271606.0,8609.0,20.0,8.7,Report,912882.0,631178.0,274405.0,630718.0,274159.0,26.0,11.3,2428229.0,45579.0,905766.0,37302.0,,,
2021-03-07,ID,IDA,Idaho,1787065.0,594115.0,471043,33245.0,26358.0,293237.0,16409.0,164500.0,9205.0,16.6,9.3,Report,476136.0,296541.0,166775.0,296532.0,166772.0,22.1,12.5,1338864.0,44375.0,471037.0,35182.0,,,
2021-03-07,IH2,IH2,Indian Health Svc,2082813.0,1123090.0,655254,53922.0,31460.0,434800.0,20876.0,214322.0,10290.0,20.9,10.3,Report,655254.0,434800.0,214322.0,431914.0,213590.0,0.0,0.0,0.0,0.0,651602.0,0.0,,,
2021-03-07,IL,ILA,Illinois,12671821.0,4378835.0,3473676,34556.0,27413.0,2327790.0,18370.0,1094967.0,8641.0,18.5,8.8,Report,3506592.0,2346663.0,1109123.0,2344772.0,1108577.0,23.8,11.3,9853946.0,44437.0,3471201.0,35227.0,,,
2021-03-07,IN,INA,Indiana,6732219.0,2206230.0,1844669,32771.0,27401.0,1129750.0,16781.0,696137.0,10340.0,16.8,10.4,Report,1845876.0,1130035.0,696962.0,1129790.0,696861.0,21.9,13.5,5164245.0,42721.0,1844325.0,35713.0,,,
2021-03-07,KS,KSA,Kansas,2913314.0,1091625.0,734335,37470.0,25206.0,485304.0,16658.0,244055.0,8377.0,17.4,8.8,Report,771054.0,508326.0,257534.0,507941.0,257344.0,23.0,11.6,2213064.0,49326.0,733781.0,33157.0,,,
2021-03-07,KY,KYA,Kentucky,4467673.0,1555915.0,1254160,34826.0,28072.0,826323.0,18496.0,423066.0,9469.0,19.0,9.6,Report,1283087.0,847662.0,430613.0,847248.0,430522.0,24.5,12.4,3464802.0,44906.0,1253677.0,36183.0,,,
2021-03-07,LA,LAA,Louisiana,4648794.0,1640860.0,1180945,35296.0,25403.0,752140.0,16179.0,425793.0,9159.0,16.0,9.0,Report,1164442.0,741681.0,419762.0,741498.0,419724.0,20.8,11.8,3561164.0,46077.0,1180718.0,33155.0,,,
2021-03-07,MA,MAA,Massachusetts,6892503.0,2497130.0,2148356,36230.0,31169.0,1473003.0,21371.0,669683.0,9716.0,21.2,9.6,Report,2132107.0,1463301.0,663148.0,1462133.0,662764.0,26.4,12.0,5539703.0,45077.0,2146792.0,38753.0,,,
2021-03-07,MD,MDA,Maryland,6045680.0,2116560.0,1645609,35009.0,27220.0,1059459.0,17524.0,582970.0,9643.0,18.0,10.0,Report,1696032.0,1089583.0,602926.0,1089101.0,602746.0,23.1,12.8,4710993.0,44928.0,1644968.0,34918.0,,,
2021-03-07,ME,MEA,Maine,1344212.0,503580.0,399534,37463.0,29723.0,264388.0,19669.0,132588.0,9864.0,20.0,10.1,Report,405995.0,268229.0,135179.0,268111.0,135118.0,24.5,12.3,1095370.0,45974.0,399363.0,36459.0,,,
2021-03-07,MH,MHA,Marshall Islands,58413.0,35000.0,13742,59918.0,23526.0,10423.0,17844.0,3261.0,5583.0,17.9,5.6,Report,13749.0,10430.0,3261.0,10420.0,3260.0,22.9,7.2,45562.0,76818.0,13733.0,30141.0,,,
2021-03-07,MI,MIA,Michigan,9986857.0,3363430.0,2716893,33679.0,27205.0,1726299.0,17286.0,964944.0,9662.0,17.6,9.8,Report,2764919.0,1758766.0,980255.0,1758340.0,980064.0,22.4,12.5,7842924.0,42885.0,2716280.0,34634.0,,,
2021-03-07,MN,MNA,Minnesota,5639632.0,1953700.0,1681447,34642.0,29815.0,1113723.0,19748.0,561546.0,9957.0,19.9,10.0,Report,1694660.0,1123285.0,564791.0,1122703.0,564529.0,25.9,13.0,4336475.0,45053.0,1680619.0,38755.0,,,
2021-03-07,MO,MOA,Missouri,6137428.0,2032445.0,1600118,33116.0,26071.0,1035633.0,16874.0,547105.0,8914.0,16.4,8.6,Report,1550663.0,1007667.0,525890.0,1007204.0,525745.0,21.1,11.0,4766843.0,42637.0,1599472.0,33554.0,,,
2021-03-07,MP,MPA,Northern Mariana Islands,56882.0,44010.0,20396,77371.0,35857.0,11941.0,20993.0,8444.0,14845.0,21.0,14.8,Report,20394.0,11937.0,8446.0,11933.0,8445.0,26.9,19.0,44368.0,99193.0,20391.0,45959.0,,,
2021-03-07,MS,MSA,Mississippi,2976149.0,1067855.0,764699,35880.0,25694.0,497719.0,16724.0,265467.0,8920.0,16.8,9.0,Report,769383.0,498585.0,269236.0,498457.0,269193.0,21.9,11.8,2277566.0,46886.0,764526.0,33568.0,,,
2021-03-07,MT,MTA,Montana,1068778.0,411145.0,337005,38469.0,31532.0,216011.0,20211.0,119764.0,11206.0,20.3,11.2,Report,338545.0,217186.0,120103.0,216909.0,120013.0,25.8,14.3,840190.0,48935.0,336635.0,40067.0,,,
2021-03-07,NC,NCA,North Carolina,10488084.0,3624905.0,2830672,34562.0,26989.0,1826058.0,17411.0,1000175.0,9536.0,17.2,9.4,Report,2797007.0,1805008.0,987326.0,1803799.0,986715.0,22.0,12.1,8187369.0,44274.0,2828854.0,34551.0,,,
2021-03-07,ND,NDA,North Dakota,762062.0,299900.0,272721,39354.0,35787.0,176330.0,23139.0,93863.0,12317.0,22.4,11.9,Report,263252.0,170418.0,90596.0,170211.0,90540.0,29.3,15.6,581891.0,51539.0,272442.0,46820.0,,,
2021-03-07,NE,NEA,Nebraska,1934408.0,712720.0,556061,36844.0,28746.0,356330.0,18421.0,196265.0,10146.0,18.4,10.0,Report,553667.0,356090.0,194104.0,355767.0,193954.0,24.4,13.3,1458334.0,48872.0,555591.0,38098.0,,,
2021-03-07,NH,NHA,New Hampshire,1359711.0,496675.0,382103,36528.0,28102.0,269235.0,19801.0,112579.0,8280.0,20.5,8.6,Report,396350.0,278812.0,117145.0,278332.0,116997.0,25.2,10.6,1104458.0,44970.0,381451.0,34537.0,,,
2021-03-07,NJ,NJA,New Jersey,8882190.0,3070400.0,2534361,34568.0,28533.0,1684563.0,18966.0,841457.0,9474.0,19.7,9.9,Report,2640922.0,1749281.0,878218.0,1747168.0,877516.0,25.2,12.6,6943612.0,44219.0,2531549.0,36459.0,,,
2021-03-07,NM,NMA,New Mexico,2096829.0,901345.0,814029,42986.0,38822.0,515590.0,24589.0,289944.0,13828.0,25.2,14.1,Report,831233.0,528061.0,294681.0,525684.0,294012.0,32.4,18.1,1620991.0,55605.0,811437.0,50058.0,,,
2021-03-07,NV,NVA,Nevada,3080156.0,1033680.0,829262,33559.0,26923.0,532659.0,17293.0,285336.0,9264.0,17.1,9.2,Report,820729.0,527092.0,282424.0,526923.0,282361.0,22.1,11.8,2387517.0,43295.0,829027.0,34723.0,,,
