Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-26,AK,AKA,Alaska,731545.0,162925.0,98149,22271.0,13417.0,81200.0,11100.0,16815.0,2299.0,,,
2021-01-26,AL,ALA,Alabama,4903185.0,569000.0,254959,11605.0,5200.0,223854.0,4565.0,30933.0,631.0,,,
2021-01-26,AR,ARA,Arkansas,3017804.0,394775.0,236290,13082.0,7830.0,196815.0,6522.0,37055.0,1228.0,,,
2021-01-26,AS,ASA,American Samoa,55689.0,18450.0,8315,33130.0,14931.0,7365.0,13225.0,948.0,1702.0,,,
2021-01-26,AZ,AZA,Arizona,7278717.0,837200.0,430892,11502.0,5920.0,366018.0,5029.0,64551.0,887.0,,,
2021-01-26,BP2,BP2,Bureau of Prisons,0.0,30050.0,25513,0.0,0.0,19471.0,0.0,5971.0,0.0,,,
2021-01-26,CA,CAA,California,39512223.0,5340275.0,2446577,13516.0,6192.0,2053652.0,5198.0,387563.0,981.0,,,
2021-01-26,CO,COA,Colorado,5758736.0,726450.0,457746,12615.0,7949.0,372266.0,6464.0,82946.0,1440.0,,,
2021-01-26,CT,CTA,Connecticut,3565287.0,515675.0,342643,14464.0,9611.0,291257.0,8169.0,45190.0,1267.0,,,
2021-01-26,DC,DCA,District of Columbia,705749.0,97600.0,64748,13829.0,9174.0,51399.0,7283.0,13293.0,1884.0,,,
2021-01-26,DD2,DD2,Dept of Defense,0.0,689425.0,346180,0.0,0.0,304294.0,0.0,35570.0,0.0,,,
2021-01-26,DE,DEA,Delaware,973764.0,129250.0,68507,13273.0,7035.0,56646.0,5817.0,11724.0,1204.0,,,
2021-01-26,FL,FLA,Florida,21477737.0,3095350.0,1575490,14412.0,7335.0,1412466.0,6576.0,158886.0,740.0,,,
2021-01-26,FM,FMA,Federated States of Micronesia,103643.0,19400.0,2977,18718.0,2872.0,2973.0,2869.0,4.0,4.0,,,
2021-01-26,GA,GAA,Georgia,10617423.0,1309850.0,668589,12337.0,6297.0,591385.0,5570.0,64989.0,612.0,,,
2021-01-26,GU,GUA,Guam,165768.0,34300.0,17306,20692.0,10440.0,13378.0,8070.0,3803.0,2294.0,,,
2021-01-26,HI,HIA,Hawaii,1415872.0,210425.0,93760,14862.0,6622.0,75820.0,5355.0,17939.0,1267.0,,,
2021-01-26,IA,IAA,Iowa,3155070.0,361575.0,197982,11460.0,6275.0,162795.0,5160.0,32547.0,1032.0,,,
2021-01-26,ID,IDA,Idaho,1787065.0,184025.0,93766,10298.0,5247.0,78484.0,4392.0,14627.0,818.0,,,
2021-01-26,IH2,IH2,Indian Health Svc,0.0,357950.0,158282,0.0,0.0,131481.0,0.0,25502.0,0.0,,,
2021-01-26,IL,ILA,Illinois,12671821.0,1548950.0,737989,12224.0,5824.0,590212.0,4658.0,140394.0,1108.0,,,
2021-01-26,IN,INA,Indiana,6732219.0,900175.0,498824,13371.0,7410.0,413982.0,6149.0,84719.0,1258.0,,,
2021-01-26,KS,KSA,Kansas,2913314.0,348175.0,158743,11951.0,5449.0,132153.0,4536.0,25349.0,870.0,,,
2021-01-26,KY,KYA,Kentucky,4467673.0,557975.0,312192,12489.0,6988.0,279715.0,6261.0,30633.0,686.0,,,
2021-01-26,LA,LAA,Louisiana,4648794.0,602025.0,345675,12950.0,7436.0,301874.0,6494.0,43189.0,929.0,,,
2021-01-26,MA,MAA,Massachusetts,6892503.0,875825.0,442703,12707.0,6423.0,376313.0,5460.0,65761.0,954.0,,,
2021-01-26,MD,MDA,Maryland,6045680.0,786300.0,365519,13006.0,6046.0,322860.0,5340.0,42228.0,698.0,,,
2021-01-26,ME,MEA,Maine,1344212.0,195925.0,104924,14575.0,7806.0,83464.0,6209.0,20096.0,1495.0,,,
2021-01-26,MH,MHA,Marshall Islands,58413.0,13600.0,3284,23282.0,5622.0,3250.0,5564.0,3.0,5.0,,,
2021-01-26,MI,MIA,Michigan,9986857.0,1289025.0,742270,12907.0,7432.0,611090.0,6119.0,119962.0,1201.0,,,
2021-01-26,MN,MNA,Minnesota,5639632.0,689450.0,360442,12225.0,6391.0,287195.0,5092.0,72622.0,1288.0,,,
2021-01-26,MO,MOA,Missouri,6137428.0,665300.0,340273,10840.0,5544.0,262230.0,4273.0,76467.0,1246.0,,,
2021-01-26,MP,MPA,Northern Mariana Islands,56882.0,18650.0,8738,32787.0,15362.0,5679.0,9984.0,3055.0,5371.0,,,
2021-01-26,MS,MSA,Mississippi,2976149.0,372050.0,182013,12501.0,6116.0,165668.0,5567.0,16134.0,542.0,,,
2021-01-26,MT,MTA,Montana,1068778.0,119500.0,77748,11181.0,7274.0,63481.0,5940.0,14245.0,1333.0,,,
2021-01-26,NC,NCA,North Carolina,10488084.0,1250900.0,699722,11927.0,6672.0,611853.0,5834.0,87292.0,832.0,,,
2021-01-26,ND,NDA,North Dakota,762062.0,86750.0,75457,11384.0,9902.0,58131.0,7628.0,15742.0,2066.0,,,
2021-01-26,NE,NEA,Nebraska,1934408.0,238100.0,135131,12309.0,6986.0,111248.0,5751.0,23065.0,1192.0,,,
2021-01-26,NH,NHA,New Hampshire,1359711.0,180525.0,97002,13277.0,7134.0,81417.0,5988.0,15542.0,1143.0,,,
2021-01-26,NJ,NJA,New Jersey,8882190.0,1091400.0,575733,12288.0,6482.0,501812.0,5650.0,72212.0,813.0,,,
2021-01-26,NM,NMA,New Mexico,2096829.0,270725.0,210136,12911.0,10022.0,171579.0,8183.0,35823.0,1708.0,,,
2021-01-26,NV,NVA,Nevada,3080156.0,338025.0,164362,10974.0,5336.0,140934.0,4576.0,22508.0,731.0,,,
2021-01-26,NY,NYA,New York State,19453561.0,2401900.0,1453972,12347.0,7474.0,1245215.0,6401.0,189791.0,976.0,,,
2021-01-26,OH,OHA,Ohio,11689100.0,1406950.0,708026,12036.0,6057.0,627390.0,5367.0,80329.0,687.0,,,
2021-01-26,OK,OKA,Oklahoma,3956971.0,530675.0,328874,13411.0,8311.0,284799.0,7197.0,41814.0,1057.0,,,
2021-01-26,OR,ORA,Oregon,4217737.0,589200.0,308066,13970.0,7304.0,263167.0,6240.0,43942.0,1042.0,,,
2021-01-26,PA,PAA,Pennsylvania,12801989.0,1636675.0,800354,12785.0,6252.0,657711.0,5138.0,141304.0,1104.0,,,
2021-01-26,PR,PRA,Puerto Rico,3193694.0,416900.0,188681,13054.0,5908.0,147910.0,4631.0,39522.0,1238.0,,,
2021-01-26,RI,RIA,Rhode Island,1059361.0,151675.0,72264,14318.0,6821.0,58097.0,5484.0,14148.0,1336.0,,,
2021-01-26,RP,RPA,Republic of Palau,17907.0,6000.0,3046,33506.0,17010.0,3044.0,16999.0,2.0,11.0,,,
2021-01-26,SC,SCA,South Carolina,5148714.0,519600.0,317211,10092.0,6161.0,267262.0,5191.0,48157.0,935.0,,,
2021-01-26,SD,SDA,South Dakota,884659.0,117725.0,82823,13307.0,9362.0,64012.0,7236.0,18753.0,2120.0,,,
2021-01-26,TN,TNA,Tennessee,6829174.0,838925.0,467933,12284.0,6852.0,365235.0,5348.0,101657.0,1489.0,,,
2021-01-26,TX,TXA,Texas,28995881.0,3342350.0,1917896,11527.0,6614.0,1614648.0,5569.0,301684.0,1040.0,,,
2021-01-26,UT,UTA,Utah,3205958.0,374850.0,230418,11692.0,7187.0,196507.0,6129.0,25817.0,805.0,,,
2021-01-26,VA,VAA,Virginia,8535519.0,1172375.0,594828,13735.0,6969.0,497055.0,5823.0,72628.0,851.0,,,
2021-01-26,VA2,VA2,Veterans Health,0.0,1260325.0,703351,0.0,0.0,600904.0,0.0,101749.0,0.0,,,
