Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Per_100k_18Plus,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-08,AK,AKA,Alaska,731545.0,Report,426715.0,298144,58331.0,40755.0,135872.0,162216.0,0.0,56.0,182230.0,24.9,15.8,181229.0,32.9,296547.0,53765.0,65217.0,71.2,114773.0,125314.0,115633.0,115040.0,20.9,77365.0,210300.0,213915.0,2500.0,0.0,51458.0,64169.0,2.0,6.0,51452.0,63582.0,2.0,6.0,29288.0,21232.0,2.0,2.0,115635,15.8,115042.0,20.9,50524.0,55.2,,,,
2021-03-08,AL,ALA,Alabama,4903185.0,Report,1628350.0,1116676,33210.0,22775.0,578887.0,536261.0,1528.0,0.0,732967.0,14.9,8.3,732683.0,19.2,1116361.0,29263.0,413197.0,48.6,637025.0,74958.0,408318.0,408281.0,10.7,42684.0,859600.0,754650.0,14100.0,0.0,199638.0,208670.0,1619.0,10.0,199633.0,208638.0,1619.0,10.0,123712.0,113238.0,777.0,5.0,409937,8.4,409900.0,10.7,237732.0,28.0,,,,
2021-03-08,AR,ARA,Arkansas,3017804.0,Report,1088150.0,773357,36058.0,25626.0,389550.0,383615.0,94.0,98.0,494761.0,16.4,9.2,494542.0,21.3,773112.0,33358.0,272219.0,52.0,404252.0,77165.0,277102.0,277059.0,12.0,46951.0,559600.0,497250.0,31300.0,0.0,131161.0,145921.0,115.0,20.0,131159.0,145880.0,115.0,20.0,75162.0,58452.0,78.0,15.0,277217,9.2,277174.0,12.0,133707.0,25.5,,,,
2021-03-08,AS,ASA,American Samoa,55689.0,Report,43210.0,21625,77592.0,38832.0,5043.0,16582.0,0.0,0.0,13469.0,24.2,14.8,13259.0,30.5,21328.0,49101.0,2053.0,0.0,3481.0,0.0,8253.0,8166.0,18.8,99477.0,12400.0,30810.0,0.0,0.0,2088.0,6165.0,1.0,0.0,2088.0,6078.0,1.0,0.0,598.0,883.0,0.0,0.0,8254,14.8,8167.0,18.8,1481.0,0.0,,,,
2021-03-08,AZ,AZA,Arizona,7278717.0,Report,2623735.0,2215219,36047.0,30434.0,1006119.0,1207707.0,884.0,509.0,1416598.0,19.5,10.1,1414235.0,25.1,2211746.0,39226.0,760130.0,58.1,1163722.0,88927.0,737536.0,736939.0,13.1,46533.0,1279200.0,1266135.0,78400.0,0.0,295394.0,441963.0,874.0,179.0,295389.0,441371.0,873.0,179.0,150163.0,214148.0,205.0,124.0,738410,10.1,737812.0,13.1,364640.0,27.9,,,,
2021-03-08,BP2,BP2,Bureau of Prisons,0.0,Report,65335.0,72174,0.0,0.0,28405.0,43769.0,0.0,0.0,44090.0,0.0,0.0,44088.0,0.0,72171.0,0.0,2255.0,0.0,3601.0,0.0,27841.0,27840.0,0.0,0.0,27700.0,37635.0,0.0,0.0,9863.0,17978.0,0.0,0.0,9863.0,17977.0,0.0,0.0,499.0,827.0,0.0,0.0,27841,0.0,27840.0,0.0,1326.0,0.0,,,,
2021-03-08,CA,CAA,California,39512223.0,Report,13885120.0,10805474,35141.0,27347.0,5260760.0,5543234.0,1452.0,28.0,7318100.0,18.5,8.6,7312812.0,23.9,10798914.0,35270.0,3844566.0,65.9,5629495.0,96427.0,3405751.0,3404553.0,11.1,45350.0,6979200.0,6730620.0,175300.0,0.0,1611685.0,1794056.0,1220.0,10.0,1611442.0,1793101.0,1220.0,10.0,835073.0,905461.0,573.0,7.0,3406971,8.6,3405773.0,11.1,1741114.0,29.8,,,,
2021-03-08,CO,COA,Colorado,5758736.0,Report,2019460.0,1627458,35068.0,28261.0,801970.0,821204.0,3888.0,396.0,1047703.0,18.2,9.9,1047223.0,23.3,1626836.0,36158.0,580052.0,68.9,901839.0,107054.0,568231.0,568084.0,12.6,44885.0,1022400.0,941460.0,55600.0,0.0,277353.0,290790.0,3744.0,88.0,277345.0,290651.0,3742.0,88.0,158123.0,156778.0,1025.0,48.0,571975,9.9,571826.0,12.7,315974.0,37.5,,,,
2021-03-08,CT,CTA,Connecticut,3565287.0,Report,1434565.0,1228865,40237.0,34467.0,552887.0,666571.0,9391.0,16.0,883688.0,24.8,9.3,882784.0,31.1,1227609.0,43258.0,514940.0,81.7,684863.0,108666.0,331587.0,331318.0,11.7,50551.0,660600.0,734565.0,39400.0,0.0,129133.0,202449.0,9325.0,5.0,129040.0,202273.0,9314.0,5.0,33945.0,125381.0,982.0,3.0,340912,9.6,340632.0,12.0,160311.0,25.4,,,,
2021-03-08,DC,DCA,District of Columbia,705749.0,Report,337095.0,230110,47764.0,32605.0,92495.0,137615.0,0.0,0.0,100571.0,14.3,7.3,100549.0,17.4,230080.0,39835.0,48854.0,55.9,93801.0,107394.0,51566.0,51564.0,8.9,58363.0,153100.0,179595.0,4400.0,0.0,23742.0,27816.0,157.0,8.0,23741.0,27815.0,157.0,8.0,13264.0,10711.0,7.0,3.0,51723,7.3,51721.0,9.0,23985.0,27.5,,,,
