Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-19,AK,AKA,Alaska,731545.0,150450.0,66331,20566.0,9067.0,55434.0,7578.0,10802.0,1477.0,,,
2021-01-19,AL,ALA,Alabama,4903185.0,444650.0,130795,9069.0,2668.0,114319.0,2332.0,16346.0,333.0,,,
2021-01-19,AR,ARA,Arkansas,3017804.0,297800.0,142337,9868.0,4717.0,118763.0,3935.0,21734.0,720.0,,,
2021-01-19,AS,ASA,American Samoa,55689.0,18450.0,4756,33130.0,8540.0,3985.0,7156.0,770.0,1383.0,,,
2021-01-19,AZ,AZA,Arizona,7278717.0,571725.0,266276,7855.0,3658.0,235331.0,3233.0,30892.0,424.0,,,
2021-01-19,BP2,BP2,Bureau of Prisons,0.0,16750.0,17628,0.0,0.0,15500.0,0.0,2091.0,0.0,,,
2021-01-19,CA,CAA,California,39512223.0,3548575.0,1460430,8981.0,3696.0,1195969.0,3027.0,260838.0,660.0,,,
2021-01-19,CO,COA,Colorado,5758736.0,531775.0,330292,9234.0,5735.0,278639.0,4839.0,49897.0,866.0,,,
2021-01-19,CT,CTA,Connecticut,3565287.0,328775.0,229524,9222.0,6438.0,201664.0,5656.0,23150.0,649.0,,,
2021-01-19,DC,DCA,District of Columbia,705749.0,68325.0,49988,9681.0,7083.0,39747.0,5632.0,10196.0,1445.0,,,
2021-01-19,DD2,DD2,Dept of Defense,0.0,507975.0,254778,0.0,0.0,227934.0,0.0,21753.0,0.0,,,
2021-01-19,DE,DEA,Delaware,973764.0,91250.0,42557,9371.0,4370.0,35679.0,3664.0,6768.0,695.0,,,
2021-01-19,FL,FLA,Florida,21477737.0,2069175.0,1174685,9634.0,5469.0,1068787.0,4976.0,103173.0,480.0,,,
2021-01-19,FM,FMA,Federated States of Micronesia,103643.0,9800.0,1436,9456.0,1386.0,1434.0,1384.0,2.0,2.0,,,
