Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-15,AK,AKA,Alaska,731545.0,150450.0,49039,20566.0,6703.0,39546.0,5406.0,9406.0,1286.0,,,
2021-01-15,AL,ALA,Alabama,4903185.0,444650.0,100567,9069.0,2051.0,86956.0,1773.0,13488.0,275.0,,,
2021-01-15,AR,ARA,Arkansas,3017804.0,297800.0,118338,9868.0,3921.0,97829.0,3242.0,18781.0,622.0,,,
2021-01-15,AS,ASA,American Samoa,55689.0,18450.0,3883,33130.0,6973.0,3144.0,5646.0,738.0,1325.0,,,
2021-01-15,AZ,AZA,Arizona,7278717.0,571725.0,197086,7855.0,2708.0,176213.0,2421.0,20837.0,286.0,,,
2021-01-15,BP2,BP2,Bureau of Prisons,0.0,16750.0,16685,0.0,0.0,14565.0,0.0,2086.0,0.0,,,
2021-01-15,CA,CAA,California,39512223.0,3548575.0,1072959,8981.0,2716.0,865387.0,2190.0,204374.0,517.0,,,
2021-01-15,CO,COA,Colorado,5758736.0,531775.0,272233,9234.0,4727.0,223761.0,3886.0,47021.0,817.0,,,
2021-01-15,CT,CTA,Connecticut,3565287.0,328775.0,185866,9222.0,5213.0,166722.0,4676.0,17162.0,481.0,,,
2021-01-15,DC,DCA,District of Columbia,705749.0,68325.0,39934,9681.0,5658.0,31667.0,4487.0,8250.0,1169.0,,,
2021-01-15,DD2,DD2,Dept of Defense,0.0,507975.0,201485,0.0,0.0,179004.0,0.0,17946.0,0.0,,,
2021-01-15,DE,DEA,Delaware,973764.0,91250.0,31090,9371.0,3193.0,25649.0,2634.0,5354.0,550.0,,,
2021-01-15,FL,FLA,Florida,21477737.0,2069175.0,853081,9634.0,3972.0,776430.0,3615.0,74776.0,348.0,,,
2021-01-15,FM,FMA,Federated States of Micronesia,103643.0,9800.0,694,9456.0,670.0,692.0,668.0,2.0,2.0,,,
2021-01-15,GA,GAA,Georgia,10617423.0,1011200.0,231305,9524.0,2179.0,204301.0,1924.0,22324.0,210.0,,,
2021-01-15,GU,GUA,Guam,165768.0,34300.0,3791,20692.0,2287.0,3785.0,2283.0,0.0,0.0,,,
2021-01-15,HI,HIA,Hawaii,1415872.0,154150.0,46958,10887.0,3317.0,39690.0,2803.0,7268.0,513.0,,,
2021-01-15,IA,IAA,Iowa,3155070.0,269000.0,120983,8526.0,3835.0,108056.0,3425.0,10742.0,340.0,,,
2021-01-15,ID,IDA,Idaho,1787065.0,160075.0,46636,8957.0,2610.0,37646.0,2107.0,8843.0,495.0,,,
2021-01-15,IH2,IH2,Indian Health Svc,0.0,292700.0,90245,0.0,0.0,77309.0,0.0,12730.0,0.0,,,
2021-01-15,IL,ILA,Illinois,12671821.0,1011225.0,437765,7980.0,3455.0,341518.0,2695.0,91248.0,720.0,,,
