Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-03,AK,AKA,Alaska,731545.0,229975.0,125765,31437.0,17192.0,98076.0,13407.0,27528.0,3763.0,13.4,3.8,,,
2021-02-03,AL,ALA,Alabama,4903185.0,765150.0,388339,15605.0,7920.0,324998.0,6628.0,62990.0,1285.0,6.6,1.3,,,
2021-02-03,AR,ARA,Arkansas,3017804.0,499325.0,322447,16546.0,10685.0,256307.0,8493.0,63356.0,2099.0,8.5,2.1,,,
2021-02-03,AS,ASA,American Samoa,55689.0,18450.0,11066,33130.0,19871.0,9759.0,17524.0,1305.0,2343.0,17.5,2.3,,,
2021-02-03,AZ,AZA,Arizona,7278717.0,1181000.0,656040,16225.0,9013.0,553373.0,7603.0,102107.0,1403.0,7.6,1.4,,,
2021-02-03,BP2,BP2,Bureau of Prisons,0.0,36450.0,34255,0.0,0.0,24049.0,0.0,10130.0,0.0,0.0,0.0,,,
2021-02-03,CA,CAA,California,39512223.0,6343925.0,3671316,16056.0,9292.0,3044980.0,7706.0,613845.0,1554.0,7.7,1.6,,,
2021-02-03,CO,COA,Colorado,5758736.0,940800.0,617125,16337.0,10716.0,472820.0,8210.0,140610.0,2442.0,8.2,2.4,,,
2021-02-03,CT,CTA,Connecticut,3565287.0,608600.0,465008,17070.0,13043.0,365975.0,10265.0,90574.0,2540.0,10.3,2.5,,,
2021-02-03,DC,DCA,District of Columbia,705749.0,159925.0,85065,22660.0,12053.0,65207.0,9239.0,19753.0,2799.0,9.2,2.8,,,
2021-02-03,DD2,DD2,Dept of Defense,0.0,872325.0,508965,0.0,0.0,424284.0,0.0,75347.0,0.0,0.0,0.0,,,
2021-02-03,DE,DEA,Delaware,973764.0,154700.0,107544,15887.0,11044.0,88325.0,9070.0,18568.0,1907.0,9.1,1.9,,,
2021-02-03,FL,FLA,Florida,21477737.0,3658975.0,2133168,17036.0,9932.0,1752699.0,8161.0,373238.0,1738.0,8.2,1.7,,,
2021-02-03,FM,FMA,Federated States of Micronesia,103643.0,19400.0,6254,18718.0,6034.0,6210.0,5992.0,17.0,16.0,6.0,0.0,,,
2021-02-03,GA,GAA,Georgia,10617423.0,1638700.0,975038,15434.0,9183.0,813214.0,7659.0,140900.0,1327.0,7.7,1.3,,,
2021-02-03,GU,GUA,Guam,165768.0,43500.0,26068,26241.0,15726.0,20785.0,12539.0,5108.0,3081.0,12.5,3.1,,,
2021-02-03,HI,HIA,Hawaii,1415872.0,253150.0,143686,17879.0,10148.0,115440.0,8153.0,28245.0,1995.0,8.2,2.0,,,
2021-02-03,IA,IAA,Iowa,3155070.0,446825.0,266777,14162.0,8456.0,199242.0,6315.0,64234.0,2036.0,6.3,2.0,,,
2021-02-03,ID,IDA,Idaho,1787065.0,245925.0,132384,13761.0,7408.0,107234.0,6001.0,24171.0,1353.0,6.0,1.4,,,
2021-02-03,IH2,IH2,Indian Health Svc,0.0,461000.0,224095,0.0,0.0,174664.0,0.0,45751.0,0.0,0.0,0.0,,,
2021-02-03,IL,ILA,Illinois,12671821.0,1986725.0,1108571,15678.0,8748.0,859076.0,6779.0,230850.0,1822.0,6.8,1.8,,,
2021-02-03,IN,INA,Indiana,6732219.0,1106550.0,637745,16437.0,9473.0,517147.0,7682.0,120352.0,1788.0,7.7,1.8,,,
2021-02-03,KS,KSA,Kansas,2913314.0,470800.0,241156,16160.0,8278.0,192026.0,6591.0,47394.0,1627.0,6.6,1.6,,,
2021-02-03,KY,KYA,Kentucky,4467673.0,719200.0,435400,16098.0,9746.0,360015.0,8058.0,73264.0,1640.0,8.1,1.6,,,
2021-02-03,LA,LAA,Louisiana,4648794.0,746550.0,488960,16059.0,10518.0,384041.0,8261.0,104070.0,2239.0,8.3,2.2,,,
2021-02-03,MA,MAA,Massachusetts,6892503.0,1156375.0,625477,16777.0,9075.0,497445.0,7217.0,126560.0,1836.0,7.2,1.8,,,
2021-02-03,MD,MDA,Maryland,6045680.0,958575.0,546409,15856.0,9038.0,454437.0,7517.0,91468.0,1513.0,7.5,1.5,,,
2021-02-03,ME,MEA,Maine,1344212.0,226275.0,145786,16833.0,10845.0,109917.0,8177.0,34299.0,2552.0,8.2,2.6,,,
2021-02-03,MH,MHA,Marshall Islands,58413.0,21000.0,4258,35951.0,7289.0,3844.0,6581.0,376.0,644.0,6.6,0.6,,,
2021-02-03,MI,MIA,Michigan,9986857.0,1629000.0,1042268,16311.0,10436.0,814362.0,8154.0,214234.0,2145.0,8.2,2.1,,,
2021-02-03,MN,MNA,Minnesota,5639632.0,919975.0,552701,16313.0,9800.0,431172.0,7645.0,119631.0,2121.0,7.6,2.1,,,
2021-02-03,MO,MOA,Missouri,6137428.0,904250.0,482112,14733.0,7855.0,371382.0,6051.0,106842.0,1741.0,6.1,1.7,,,
2021-02-03,MP,MPA,Northern Mariana Islands,56882.0,29650.0,10655,52125.0,18732.0,7271.0,12783.0,3378.0,5939.0,12.8,5.9,,,
2021-02-03,MS,MSA,Mississippi,2976149.0,484850.0,250905,16291.0,8431.0,222860.0,7488.0,27786.0,934.0,7.5,0.9,,,
2021-02-03,MT,MTA,Montana,1068778.0,157275.0,110374,14715.0,10327.0,83875.0,7848.0,26345.0,2465.0,7.8,2.5,,,
2021-02-03,NC,NCA,North Carolina,10488084.0,1643800.0,1026683,15673.0,9789.0,855450.0,8156.0,170087.0,1622.0,8.2,1.6,,,
2021-02-03,ND,NDA,North Dakota,762062.0,122150.0,103572,16029.0,13591.0,72589.0,9525.0,27418.0,3598.0,9.5,3.6,,,
2021-02-03,NE,NEA,Nebraska,1934408.0,332525.0,188285,17190.0,9733.0,138354.0,7152.0,48889.0,2527.0,7.2,2.5,,,
2021-02-03,NH,NHA,New Hampshire,1359711.0,235250.0,138271,17301.0,10169.0,104042.0,7652.0,34130.0,2510.0,7.7,2.5,,,
2021-02-03,NJ,NJA,New Jersey,8882190.0,1252250.0,851721,14098.0,9589.0,703957.0,7925.0,145570.0,1639.0,7.9,1.6,,,
2021-02-03,NM,NMA,New Mexico,2096829.0,356150.0,284830,16985.0,13584.0,219033.0,10446.0,62821.0,2996.0,10.4,3.0,,,
2021-02-03,NV,NVA,Nevada,3080156.0,417875.0,279471,13567.0,9073.0,236799.0,7688.0,41227.0,1338.0,7.7,1.3,,,
2021-02-03,NY,NYA,New York State,19453561.0,3241250.0,2003170,16661.0,10297.0,1562945.0,8034.0,368054.0,1892.0,8.0,1.9,,,
2021-02-03,OH,OHA,Ohio,11689100.0,1812025.0,1085391,15502.0,9285.0,883630.0,7559.0,200784.0,1718.0,7.6,1.7,,,
2021-02-03,OK,OKA,Oklahoma,3956971.0,675850.0,462440,17080.0,11687.0,372020.0,9402.0,87596.0,2214.0,9.4,2.2,,,
2021-02-03,OR,ORA,Oregon,4217737.0,706575.0,454269,16752.0,10770.0,361249.0,8565.0,91240.0,2163.0,8.6,2.2,,,
2021-02-03,PA,PAA,Pennsylvania,12801989.0,2143150.0,1158091,16741.0,9046.0,917497.0,7167.0,237876.0,1858.0,7.2,1.9,,,
2021-02-03,PR,PRA,Puerto Rico,3193694.0,605425.0,266671,18957.0,8350.0,206430.0,6464.0,58951.0,1846.0,6.5,1.8,,,
2021-02-03,RI,RIA,Rhode Island,1059361.0,176650.0,101474,16675.0,9579.0,74473.0,7030.0,26973.0,2546.0,7.0,2.5,,,
2021-02-03,RP,RPA,Republic of Palau,17907.0,6000.0,3228,33506.0,18026.0,3109.0,17362.0,119.0,665.0,17.4,0.7,,,
2021-02-03,SC,SCA,South Carolina,5148714.0,682700.0,479202,13260.0,9307.0,391585.0,7605.0,84010.0,1632.0,7.6,1.6,,,
2021-02-03,SD,SDA,South Dakota,884659.0,147600.0,110967,16684.0,12543.0,79025.0,8933.0,31863.0,3602.0,8.9,3.6,,,
2021-02-03,TN,TNA,Tennessee,6829174.0,1043575.0,657819,15281.0,9632.0,463300.0,6784.0,192674.0,2821.0,6.8,2.8,,,
2021-02-03,TX,TXA,Texas,28995881.0,4214900.0,2652896,14536.0,9149.0,2086493.0,7196.0,564433.0,1947.0,7.2,1.9,,,
2021-02-03,UT,UTA,Utah,3205958.0,471575.0,324636,14709.0,10126.0,245534.0,7659.0,63286.0,1974.0,7.7,2.0,,,
2021-02-03,VA,VAA,Virginia,8535519.0,1370975.0,922940,16062.0,10813.0,757544.0,8875.0,138321.0,1621.0,8.9,1.6,,,
2021-02-03,VA2,VA2,Veterans Health,0.0,1543525.0,1013974,0.0,0.0,813455.0,0.0,199554.0,0.0,0.0,0.0,,,
2021-02-03,VI,VIA,Virgin Islands,104680.0,20325.0,7387,19416.0,7057.0,5906.0,5642.0,1481.0,1415.0,5.6,1.4,,,
2021-02-03,VT,VTA,Vermont,623989.0,113625.0,74718,18209.0,11974.0,55357.0,8871.0,19237.0,3083.0,8.9,3.1,,,
