Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-19,AK,AKA,Alaska,731545.0,299935.0,216223,41000.0,29557.0,143887.0,19669.0,71892.0,9827.0,19.7,9.8,,,
2021-02-19,AL,ALA,Alabama,4903185.0,1077600.0,739132,21978.0,15075.0,545431.0,11124.0,192304.0,3922.0,11.4,4.0,,,
2021-02-19,AR,ARA,Arkansas,3017804.0,691525.0,517271,22915.0,17141.0,362972.0,12028.0,150812.0,4997.0,12.0,5.0,,,
2021-02-19,AS,ASA,American Samoa,55689.0,29450.0,16269,52883.0,29214.0,10267.0,18436.0,5989.0,10754.0,18.6,10.8,,,
2021-02-19,AZ,AZA,Arizona,7278717.0,1679175.0,1376405,23070.0,18910.0,1036237.0,14237.0,335248.0,4606.0,13.9,4.5,,,
2021-02-19,BP2,BP2,Bureau of Prisons,0.0,47675.0,49913,0.0,0.0,31519.0,0.0,18276.0,0.0,0.0,0.0,,,
2021-02-19,CA,CAA,California,39512223.0,9164130.0,6964603,23193.0,17626.0,5159868.0,13059.0,1753917.0,4439.0,13.0,4.4,,,
2021-02-19,CO,COA,Colorado,5758736.0,1332775.0,1132448,23144.0,19665.0,780757.0,13558.0,345623.0,6002.0,13.6,6.0,,,
2021-02-19,CT,CTA,Connecticut,3565287.0,958925.0,822615,26896.0,23073.0,558539.0,15666.0,253770.0,7118.0,15.6,7.1,,,
2021-02-19,DC,DCA,District of Columbia,705749.0,225125.0,157111,31899.0,22262.0,106692.0,15118.0,50145.0,7105.0,9.8,4.0,,,
2021-02-19,DD2,DD2,Dept of Defense,0.0,1165700.0,810065,0.0,0.0,590070.0,0.0,209531.0,0.0,0.0,0.0,,,
2021-02-19,DE,DEA,Delaware,973764.0,204200.0,175305,20970.0,18003.0,130818.0,13434.0,43614.0,4479.0,13.1,4.3,,,
2021-02-19,FL,FLA,Florida,21477737.0,4971575.0,4198451,23148.0,19548.0,2793123.0,13005.0,1378573.0,6419.0,12.8,6.3,,,
