Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-03-01,AK,AKA,Alaska,731545.0,342535.0,268406,46824.0,36690.0,167759.0,22932.0,100024.0,13673.0,23.0,13.7,Report,268637.0,168069.0,99916.0,167175.0,99473.0,30.3,18.0,551562.0,62103.0,267067.0,48420.0,,,
2021-03-01,AL,ALA,Alabama,4903185.0,1402280.0,948393,28599.0,19342.0,637989.0,13012.0,308416.0,6290.0,13.3,6.4,Report,971485.0,653309.0,316073.0,653079.0,316051.0,17.1,8.3,3814879.0,36758.0,948146.0,24854.0,,,
2021-03-01,AR,ARA,Arkansas,3017804.0,892660.0,661572,29580.0,21922.0,424534.0,14068.0,233135.0,7725.0,14.1,7.7,Report,663178.0,425567.0,233685.0,425391.0,233648.0,18.4,10.1,2317649.0,38516.0,661364.0,28536.0,,,
2021-03-01,AS,ASA,American Samoa,55689.0,29450.0,20338,52883.0,36521.0,12276.0,22044.0,8037.0,14432.0,22.2,14.5,Report,20460.0,12355.0,8080.0,12173.0,7995.0,28.0,18.4,43437.0,67799.0,20071.0,46207.0,,,
2021-03-01,AZ,AZA,Arizona,7278717.0,2148015.0,1849259,29511.0,25406.0,1275068.0,17518.0,566500.0,7783.0,17.1,7.6,Report,1808630.0,1244879.0,555881.0,1243096.0,555467.0,22.0,9.9,5638481.0,38096.0,1846750.0,32753.0,,,
2021-03-01,BP2,BP2,Bureau of Prisons,0.0,57155.0,60283,0.0,0.0,36995.0,0.0,23057.0,0.0,0.0,0.0,Report,60283.0,36995.0,23057.0,36993.0,23056.0,0.0,0.0,0.0,0.0,60280.0,0.0,,,
2021-03-01,CA,CAA,California,39512223.0,11587650.0,9106077,29327.0,23046.0,6304718.0,15956.0,2744770.0,6947.0,15.9,6.9,Report,9091366.0,6294258.0,2740495.0,6290539.0,2739585.0,20.5,8.9,30617582.0,37846.0,9101381.0,29726.0,,,
2021-03-01,CO,COA,Colorado,5758736.0,1700660.0,1412910,29532.0,24535.0,925066.0,16064.0,479662.0,8329.0,16.1,8.3,Report,1412808.0,924947.0,479652.0,924546.0,479531.0,20.5,10.7,4499217.0,37799.0,1412387.0,31392.0,,,
2021-03-01,CT,CTA,Connecticut,3565287.0,1198495.0,1031305,33616.0,28926.0,715456.0,20067.0,305226.0,8561.0,20.0,8.6,Report,1029406.0,712375.0,306075.0,711598.0,305818.0,25.1,10.8,2837847.0,42233.0,1030188.0,36302.0,,,
2021-03-01,DC,DCA,District of Columbia,705749.0,284655.0,198047,40334.0,28062.0,129157.0,18301.0,68370.0,9688.0,12.0,5.8,Report,126332.0,84724.0,41210.0,84717.0,41209.0,14.7,7.1,577581.0,49284.0,198034.0,34287.0,,,
2021-03-01,DD2,DD2,Dept of Defense,0.0,1434935.0,995054,0.0,0.0,680202.0,0.0,304072.0,0.0,0.0,0.0,Report,995054.0,680202.0,304072.0,679962.0,304041.0,0.0,0.0,0.0,0.0,994783.0,0.0,,,
2021-03-01,DE,DEA,Delaware,973764.0,291815.0,225374,29968.0,23145.0,148491.0,15249.0,75909.0,7795.0,15.0,7.6,Report,220293.0,145722.0,73675.0,145669.0,73660.0,18.9,9.6,770192.0,37889.0,225304.0,29253.0,,,
2021-03-01,FL,FLA,Florida,21477737.0,6313355.0,5047960,29395.0,23503.0,3225973.0,15020.0,1787511.0,8323.0,14.7,8.2,Report,4962701.0,3166839.0,1761444.0,3163741.0,1761107.0,18.3,10.2,17247808.0,36604.0,5044463.0,29247.0,,,
2021-03-01,FM,FMA,Federated States of Micronesia,103643.0,30000.0,15022,28946.0,14494.0,10516.0,10146.0,4403.0,4248.0,10.3,4.3,Report,15167.0,10628.0,4434.0,10624.0,4434.0,13.1,5.5,80842.0,37109.0,15018.0,18577.0,,,
2021-03-01,GA,GAA,Georgia,10617423.0,2881145.0,2072628,27136.0,19521.0,1282199.0,12076.0,747398.0,7039.0,11.9,7.0,Report,2045972.0,1260430.0,743037.0,1260016.0,742900.0,15.5,9.2,8113542.0,35510.0,2072084.0,25539.0,,,
2021-03-01,GU,GUA,Guam,165768.0,51300.0,55255,30947.0,33333.0,34497.0,20810.0,20267.0,12226.0,20.8,12.2,Report,55244.0,34489.0,20263.0,34479.0,20257.0,26.7,15.7,129299.0,39675.0,55238.0,42721.0,,,
2021-03-01,HI,HIA,Hawaii,1415872.0,497760.0,389644,35156.0,27520.0,248885.0,17578.0,140469.0,9921.0,17.7,10.0,Report,392208.0,250646.0,141240.0,250495.0,141178.0,22.4,12.7,1116004.0,44602.0,389432.0,34895.0,,,
2021-03-01,IA,IAA,Iowa,3155070.0,901745.0,734845,28581.0,23291.0,543027.0,17211.0,185255.0,5872.0,17.3,6.0,Report,741520.0,546840.0,188168.0,546434.0,188013.0,22.5,7.7,2428229.0,37136.0,734291.0,30240.0,,,
2021-03-01,ID,IDA,Idaho,1787065.0,485195.0,404250,27150.0,22621.0,260280.0,14565.0,131312.0,7348.0,14.7,7.5,Report,408870.0,263438.0,133284.0,263429.0,133281.0,19.7,10.0,1338864.0,36239.0,404244.0,30193.0,,,
2021-03-01,IH2,IH2,Indian Health Svc,2082813.0,868080.0,569259,41678.0,27331.0,388629.0,18659.0,174607.0,8383.0,18.7,8.4,Report,569259.0,388629.0,174607.0,386564.0,174180.0,0.0,0.0,0.0,0.0,566734.0,0.0,,,
2021-03-01,IL,ILA,Illinois,12671821.0,3575135.0,2906555,28213.0,22937.0,2028167.0,16005.0,834142.0,6583.0,16.1,6.7,Report,2936886.0,2045444.0,847352.0,2043918.0,846973.0,20.7,8.6,9853946.0,36281.0,2904619.0,29477.0,,,
2021-03-01,IN,INA,Indiana,6732219.0,1848620.0,1615149,27459.0,23991.0,1016163.0,15094.0,582101.0,8646.0,15.1,8.6,Report,1615237.0,1016048.0,582218.0,1015823.0,582132.0,19.7,11.3,5164245.0,35797.0,1614837.0,31270.0,,,
2021-03-01,KS,KSA,Kansas,2913314.0,867585.0,620939,29780.0,21314.0,417111.0,14317.0,199266.0,6840.0,15.1,7.3,Report,656971.0,439896.0,212327.0,439555.0,212158.0,19.9,9.6,2213064.0,39203.0,620442.0,28035.0,,,
2021-03-01,KY,KYA,Kentucky,4467673.0,1317325.0,1046835,29486.0,23431.0,691600.0,15480.0,351189.0,7861.0,16.0,8.0,Report,1075995.0,713307.0,358604.0,713031.0,358519.0,20.6,10.3,3464802.0,38020.0,1046496.0,30204.0,,,
2021-03-01,LA,LAA,Louisiana,4648794.0,1331680.0,1076576,28646.0,23158.0,688286.0,14806.0,385486.0,8292.0,14.6,8.2,Report,1060951.0,678364.0,379791.0,678192.0,379758.0,19.0,10.7,3561164.0,37395.0,1076366.0,30225.0,,,
