Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-18,US,USA,United States,331996199.0,Report,151108445.0,115730008,45515.0,34859.0,55811286.0,57876875.0,1911052.0,130795.0,75495716.0,22.7,11.8,75325687.0,29.2,115506967.0,44747.0,58540.0,36258687.0,66.3,57236460.0,104643.0,276265.0,39081330.0,39029697.0,15.1,74077400.0,72885345.0,4145700.0,0.0,18951890.0,20100858.0,1900419.0,28297.0,18942175.0,20058964.0,1898397.0,28274.0,10123411.0,10408554.0,579010.0,8643.0,40981464,12.3,40927810.0,15.9,21119619.0,38.6,,,,
2021-03-18,AK,AKA,Alaska,731545.0,Report,509025.0,351093,69582.0,47993.0,161137.0,188347.0,1553.0,56.0,213432.0,29.2,18.7,210933.0,38.2,347277.0,62962.0,92288.0,63924.0,69.8,115026.0,125591.0,555777.0,136926.0,135612.0,24.6,245300.0,252525.0,11200.0,0.0,60821.0,76098.0,1538.0,7.0,60767.0,74838.0,1534.0,7.0,30935.0,21439.0,185.0,3.0,138464,18.9,137146.0,24.9,52562.0,57.4,,,,
2021-03-18,AL,ALA,Alabama,4903185.0,Report,2118650.0,1390066,43210.0,28350.0,714600.0,651797.0,23669.0,0.0,912663.0,18.6,10.4,911960.0,23.9,1389216.0,36416.0,55536.0,475774.0,56.0,748168.0,88037.0,249301.0,509056.0,508895.0,13.3,1092900.0,965250.0,60500.0,0.0,259169.0,249866.0,24319.0,21.0,259151.0,249723.0,24317.0,21.0,157866.0,129420.0,10002.0,11.0,533375,10.9,533212.0,14.0,297299.0,35.0,,,,
2021-03-18,AR,ARA,Arkansas,3017804.0,Report,1359410.0,929862,45046.0,30813.0,469452.0,449306.0,10916.0,188.0,615670.0,20.4,10.4,614775.0,26.5,928862.0,40078.0,58655.0,308488.0,58.9,461511.0,88094.0,259488.0,313569.0,313434.0,13.5,690000.0,635310.0,34100.0,0.0,158622.0,154908.0,10985.0,39.0,158603.0,154792.0,10976.0,39.0,92455.0,62080.0,2987.0,31.0,324554,10.8,324410.0,14.0,157553.0,30.1,,,,
2021-03-18,AS,ASA,American Samoa,55689.0,Report,43210.0,24300,77592.0,43635.0,5332.0,18968.0,0.0,0.0,15381.0,27.6,16.2,14923.0,34.4,23637.0,54417.0,99477.0,2023.0,21.4,3383.0,35735.0,456428.0,9022.0,8818.0,20.3,12400.0,30810.0,0.0,0.0,2127.0,6895.0,3.0,0.0,2126.0,6692.0,3.0,0.0,569.0,845.0,1.0,0.0,9025,16.2,8821.0,20.3,1415.0,14.9,,,,
2021-03-18,AZ,AZA,Arizona,7278717.0,Report,3325025.0,2755436,45681.0,37856.0,1270316.0,1461415.0,22805.0,900.0,1716937.0,23.6,13.2,1711550.0,30.4,2746409.0,48708.0,58970.0,848979.0,64.9,1399182.0,106919.0,254084.0,957494.0,955200.0,16.9,1651800.0,1590225.0,83000.0,0.0,427729.0,529440.0,21497.0,325.0,427672.0,527203.0,21470.0,325.0,231186.0,268793.0,6449.0,222.0,978991,13.5,976670.0,17.3,506650.0,38.7,,,,
2021-03-18,BP2,BP2,Bureau of Prisons,0.0,Report,85240.0,84200,0.0,0.0,32861.0,50998.0,341.0,0.0,51305.0,0.0,0.0,51305.0,0.0,84200.0,0.0,0.0,2309.0,0.0,3828.0,0.0,0.0,32386.0,32386.0,0.0,35500.0,49140.0,600.0,0.0,11915.0,20471.0,340.0,0.0,11915.0,20471.0,340.0,0.0,587.0,906.0,2.0,0.0,32726,0.0,32726.0,0.0,1495.0,0.0,,,,
2021-03-18,CA,CAA,California,39512223.0,Report,18024930.0,13563094,45619.0,34326.0,6577888.0,6838403.0,146234.0,569.0,9097819.0,23.0,11.1,9074577.0,29.6,13535441.0,44208.0,58871.0,4164249.0,71.3,6547699.0,112154.0,308746.0,4372408.0,4368150.0,14.3,8796000.0,8723130.0,505800.0,0.0,2136420.0,2235914.0,144848.0,74.0,2135722.0,2232354.0,144586.0,74.0,1198996.0,1135453.0,23351.0,54.0,4517256,11.4,4512736.0,14.7,2357854.0,40.4,,,,
2021-03-18,CO,COA,Colorado,5758736.0,Report,2644500.0,2029213,45922.0,35237.0,996439.0,992672.0,39585.0,517.0,1285898.0,22.3,12.6,1283493.0,28.5,2026169.0,45034.0,58777.0,608439.0,72.2,1011822.0,120110.0,313920.0,727399.0,726759.0,16.2,1319700.0,1259700.0,65100.0,0.0,356559.0,370717.0,38534.0,123.0,356493.0,370143.0,38483.0,123.0,199745.0,195775.0,5394.0,74.0,765933,13.3,765242.0,17.0,400988.0,47.6,,,,
2021-03-18,CT,CTA,Connecticut,3565287.0,Report,1820525.0,1514945,51063.0,42492.0,676203.0,802455.0,36166.0,121.0,993878.0,27.9,14.2,992496.0,35.0,1512788.0,53308.0,64152.0,491876.0,78.0,795151.0,126166.0,288860.0,507508.0,506875.0,17.9,852700.0,919425.0,48400.0,0.0,221324.0,286168.0,35993.0,16.0,221171.0,285688.0,35968.0,16.0,100522.0,191913.0,3955.0,10.0,543501,15.2,542843.0,19.1,296400.0,47.0,,,,
