Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-03-05,AK,AKA,Alaska,731545.0,421375.0,281467,57601.0,38476.0,174208.0,23814.0,106597.0,14571.0,23.9,14.6,Report,281839.0,174588.0,106558.0,173641.0,106029.0,31.5,19.2,551562.0,76397.0,279988.0,50763.0,,,
2021-03-05,AL,ALA,Alabama,4903185.0,1556460.0,1064578,31744.0,21712.0,687445.0,14020.0,374826.0,7645.0,14.4,7.8,Report,1089685.0,704173.0,383078.0,703919.0,383050.0,18.5,10.0,3814879.0,40800.0,1064302.0,27899.0,,,
2021-03-05,AR,ARA,Arkansas,3017804.0,1064920.0,723756,35288.0,23983.0,463108.0,15346.0,256589.0,8503.0,15.4,8.5,Report,726094.0,464641.0,257367.0,464433.0,257326.0,20.0,11.1,2317649.0,45948.0,723519.0,31218.0,,,
2021-03-05,AS,ASA,American Samoa,55689.0,43210.0,21625,77592.0,38832.0,13386.0,24037.0,8208.0,14739.0,24.2,14.8,Report,21751.0,13468.0,8252.0,13258.0,8165.0,30.5,18.8,43437.0,99477.0,21328.0,49101.0,,,
2021-03-05,AZ,AZA,Arizona,7278717.0,2598435.0,2038623,35699.0,28008.0,1356443.0,18636.0,671617.0,9227.0,18.2,9.0,Report,1993946.0,1325003.0,658220.0,1322976.0,657693.0,23.5,11.7,5638481.0,46084.0,2035634.0,36103.0,,,
2021-03-05,BP2,BP2,Bureau of Prisons,0.0,65335.0,70129,0.0,0.0,42853.0,0.0,27041.0,0.0,0.0,0.0,Report,70129.0,42853.0,27041.0,42851.0,27040.0,0.0,0.0,0.0,0.0,70126.0,0.0,,,
2021-03-05,CA,CAA,California,39512223.0,13609110.0,10071476,34443.0,25490.0,6880222.0,17413.0,3128908.0,7919.0,17.4,7.9,Report,10054840.0,6868469.0,3124031.0,6863955.0,3122913.0,22.4,10.2,30617582.0,44449.0,10065771.0,32876.0,,,
2021-03-05,CO,COA,Colorado,5758736.0,2008930.0,1528864,34885.0,26549.0,992266.0,17231.0,526306.0,9139.0,17.2,9.1,Report,1528835.0,991979.0,526521.0,991540.0,526385.0,22.0,11.7,4499217.0,44651.0,1528287.0,33968.0,,,
2021-03-05,CT,CTA,Connecticut,3565287.0,1421045.0,1121517,39858.0,31457.0,793790.0,22264.0,316991.0,8891.0,22.2,8.9,Report,1119134.0,790039.0,318025.0,789206.0,317764.0,27.8,11.2,2837847.0,50075.0,1120342.0,39479.0,,,
2021-03-05,DC,DCA,District of Columbia,705749.0,337095.0,211736,47764.0,30002.0,137914.0,19542.0,73279.0,10383.0,13.1,6.4,Report,138403.0,92623.0,45362.0,92606.0,45360.0,16.0,7.9,577581.0,58363.0,211711.0,36655.0,,,
2021-03-05,DD2,DD2,Dept of Defense,0.0,1676135.0,1065268,0.0,0.0,721060.0,0.0,333385.0,0.0,0.0,0.0,Report,1065268.0,721060.0,333385.0,720796.0,333342.0,0.0,0.0,0.0,0.0,1064961.0,0.0,,,
2021-03-05,DE,DEA,Delaware,973764.0,359165.0,255036,36884.0,26191.0,161830.0,16619.0,92003.0,9448.0,16.3,9.2,Report,249338.0,158871.0,89355.0,158816.0,89338.0,20.6,11.6,770192.0,46633.0,254962.0,33104.0,,,
2021-03-05,FL,FLA,Florida,21477737.0,7524815.0,5448653,35035.0,25369.0,3480937.0,16207.0,1929985.0,8986.0,15.9,8.9,Report,5356486.0,3416396.0,1902438.0,3413204.0,1902093.0,19.8,11.0,17247808.0,43628.0,5445056.0,31570.0,,,
2021-03-05,FM,FMA,Federated States of Micronesia,103643.0,34000.0,17098,32805.0,16497.0,11014.0,10627.0,5979.0,5769.0,10.7,5.8,Report,17245.0,11128.0,6010.0,11124.0,6010.0,13.8,7.4,80842.0,42057.0,17094.0,21145.0,,,
2021-03-05,GA,GAA,Georgia,10617423.0,3379335.0,2253011,31828.0,21220.0,1361276.0,12821.0,847033.0,7978.0,12.6,7.9,Report,2223684.0,1337534.0,841985.0,1337086.0,841833.0,16.5,10.4,8113542.0,41651.0,2252420.0,27761.0,,,
2021-03-05,GU,GUA,Guam,165768.0,86560.0,56407,52218.0,34028.0,35083.0,21164.0,20827.0,12564.0,21.2,12.6,Report,56398.0,35076.0,20823.0,35066.0,20817.0,27.1,16.1,129299.0,66946.0,56390.0,43612.0,,,
2021-03-05,HI,HIA,Hawaii,1415872.0,591220.0,421996,41757.0,29805.0,262927.0,18570.0,158777.0,11214.0,18.7,11.3,Report,424837.0,264868.0,159646.0,264696.0,159583.0,23.7,14.3,1116004.0,52977.0,421764.0,37792.0,,,
2021-03-05,IA,IAA,Iowa,3155070.0,1068655.0,801113,33871.0,25391.0,577894.0,18316.0,216336.0,6857.0,18.4,7.0,Report,808312.0,582004.0,219494.0,581576.0,219330.0,24.0,9.0,2428229.0,44010.0,800527.0,32968.0,,,
2021-03-05,ID,IDA,Idaho,1787065.0,589435.0,442491,32983.0,24761.0,279315.0,15630.0,150186.0,8404.0,15.8,8.5,Report,447282.0,282541.0,152239.0,282532.0,152236.0,21.1,11.4,1338864.0,44025.0,442485.0,33049.0,,,
2021-03-05,IH2,IH2,Indian Health Svc,2082813.0,1123090.0,620761,53922.0,29804.0,416618.0,20003.0,198047.0,9509.0,20.0,9.5,Report,620761.0,416618.0,198047.0,414078.0,197418.0,0.0,0.0,0.0,0.0,617558.0,0.0,,,
2021-03-05,IL,ILA,Illinois,12671821.0,4334465.0,3204414,34206.0,25288.0,2186381.0,17254.0,971371.0,7666.0,17.4,7.8,Report,3236179.0,2204820.0,984808.0,2203119.0,984349.0,22.4,10.0,9853946.0,43987.0,3202223.0,32497.0,,,
2021-03-05,IN,INA,Indiana,6732219.0,2191530.0,1748623,32553.0,25974.0,1078960.0,16027.0,651592.0,9679.0,16.0,9.7,Report,1749328.0,1079060.0,652106.0,1078825.0,652014.0,20.9,12.6,5164245.0,42437.0,1748295.0,33854.0,,,
2021-03-05,KS,KSA,Kansas,2913314.0,1085815.0,683046,37271.0,23446.0,453247.0,15558.0,224917.0,7720.0,16.3,8.2,Report,718632.0,475698.0,237853.0,475329.0,237671.0,21.5,10.7,2213064.0,49064.0,682509.0,30840.0,,,
2021-03-05,KY,KYA,Kentucky,4467673.0,1538415.0,1162694,34434.0,26025.0,768092.0,17192.0,390088.0,8731.0,17.7,8.9,Report,1191689.0,789697.0,397436.0,789351.0,397349.0,22.8,11.5,3464802.0,44401.0,1162282.0,33545.0,,,
2021-03-05,LA,LAA,Louisiana,4648794.0,1576670.0,1179138,33916.0,25364.0,751564.0,16167.0,424563.0,9133.0,15.9,9.0,Report,1161860.0,740587.0,418275.0,740404.0,418237.0,20.8,11.7,3561164.0,44274.0,1178911.0,33105.0,,,
2021-03-05,MA,MAA,Massachusetts,6892503.0,2476070.0,2005708,35924.0,29100.0,1389156.0,20155.0,611282.0,8869.0,20.0,8.8,Report,1989683.0,1379021.0,605400.0,1377902.0,605046.0,24.9,10.9,5539703.0,44697.0,2004222.0,36179.0,,,
2021-03-05,MD,MDA,Maryland,6045680.0,2093170.0,1548380,34623.0,25611.0,995246.0,16462.0,550058.0,9098.0,17.0,9.4,Report,1597123.0,1025554.0,568160.0,1025117.0,568006.0,21.8,12.1,4710993.0,44432.0,1547807.0,32855.0,,,
2021-03-05,ME,MEA,Maine,1344212.0,503580.0,382117,37463.0,28427.0,254027.0,18898.0,125573.0,9342.0,19.2,9.5,Report,388301.0,257677.0,128080.0,257562.0,128022.0,23.5,11.7,1095370.0,45974.0,381951.0,34870.0,,,
2021-03-05,MH,MHA,Marshall Islands,58413.0,35000.0,12592,59918.0,21557.0,9666.0,16548.0,2869.0,4912.0,16.6,4.9,Report,12601.0,9674.0,2870.0,9665.0,2869.0,21.2,6.3,45562.0,76818.0,12584.0,27620.0,,,
2021-03-05,MI,MIA,Michigan,9986857.0,3290960.0,2555112,32953.0,25585.0,1614480.0,16166.0,916288.0,9175.0,16.5,9.3,Report,2599175.0,1644210.0,930381.0,1643811.0,930195.0,21.0,11.9,7842924.0,41961.0,2554528.0,32571.0,,,
2021-03-05,MN,MNA,Minnesota,5639632.0,1952000.0,1562547,34612.0,27707.0,1035471.0,18361.0,521381.0,9245.0,18.5,9.3,Report,1573600.0,1043647.0,523861.0,1043098.0,523610.0,24.1,12.1,4336475.0,45014.0,1561759.0,36014.0,,,
2021-03-05,MO,MOA,Missouri,6137428.0,2029675.0,1504236,33070.0,24509.0,973358.0,15859.0,513857.0,8373.0,15.4,8.0,Report,1455316.0,945451.0,493114.0,945028.0,492987.0,19.8,10.3,4766843.0,42579.0,1503652.0,31544.0,,,
2021-03-05,MP,MPA,Northern Mariana Islands,56882.0,44010.0,19905,77371.0,34993.0,11602.0,20397.0,8292.0,14578.0,20.4,14.6,Report,19903.0,11598.0,8294.0,11594.0,8293.0,26.1,18.7,44368.0,99193.0,19900.0,44852.0,,,
2021-03-05,MS,MSA,Mississippi,2976149.0,1059665.0,710560,35605.0,23875.0,461315.0,15500.0,247826.0,8327.0,15.6,8.5,Report,716640.0,463252.0,251916.0,463147.0,251876.0,20.3,11.1,2277566.0,46526.0,710413.0,31192.0,,,
2021-03-05,MT,MTA,Montana,1068778.0,404125.0,312296,37812.0,29220.0,204269.0,19112.0,107045.0,10016.0,19.2,10.0,Report,313645.0,205372.0,107265.0,205113.0,107202.0,24.4,12.8,840190.0,48099.0,311970.0,37131.0,,,
2021-03-05,NC,NCA,North Carolina,10488084.0,3529525.0,2680413,33653.0,25557.0,1726621.0,16463.0,949615.0,9054.0,16.3,8.9,Report,2647301.0,1706016.0,936887.0,1704915.0,936290.0,20.8,11.4,8187369.0,43109.0,2678717.0,32718.0,,,
2021-03-05,ND,NDA,North Dakota,762062.0,293900.0,255282,38566.0,33499.0,163393.0,21441.0,89500.0,11744.0,20.8,11.4,Report,247086.0,158378.0,86601.0,158195.0,86548.0,27.2,14.9,581891.0,50508.0,255034.0,43828.0,,,
2021-03-05,NE,NEA,Nebraska,1934408.0,709110.0,535213,36658.0,27668.0,344684.0,17819.0,187246.0,9680.0,17.8,9.6,Report,532448.0,344129.0,185032.0,343810.0,184882.0,23.6,12.7,1458334.0,48625.0,534747.0,36668.0,,,
2021-03-05,NH,NHA,New Hampshire,1359711.0,482575.0,358497,35491.0,26366.0,252787.0,18591.0,105441.0,7755.0,19.3,8.1,Report,371807.0,261912.0,109525.0,261465.0,109382.0,23.7,9.9,1104458.0,43693.0,357884.0,32404.0,,,
2021-03-05,NJ,NJA,New Jersey,8882190.0,2938890.0,2403077,33087.0,27055.0,1600923.0,18024.0,794448.0,8944.0,18.7,9.3,Report,2503618.0,1661209.0,829628.0,1659269.0,829010.0,23.9,11.9,6943612.0,42325.0,2400522.0,34572.0,,,
2021-03-05,NM,NMA,New Mexico,2096829.0,894645.0,765965,42667.0,36530.0,489800.0,23359.0,267819.0,12773.0,23.9,13.0,Report,783269.0,502054.0,272879.0,499943.0,272348.0,30.8,16.8,1620991.0,55191.0,763722.0,47115.0,,,
2021-03-05,NV,NVA,Nevada,3080156.0,1018580.0,773285,33069.0,25105.0,498485.0,16184.0,263586.0,8558.0,16.0,8.5,Report,765612.0,493295.0,261159.0,493138.0,261098.0,20.7,10.9,2387517.0,42663.0,773063.0,32379.0,,,
2021-03-05,NY,NYA,New York State,19453561.0,6849315.0,4864621,35209.0,25006.0,3162405.0,16256.0,1616099.0,8307.0,16.2,8.2,Report,4840094.0,3155309.0,1604606.0,3153440.0,1604224.0,20.4,10.4,15425262.0,44403.0,4862406.0,31522.0,,,
2021-03-05,OH,OHA,Ohio,11689100.0,3972035.0,2918114,33981.0,24964.0,1881959.0,16100.0,1025158.0,8770.0,16.0,8.7,Report,2906687.0,1874115.0,1021509.0,1873287.0,1021078.0,20.6,11.2,9111081.0,43596.0,2916856.0,32014.0,,,
2021-03-05,OK,OKA,Oklahoma,3956971.0,1731720.0,1213040,43764.0,30656.0,767445.0,19395.0,437663.0,11061.0,19.2,11.0,Report,1204491.0,761033.0,435582.0,760351.0,435468.0,25.3,14.5,3004733.0,57633.0,1212206.0,40343.0,,,
2021-03-05,OR,ORA,Oregon,4217737.0,1405845.0,1097974,33332.0,26032.0,692137.0,16410.0,400819.0,9503.0,16.4,9.4,Report,1094240.0,690687.0,397904.0,689837.0,397326.0,20.6,11.9,3351175.0,41951.0,1096527.0,32721.0,,,
2021-03-05,PA,PAA,Pennsylvania,12801989.0,4439935.0,3169691,34682.0,24759.0,2174656.0,16987.0,984830.0,7693.0,17.0,7.7,Report,3173544.0,2174827.0,988025.0,2173142.0,987469.0,21.4,9.7,10167376.0,43668.0,3167450.0,31153.0,,,
2021-03-05,PR,PRA,Puerto Rico,3193694.0,1230670.0,596130,38534.0,18666.0,377558.0,11822.0,216886.0,6791.0,11.9,6.8,Report,598477.0,379836.0,216953.0,379694.0,216921.0,14.5,8.3,2620963.0,46955.0,595956.0,22738.0,,,
2021-03-05,RI,RIA,Rhode Island,1059361.0,371455.0,300529,35064.0,28369.0,214165.0,20216.0,86212.0,8138.0,20.3,8.1,Report,301707.0,215497.0,85952.0,215403.0,85912.0,25.2,10.0,854866.0,43452.0,300397.0,35140.0,,,
2021-03-05,RP,RPA,Republic of Palau,17907.0,14600.0,8185,81532.0,45708.0,5085.0,28397.0,3099.0,17306.0,28.7,17.5,Report,8273.0,5145.0,3127.0,5145.0,3127.0,36.8,22.4,13967.0,104532.0,8185.0,58602.0,,,
2021-03-05,SC,SCA,South Carolina,5148714.0,1579375.0,1232377,30675.0,23936.0,789159.0,15327.0,416637.0,8092.0,15.5,8.3,Report,1252432.0,800539.0,425519.0,799826.0,425240.0,19.8,10.5,4037531.0,39117.0,1231374.0,30498.0,,,
2021-03-05,SD,SDA,South Dakota,884659.0,391440.0,304382,44248.0,34407.0,198660.0,22456.0,105483.0,11924.0,22.5,11.9,Report,304459.0,198905.0,105267.0,198624.0,105165.0,29.8,15.8,667558.0,58638.0,303992.0,45538.0,,,
2021-03-05,TN,TNA,Tennessee,6829174.0,2256060.0,1540428,33036.0,22557.0,1001098.0,14659.0,531690.0,7786.0,14.5,7.7,Report,1521712.0,990140.0,523776.0,989928.0,523718.0,18.6,9.8,5319123.0,42414.0,1540171.0,28955.0,,,
2021-03-05,TX,TXA,Texas,28995881.0,9164325.0,6591175,31606.0,22731.0,4257785.0,14684.0,2324593.0,8017.0,14.1,7.7,Report,6340122.0,4098216.0,2235145.0,4083950.0,2227365.0,18.9,10.3,21596071.0,42435.0,6568995.0,30418.0,,,
2021-03-05,UT,UTA,Utah,3205958.0,990800.0,796749,30905.0,24852.0,457545.0,14272.0,206238.0,6433.0,14.2,6.4,Report,794857.0,456278.0,206656.0,455684.0,206516.0,20.0,9.1,2274774.0,43556.0,795900.0,34988.0,,,
2021-03-05,VA,VAA,Virginia,8535519.0,2825165.0,2342449,33099.0,27444.0,1489060.0,17445.0,818962.0,9595.0,17.6,9.6,Report,2360346.0,1503158.0,823381.0,1501915.0,823036.0,22.5,12.3,6674671.0,42327.0,2340804.0,35070.0,,,
2021-03-05,VA2,VA2,Veterans Health,0.0,3194405.0,2535768,0.0,0.0,1628955.0,0.0,905414.0,0.0,0.0,0.0,Report,2535768.0,1628955.0,905414.0,1628941.0,905408.0,0.0,0.0,0.0,0.0,2535748.0,0.0,,,
2021-03-05,VI,VIA,Virgin Islands,104680.0,40420.0,22365,38613.0,21365.0,14890.0,14224.0,7458.0,7125.0,13.9,7.0,Report,21958.0,14581.0,7359.0,14548.0,7356.0,17.8,9.0,81650.0,49504.0,22330.0,27348.0,,,
2021-03-05,VT,VTA,Vermont,623989.0,253300.0,179580,40594.0,28779.0,117433.0,18820.0,61881.0,9917.0,18.4,9.7,Report,175905.0,114893.0,60708.0,114800.0,60664.0,22.5,11.9,509984.0,49668.0,179449.0,35187.0,,,
2021-03-05,WA,WAA,Washington,7614893.0,2628620.0,2001032,34519.0,26278.0,1271687.0,16700.0,708708.0,9307.0,16.8,9.3,Report,2008127.0,1276221.0,711273.0,1275434.0,710945.0,21.4,11.9,5951832.0,44165.0,1999915.0,33602.0,,,
2021-03-05,WI,WIA,Wisconsin,5822434.0,1895165.0,1656753,32549.0,28455.0,1058297.0,18176.0,581022.0,9979.0,18.2,10.0,Report,1660480.0,1059657.0,583220.0,1059148.0,583011.0,23.2,12.8,4555837.0,41599.0,1656037.0,36350.0,,,
2021-03-05,WV,WVA,West Virginia,1792147.0,680665.0,574473,37980.0,32055.0,350207.0,19541.0,224165.0,12508.0,19.3,12.3,Report,565469.0,345274.0,219837.0,344938.0,219686.0,24.1,15.3,1432580.0,47513.0,573955.0,40064.0,,,
2021-03-05,WY,WYA,Wyoming,578759.0,236065.0,166712,40788.0,28805.0,105987.0,18313.0,60052.0,10376.0,18.1,10.2,Report,164851.0,104955.0,59185.0,104905.0,59172.0,23.6,13.3,445025.0,53045.0,166648.0,37447.0,,,
2021-03-05,US,USA,United States,331996199.0,114133115.0,85008094,,,55547697.0,,28701201.0,,16.7,8.6,Report,85008094.0,55547697.0,28701201.0,55496015.0,28681864.0,21.7,11.2,255200373.0,44723.0,84936600.0,33282.0,41507728.0,43373717.0,118059.0
2021-03-05,LTC,LTC,Long Term Care,,,7306425,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
