Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-27,AK,AKA,Alaska,731545.0,342535.0,259538,46824.0,35478.0,163443.0,22342.0,95485.0,13053.0,22.4,13.0,Report,259706.0,163739.0,95331.0,162874.0,94972.0,29.5,17.2,551562.0,62103.0,258312.0,46833.0,,,
2021-02-27,AL,ALA,Alabama,4903185.0,1402180.0,931090,28597.0,18989.0,628583.0,12820.0,300548.0,6130.0,13.1,6.3,Report,953147.0,643208.0,307868.0,642987.0,307847.0,16.9,8.1,3814879.0,36756.0,930853.0,24401.0,,,
2021-02-27,AR,ARA,Arkansas,3017804.0,892660.0,622665,29580.0,20633.0,404883.0,13416.0,213974.0,7090.0,13.4,7.1,Report,624053.0,405877.0,214402.0,405705.0,214369.0,17.5,9.2,2317649.0,38516.0,622462.0,26857.0,,,
2021-02-27,AS,ASA,American Samoa,55689.0,29450.0,20338,52883.0,36521.0,12276.0,22044.0,8037.0,14432.0,22.2,14.5,Report,20458.0,12354.0,8079.0,12172.0,7994.0,28.0,18.4,43437.0,67799.0,20071.0,46207.0,,,
2021-02-27,AZ,AZA,Arizona,7278717.0,2148015.0,1728239,29511.0,23744.0,1223520.0,16810.0,498106.0,6843.0,16.4,6.7,Report,1692586.0,1195110.0,490688.0,1193576.0,490382.0,21.2,8.7,5638481.0,38096.0,1726138.0,30614.0,,,
2021-02-27,BP2,BP2,Bureau of Prisons,0.0,57155.0,59234,0.0,0.0,36064.0,0.0,22939.0,0.0,0.0,0.0,Report,59234.0,36064.0,22939.0,36062.0,22938.0,0.0,0.0,0.0,0.0,59231.0,0.0,,,
2021-02-27,CA,CAA,California,39512223.0,11587650.0,8566470,29327.0,21681.0,6004784.0,15197.0,2506318.0,6343.0,15.2,6.3,Report,8552728.0,5994948.0,2502426.0,5991564.0,2501579.0,19.6,8.2,30617582.0,37846.0,8562171.0,27965.0,,,
2021-02-27,CO,COA,Colorado,5758736.0,1700660.0,1324715,29532.0,23004.0,876943.0,15228.0,440500.0,7649.0,15.2,7.6,Report,1324522.0,876958.0,440259.0,876602.0,440151.0,19.5,9.8,4499217.0,37799.0,1324251.0,29433.0,,,
2021-02-27,CT,CTA,Connecticut,3565287.0,1198495.0,980211,33616.0,27493.0,674181.0,18910.0,295458.0,8287.0,18.8,8.3,Report,978403.0,671322.0,296178.0,670573.0,295927.0,23.6,10.4,2837847.0,42233.0,979126.0,34502.0,,,
2021-02-27,DC,DCA,District of Columbia,705749.0,284655.0,184748,40334.0,26178.0,120539.0,17080.0,63706.0,9027.0,11.3,5.4,Report,118318.0,79693.0,38247.0,79687.0,38246.0,13.8,6.6,577581.0,49284.0,184736.0,31984.0,,,
