Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-02,AK,AKA,Alaska,731545.0,196975.0,123443,26926.0,16874.0,97076.0,13270.0,26207.0,3582.0,13.3,3.6,,,
2021-02-02,AL,ALA,Alabama,4903185.0,680550.0,371882,13880.0,7584.0,312711.0,6378.0,58825.0,1200.0,6.4,1.2,,,
2021-02-02,AR,ARA,Arkansas,3017804.0,467800.0,314470,15501.0,10420.0,251841.0,8345.0,59903.0,1985.0,8.3,2.0,,,
2021-02-02,AS,ASA,American Samoa,55689.0,18450.0,10761,33130.0,19323.0,9713.0,17442.0,1046.0,1878.0,17.4,1.9,,,
2021-02-02,AZ,AZA,Arizona,7278717.0,1082050.0,631662,14866.0,8678.0,534476.0,7343.0,96660.0,1328.0,7.3,1.3,,,
2021-02-02,BP2,BP2,Bureau of Prisons,0.0,35950.0,32349,0.0,0.0,23200.0,0.0,9079.0,0.0,0.0,0.0,,,
2021-02-02,CA,CAA,California,39512223.0,5670500.0,3543817,14351.0,8969.0,2940488.0,7442.0,592045.0,1498.0,7.4,1.5,,,
2021-02-02,CO,COA,Colorado,5758736.0,871875.0,601347,15140.0,10442.0,464938.0,8074.0,132752.0,2305.0,8.1,2.3,,,
2021-02-02,CT,CTA,Connecticut,3565287.0,574650.0,456090,16118.0,12793.0,361495.0,10139.0,86602.0,2429.0,10.1,2.4,,,
2021-02-02,DC,DCA,District of Columbia,705749.0,147125.0,83553,20847.0,11839.0,64241.0,9103.0,19218.0,2723.0,9.1,2.7,,,
2021-02-02,DD2,DD2,Dept of Defense,0.0,807025.0,490377,0.0,0.0,412800.0,0.0,68278.0,0.0,0.0,0.0,,,
2021-02-02,DE,DEA,Delaware,973764.0,143775.0,103770,14765.0,10657.0,85143.0,8744.0,18040.0,1853.0,8.7,1.9,,,
2021-02-02,FL,FLA,Florida,21477737.0,3657775.0,2048143,17031.0,9536.0,1712327.0,7973.0,329176.0,1533.0,8.0,1.5,,,
2021-02-02,FM,FMA,Federated States of Micronesia,103643.0,19400.0,5726,18718.0,5525.0,5683.0,5483.0,16.0,15.0,5.5,0.0,,,
