Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-30,AK,AKA,Alaska,731545.0,193150.0,115268,26403.0,15757.0,91794.0,12548.0,23320.0,3188.0,12.55,3.19,,,
2021-01-30,AL,ALA,Alabama,4903185.0,659400.0,342436,13448.0,6984.0,288368.0,5881.0,53742.0,1096.0,5.88,1.1,,,
2021-01-30,AR,ARA,Arkansas,3017804.0,453700.0,288651,15034.0,9565.0,233935.0,7752.0,52118.0,1727.0,7.75,1.73,,,
2021-01-30,AS,ASA,American Samoa,55689.0,18450.0,9925,33130.0,17822.0,8926.0,16028.0,997.0,1790.0,16.03,1.79,,,
2021-01-30,AZ,AZA,Arizona,7278717.0,1013375.0,557369,13922.0,7658.0,469916.0,6456.0,86990.0,1195.0,6.46,1.2,,,
2021-01-30,BP2,BP2,Bureau of Prisons,0.0,30050.0,30945,0.0,0.0,22486.0,0.0,8389.0,0.0,0.0,0.0,,,
2021-01-30,CA,CAA,California,39512223.0,5666150.0,3095781,14340.0,7835.0,2563559.0,6488.0,524350.0,1327.0,6.49,1.33,,,
2021-01-30,CO,COA,Colorado,5758736.0,813400.0,545356,14125.0,9470.0,423054.0,7346.0,118770.0,2062.0,7.35,2.06,,,
2021-01-30,CT,CTA,Connecticut,3565287.0,578600.0,421191,16229.0,11814.0,340886.0,9561.0,73706.0,2067.0,9.56,2.07,,,
2021-01-30,DC,DCA,District of Columbia,705749.0,148525.0,76672,21045.0,10864.0,59570.0,8441.0,17029.0,2413.0,8.44,2.41,,,
2021-01-30,DD2,DD2,Dept of Defense,0.0,816175.0,449958,0.0,0.0,381304.0,0.0,59440.0,0.0,0.0,0.0,,,
2021-01-30,DE,DEA,Delaware,973764.0,143775.0,92509,14765.0,9500.0,76980.0,7905.0,14956.0,1536.0,7.91,1.54,,,
2021-01-30,FL,FLA,Florida,21477737.0,3396350.0,1890198,15813.0,8801.0,1610425.0,7498.0,274211.0,1277.0,7.5,1.28,,,
2021-01-30,FM,FMA,Federated States of Micronesia,103643.0,19400.0,3965,18718.0,3826.0,3933.0,3795.0,5.0,5.0,3.79,0.0,,,
2021-01-30,GA,GAA,Georgia,10617423.0,1449800.0,856746,13655.0,8069.0,729117.0,6867.0,109311.0,1030.0,6.87,1.03,,,
2021-01-30,GU,GUA,Guam,165768.0,34300.0,22454,20692.0,13545.0,17784.0,10728.0,4499.0,2714.0,10.73,2.71,,,
2021-01-30,HI,HIA,Hawaii,1415872.0,227400.0,120502,16061.0,8511.0,96743.0,6833.0,23758.0,1678.0,6.83,1.68,,,
2021-01-30,IA,IAA,Iowa,3155070.0,417900.0,237874,13245.0,7539.0,182537.0,5786.0,52324.0,1658.0,5.79,1.66,,,
2021-01-30,ID,IDA,Idaho,1787065.0,221550.0,114729,12397.0,6420.0,93632.0,5239.0,20148.0,1127.0,5.24,1.13,,,
2021-01-30,IH2,IH2,Indian Health Svc,0.0,423600.0,194962,0.0,0.0,155066.0,0.0,37890.0,0.0,0.0,0.0,,,
2021-01-30,IL,ILA,Illinois,12671821.0,1696575.0,948804,13389.0,7488.0,733006.0,5785.0,197643.0,1560.0,5.78,1.56,,,
2021-01-30,IN,INA,Indiana,6732219.0,931500.0,607185,13836.0,9019.0,495746.0,7364.0,111233.0,1652.0,7.36,1.65,,,
2021-01-30,KS,KSA,Kansas,2913314.0,413350.0,206520,14188.0,7089.0,168343.0,5778.0,36738.0,1261.0,5.78,1.26,,,
2021-01-30,KY,KYA,Kentucky,4467673.0,650150.0,386001,14552.0,8640.0,324581.0,7265.0,59367.0,1329.0,7.27,1.33,,,
2021-01-30,LA,LAA,Louisiana,4648794.0,648925.0,420908,13959.0,9054.0,355024.0,7637.0,65136.0,1401.0,7.64,1.4,,,
2021-01-30,MA,MAA,Massachusetts,6892503.0,1060900.0,547082,15392.0,7937.0,438852.0,6367.0,106799.0,1549.0,6.37,1.55,,,
2021-01-30,MD,MDA,Maryland,6045680.0,884650.0,475780,14633.0,7870.0,398387.0,6590.0,76905.0,1272.0,6.59,1.27,,,
2021-01-30,ME,MEA,Maine,1344212.0,212125.0,132067,15781.0,9825.0,99468.0,7400.0,31055.0,2310.0,7.4,2.31,,,
2021-01-30,MH,MHA,Marshall Islands,58413.0,13600.0,3992,23282.0,6834.0,3723.0,6374.0,234.0,401.0,6.37,0.4,,,
2021-01-30,MI,MIA,Michigan,9986857.0,1362600.0,922423,13644.0,9236.0,734903.0,7359.0,175117.0,1753.0,7.36,1.75,,,
2021-01-30,MN,MNA,Minnesota,5639632.0,837550.0,485850,14851.0,8615.0,376632.0,6678.0,107528.0,1907.0,6.68,1.91,,,
2021-01-30,MO,MOA,Missouri,6137428.0,835400.0,408441,13612.0,6655.0,313161.0,5102.0,92389.0,1505.0,5.1,1.51,,,
2021-01-30,MP,MPA,Northern Mariana Islands,56882.0,18650.0,9733,32787.0,17111.0,6671.0,11728.0,3058.0,5376.0,11.73,5.38,,,
2021-01-30,MS,MSA,Mississippi,2976149.0,425000.0,222487,14280.0,7476.0,199419.0,6701.0,22816.0,767.0,6.7,0.77,,,
2021-01-30,MT,MTA,Montana,1068778.0,141650.0,99272,13253.0,9288.0,75432.0,7058.0,23785.0,2225.0,7.06,2.23,,,
2021-01-30,NC,NCA,North Carolina,10488084.0,1423475.0,898736,13572.0,8569.0,762635.0,7271.0,135263.0,1290.0,7.27,1.29,,,
2021-01-30,ND,NDA,North Dakota,762062.0,108050.0,91585,14179.0,12018.0,66885.0,8777.0,22968.0,3014.0,8.78,3.01,,,
2021-01-30,NE,NEA,Nebraska,1934408.0,288375.0,167276,14908.0,8647.0,125263.0,6476.0,41093.0,2124.0,6.48,2.12,,,
2021-01-30,NH,NHA,New Hampshire,1359711.0,217100.0,123740,15967.0,9100.0,96148.0,7071.0,27544.0,2026.0,7.07,2.03,,,
2021-01-30,NJ,NJA,New Jersey,8882190.0,1232525.0,768944,13876.0,8657.0,649035.0,7307.0,117791.0,1326.0,7.31,1.33,,,
2021-01-30,NM,NMA,New Mexico,2096829.0,317900.0,248321,15161.0,11843.0,195327.0,9315.0,50153.0,2392.0,9.32,2.39,,,
2021-01-30,NV,NVA,Nevada,3080156.0,368800.0,224192,11973.0,7279.0,191175.0,6207.0,31783.0,1032.0,6.21,1.03,,,
2021-01-30,NY,NYA,New York State,19453561.0,2932775.0,1791935,15076.0,9211.0,1417373.0,7286.0,303102.0,1558.0,7.29,1.56,,,
2021-01-30,OH,OHA,Ohio,11689100.0,1553900.0,911004,13294.0,7794.0,759337.0,6496.0,150948.0,1291.0,6.5,1.29,,,
2021-01-30,OK,OKA,Oklahoma,3956971.0,594925.0,410305,15035.0,10369.0,339382.0,8577.0,68510.0,1731.0,8.58,1.73,,,
2021-01-30,OR,ORA,Oregon,4217737.0,665325.0,382392,15774.0,9066.0,314964.0,7468.0,66188.0,1569.0,7.47,1.57,,,
2021-01-30,PA,PAA,Pennsylvania,12801989.0,1976925.0,1032426,15442.0,8065.0,819889.0,6404.0,209964.0,1640.0,6.4,1.64,,,
2021-01-30,PR,PRA,Puerto Rico,3193694.0,530950.0,236060,16625.0,7391.0,183630.0,5750.0,51159.0,1602.0,5.75,1.6,,,
2021-01-30,RI,RIA,Rhode Island,1059361.0,173225.0,88094,16352.0,8316.0,65668.0,6199.0,22401.0,2115.0,6.2,2.11,,,
2021-01-30,RP,RPA,Republic of Palau,17907.0,6000.0,3110,33506.0,17368.0,3109.0,17362.0,1.0,6.0,17.36,0.01,,,
2021-01-30,SC,SCA,South Carolina,5148714.0,560150.0,407860,10879.0,7922.0,339544.0,6595.0,66286.0,1287.0,6.59,1.29,,,
2021-01-30,SD,SDA,South Dakota,884659.0,130700.0,102847,14774.0,11626.0,74229.0,8391.0,28547.0,3227.0,8.39,3.23,,,
2021-01-30,TN,TNA,Tennessee,6829174.0,998875.0,574142,14627.0,8407.0,416716.0,6102.0,155936.0,2283.0,6.1,2.28,,,
2021-01-30,TX,TXA,Texas,28995881.0,3659550.0,2340658,12621.0,8072.0,1886813.0,6507.0,452040.0,1559.0,6.51,1.56,,,
2021-01-30,UT,UTA,Utah,3205958.0,401375.0,286501,12520.0,8937.0,227616.0,7100.0,45874.0,1431.0,7.1,1.43,,,
2021-01-30,VA,VAA,Virginia,8535519.0,1232350.0,785920,14438.0,9208.0,648378.0,7596.0,110877.0,1299.0,7.6,1.3,,,
2021-01-30,VA2,VA2,Veterans Health,0.0,1367700.0,888305,0.0,0.0,721252.0,0.0,166191.0,0.0,0.0,0.0,,,
2021-01-30,VI,VIA,Virgin Islands,104680.0,17075.0,5967,16312.0,5700.0,4898.0,4679.0,1069.0,1021.0,4.68,1.02,,,
2021-01-30,VT,VTA,Vermont,623989.0,99750.0,63777,15986.0,10221.0,48473.0,7768.0,15213.0,2438.0,7.77,2.44,,,
2021-01-30,WA,WAA,Washington,7614893.0,1031400.0,643951,13545.0,8456.0,524466.0,6887.0,108221.0,1421.0,6.89,1.42,,,
2021-01-30,WI,WIA,Wisconsin,5822434.0,795050.0,450251,13655.0,7733.0,375931.0,6457.0,71976.0,1236.0,6.46,1.24,,,
2021-01-30,WV,WVA,West Virginia,1792147.0,305200.0,256401,17030.0,14307.0,191225.0,10670.0,65165.0,3636.0,10.67,3.64,,,
2021-01-30,WY,WYA,Wyoming,578759.0,85750.0,49166,14816.0,8495.0,41441.0,7160.0,7674.0,1326.0,7.16,1.33,,,
