Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-04-22,US,USA,United States,331996199.0,Report,282183915.0,218947643,84996.0,65949.0,95913701.0,114844028.0,8018365.0,171549.0,135791031.0,40.9,24.5,134286162.0,52.0,217094822.0,84103.0,109318.0,44155629.0,80.7,79736140.0,145778.0,515905.0,81291690.0,80949433.0,31.4,120561200.0,143981565.0,17641150.0,0.0,37050898.0,44197699.0,7955536.0,41643.0,37007021.0,43899398.0,7937482.0,41579.0,17322719.0,17263292.0,1481023.0,16906.0,89245776,26.9,88885481.0,34.4,36083940.0,66.0,,,,
2021-04-22,AK,AKA,Alaska,731545.0,Report,751205.0,530134,102687.0,72468.0,236952.0,279398.0,13709.0,75.0,296911.0,40.6,31.4,290236.0,52.6,519289.0,94149.0,136196.0,70550.0,77.0,132494.0,144663.0,820200.0,229668.0,225514.0,40.9,325400.0,374205.0,51600.0,0.0,104660.0,124992.0,12806.0,16.0,104460.0,121038.0,12746.0,16.0,37429.0,26172.0,1446.0,7.0,242474,33.1,238260.0,43.2,65054.0,71.0,,,,
2021-04-22,AL,ALA,Alabama,4903185.0,Report,3825010.0,2394304,78011.0,48832.0,1139773.0,1182096.0,72435.0,0.0,1518928.0,31.0,19.1,1510609.0,39.6,2384732.0,62511.0,100266.0,605069.0,71.2,1028881.0,121068.0,450087.0,936311.0,934873.0,24.5,1682100.0,1898910.0,244000.0,0.0,447267.0,488996.0,74104.0,48.0,447212.0,487613.0,74070.0,48.0,244824.0,199439.0,22832.0,34.0,1010415,20.6,1008943.0,26.4,467129.0,55.0,,,,
2021-04-22,AR,ARA,Arkansas,3017804.0,Report,2504630.0,1667028,82995.0,55240.0,786265.0,826173.0,54175.0,415.0,1033132.0,34.2,20.9,1021380.0,44.1,1653392.0,71339.0,108068.0,378250.0,72.2,661684.0,126304.0,478090.0,630879.0,628884.0,27.1,1119400.0,1227330.0,157900.0,0.0,311691.0,319088.0,52921.0,100.0,311572.0,317214.0,52672.0,98.0,168863.0,114804.0,8563.0,71.0,683800,22.7,681556.0,29.4,292301.0,55.8,,,,
2021-04-22,AS,ASA,American Samoa,55689.0,Report,43810.0,36093,78669.0,64812.0,8085.0,28008.0,0.0,0.0,20342.0,36.5,28.4,19688.0,45.3,34966.0,80498.0,100859.0,2363.0,25.0,4363.0,46086.0,462765.0,15843.0,15373.0,35.4,12400.0,30810.0,600.0,0.0,3568.0,12275.0,6.0,0.0,3559.0,11814.0,6.0,0.0,830.0,1235.0,1.0,0.0,15849,28.5,15379.0,35.4,2066.0,21.8,,,,
2021-04-22,AZ,AZA,Arizona,7278717.0,Report,6070975.0,4688598,83407.0,64415.0,2048919.0,2505085.0,132029.0,2565.0,2805338.0,38.5,24.1,2768758.0,49.1,4638435.0,82264.0,107670.0,1015862.0,77.6,1873061.0,143131.0,463917.0,1755665.0,1744332.0,30.9,2674700.0,3023475.0,372800.0,0.0,769469.0,985349.0,127568.0,847.0,769350.0,974135.0,127488.0,847.0,390207.0,393431.0,24299.0,564.0,1883233,25.9,1871820.0,33.2,808501.0,61.8,,,,
2021-04-22,BP2,BP2,Bureau of Prisons,0.0,Report,147940.0,137525,0.0,0.0,53405.0,82381.0,1739.0,0.0,80613.0,0.0,0.0,80612.0,0.0,137524.0,0.0,0.0,2946.0,0.0,5385.0,0.0,0.0,56242.0,56242.0,0.0,57100.0,84240.0,6600.0,0.0,21729.0,34513.0,1727.0,0.0,21729.0,34513.0,1727.0,0.0,1159.0,1248.0,30.0,0.0,57969,0.0,57969.0,0.0,2437.0,0.0,,,,
2021-04-22,CA,CAA,California,39512223.0,Report,35048770.0,27384986,88704.0,69308.0,12160141.0,14153873.0,1068078.0,2894.0,17777363.0,45.0,23.9,17529568.0,57.3,27086171.0,88466.0,114473.0,5015311.0,85.9,8720732.0,149376.0,600344.0,9434178.0,9384029.0,30.6,14961400.0,17828070.0,2259300.0,0.0,4392998.0,5040579.0,1059350.0,601.0,4389400.0,4994029.0,1055730.0,600.0,1950208.0,1683464.0,110296.0,331.0,10493528,26.6,10439759.0,34.1,3744299.0,64.1,,,,
2021-04-22,CO,COA,Colorado,5758736.0,Report,4890000.0,4003990,84914.0,69529.0,1827141.0,2032698.0,143077.0,1074.0,2518244.0,43.7,25.3,2477465.0,55.1,3956435.0,87936.0,108686.0,689127.0,81.8,1283823.0,152398.0,580476.0,1454835.0,1448074.0,32.2,2135000.0,2464800.0,290200.0,0.0,694408.0,760123.0,141306.0,304.0,693962.0,753808.0,140764.0,304.0,299569.0,283124.0,12543.0,129.0,1596141,27.7,1588838.0,35.3,595365.0,70.7,,,,
2021-04-22,CT,CTA,Connecticut,3565287.0,Report,3588735.0,2913574,100658.0,81721.0,1212181.0,1583125.0,118043.0,225.0,1815120.0,50.9,30.3,1787590.0,63.0,2884435.0,101642.0,126460.0,559517.0,88.8,1055319.0,167446.0,569420.0,1081988.0,1080677.0,38.1,1498300.0,1870635.0,219800.0,0.0,482273.0,599667.0,118192.0,48.0,482034.0,598595.0,118099.0,48.0,192997.0,290589.0,11045.0,17.0,1200180,33.7,1198776.0,42.2,494648.0,78.5,,,,
