Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-05-06,US,USA,United States,331996199.0,Report,324610185.0,251973752,97775.0,75897.0,109041458.0,134116885.0,8627243.0,188166.0,149462265.0,45.0,30.2,147079927.0,57.0,248843481.0,96402.0,125754.0,45406761.0,83.0,83376984.0,152435.0,593471.0,100387024.0,99530750.0,38.6,136609020.0,168668565.0,19332600.0,0.0,44786084.0,55541453.0,8551843.0,47247.0,44713084.0,54768700.0,8529697.0,47135.0,18505462.0,18318965.0,1553721.0,19897.0,108926627,32.8,108058616.0,41.9,38398045.0,70.2,,,,
2021-05-06,AK,AKA,Alaska,731545.0,Report,776005.0,567031,106078.0,77511.0,253628.0,298062.0,15262.0,79.0,310415.0,42.4,34.4,302911.0,54.9,553872.0,100419.0,140692.0,71684.0,78.3,135113.0,147523.0,847278.0,251783.0,246151.0,44.6,335600.0,385905.0,54500.0,0.0,115495.0,136269.0,14086.0,19.0,115234.0,130898.0,14020.0,19.0,38268.0,26857.0,1598.0,10.0,265869,36.3,260171.0,47.2,66733.0,72.9,,,,
2021-05-06,AL,ALA,Alabama,4903185.0,Report,4225140.0,2673181,86171.0,54519.0,1278849.0,1317478.0,76854.0,0.0,1619783.0,33.0,22.9,1609043.0,42.2,2658349.0,69684.0,110754.0,623086.0,73.3,1086952.0,127901.0,497171.0,1122643.0,1118289.0,29.3,1883680.0,2080260.0,261200.0,0.0,537922.0,584657.0,78660.0,64.0,537818.0,580407.0,78624.0,64.0,269254.0,215910.0,23968.0,41.0,1201303,24.5,1196913.0,31.4,509173.0,59.9,,,,
2021-05-06,AR,ARA,Arkansas,3017804.0,Report,2659090.0,1860521,88113.0,61651.0,876693.0,926853.0,56502.0,473.0,1094338.0,36.3,25.1,1079580.0,46.6,1839191.0,79356.0,114732.0,386450.0,73.8,691939.0,132079.0,507574.0,757955.0,751308.0,32.4,1180240.0,1316250.0,162600.0,0.0,369663.0,388181.0,55189.0,111.0,369329.0,381870.0,54926.0,109.0,179917.0,123585.0,8910.0,76.0,813144,26.9,806234.0,34.8,312488.0,59.6,,,,
2021-05-06,AS,ASA,American Samoa,55689.0,Report,54030.0,39268,97021.0,70513.0,8878.0,30368.0,22.0,0.0,22002.0,39.5,31.2,21235.0,48.9,37947.0,87361.0,124387.0,2470.0,26.1,4577.0,48347.0,570719.0,17370.0,16819.0,38.7,15600.0,37830.0,600.0,0.0,3860.0,13510.0,29.0,0.0,3850.0,12969.0,29.0,0.0,874.0,1298.0,6.0,0.0,17399,31.2,16848.0,38.8,2178.0,23.0,,,,
2021-05-06,AZ,AZA,Arizona,7278717.0,Report,6970425.0,5259733,95764.0,72262.0,2308604.0,2805936.0,141937.0,3256.0,3037050.0,41.7,28.7,2991032.0,53.0,5185677.0,91969.0,123622.0,1043851.0,79.8,1945344.0,148655.0,532649.0,2085525.0,2060009.0,36.5,3000100.0,3567525.0,402800.0,0.0,914483.0,1169967.0,136932.0,1075.0,914315.0,1144620.0,136841.0,1074.0,418211.0,406445.0,26280.0,697.0,2222457,30.5,2196850.0,39.0,851633.0,65.1,,,,
2021-05-06,BP2,BP2,Bureau of Prisons,0.0,Report,169240.0,158313,0.0,0.0,61301.0,94048.0,2964.0,0.0,89447.0,0.0,0.0,89446.0,0.0,158312.0,0.0,0.0,3073.0,0.0,5765.0,0.0,0.0,68117.0,68117.0,0.0,65900.0,95940.0,7400.0,0.0,25683.0,42434.0,2950.0,0.0,25683.0,42434.0,2950.0,0.0,1286.0,1372.0,43.0,0.0,71067,0.0,71067.0,0.0,2701.0,0.0,,,,
2021-05-06,CA,CAA,California,39512223.0,Report,41020990.0,31997303,103818.0,80981.0,14020123.0,16841957.0,1131506.0,3717.0,19913673.0,50.4,30.1,19513737.0,63.7,31479388.0,102815.0,133979.0,5139668.0,88.0,9042241.0,154883.0,702641.0,11895532.0,11778541.0,38.5,17269560.0,21300630.0,2450800.0,0.0,5456675.0,6437988.0,1121948.0,869.0,5449861.0,6327815.0,1117970.0,865.0,2055188.0,1770652.0,117134.0,422.0,13017480,32.9,12896511.0,42.1,3943396.0,67.5,,,,
2021-05-06,CO,COA,Colorado,5758736.0,Report,5772220.0,4711738,100234.0,81819.0,2107291.0,2451816.0,151391.0,1240.0,2760181.0,47.9,32.9,2704671.0,60.1,4633524.0,102985.0,128294.0,704809.0,83.7,1330986.0,157997.0,685202.0,1896502.0,1873896.0,41.6,2465800.0,2998320.0,308100.0,0.0,875648.0,1020505.0,149401.0,349.0,874601.0,998951.0,148806.0,344.0,310123.0,293545.0,13467.0,152.0,2045903,35.5,2022702.0,45.0,617287.0,73.3,,,,
2021-05-06,CT,CTA,Connecticut,3565287.0,Report,4021155.0,3398443,112786.0,95320.0,1380322.0,1888864.0,128988.0,269.0,2014587.0,56.5,38.3,1970827.0,69.4,3341073.0,117733.0,141697.0,573583.0,91.0,1090799.0,173076.0,638031.0,1364520.0,1351819.0,47.6,1644140.0,2144415.0,232600.0,0.0,577458.0,787002.0,129051.0,60.0,577185.0,774575.0,128943.0,59.0,203338.0,301418.0,12646.0,20.0,1493571,41.9,1480762.0,52.2,517422.0,82.1,,,,
