Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-31,AK,AKA,Alaska,731545.0,193150.0,119590,26403.0,16348.0,94889.0,12971.0,24545.0,3355.0,12.97,3.36,,,
2021-01-31,AL,ALA,Alabama,4903185.0,659400.0,353974,13448.0,7219.0,298301.0,6084.0,55331.0,1128.0,6.08,1.13,,,
2021-01-31,AR,ARA,Arkansas,3017804.0,453700.0,303793,15034.0,10067.0,244867.0,8114.0,56264.0,1864.0,8.11,1.86,,,
2021-01-31,AS,ASA,American Samoa,55689.0,18450.0,9925,33130.0,17822.0,8926.0,16028.0,997.0,1790.0,16.03,1.79,,,
2021-01-31,AZ,AZA,Arizona,7278717.0,1013375.0,594104,13922.0,8162.0,500942.0,6882.0,92666.0,1273.0,6.88,1.27,,,
2021-01-31,BP2,BP2,Bureau of Prisons,0.0,30050.0,31285,0.0,0.0,22725.0,0.0,8490.0,0.0,0.0,0.0,,,
2021-01-31,CA,CAA,California,39512223.0,5666550.0,3285351,14341.0,8315.0,2717530.0,6878.0,558977.0,1415.0,6.88,1.41,,,
2021-01-31,CO,COA,Colorado,5758736.0,813400.0,569234,14125.0,9885.0,440576.0,7651.0,125078.0,2172.0,7.65,2.17,,,
2021-01-31,CT,CTA,Connecticut,3565287.0,578600.0,436842,16229.0,12253.0,349879.0,9813.0,79511.0,2230.0,9.81,2.23,,,
2021-01-31,DC,DCA,District of Columbia,705749.0,148525.0,80526,21045.0,11410.0,61737.0,8748.0,18710.0,2651.0,8.75,2.65,,,
2021-01-31,DD2,DD2,Dept of Defense,0.0,816175.0,481172,0.0,0.0,404643.0,0.0,67235.0,0.0,0.0,0.0,,,
2021-01-31,DE,DEA,Delaware,973764.0,143775.0,99954,14765.0,10265.0,82970.0,8521.0,16397.0,1684.0,8.52,1.68,,,
2021-01-31,FL,FLA,Florida,21477737.0,3396350.0,1959626,15813.0,9124.0,1656005.0,7710.0,297584.0,1386.0,7.71,1.39,,,
2021-01-31,FM,FMA,Federated States of Micronesia,103643.0,19400.0,3965,18718.0,3826.0,3933.0,3795.0,5.0,5.0,3.79,0.0,,,
2021-01-31,GA,GAA,Georgia,10617423.0,1449800.0,906186,13655.0,8535.0,766875.0,7223.0,119878.0,1129.0,7.22,1.13,,,
2021-01-31,GU,GUA,Guam,165768.0,34300.0,22454,20692.0,13545.0,17784.0,10728.0,4499.0,2714.0,10.73,2.71,,,
2021-01-31,HI,HIA,Hawaii,1415872.0,227400.0,129267,16061.0,9130.0,103398.0,7303.0,25868.0,1827.0,7.3,1.83,,,
2021-01-31,IA,IAA,Iowa,3155070.0,417900.0,252202,13245.0,7994.0,190689.0,6044.0,58367.0,1850.0,6.04,1.85,,,
2021-01-31,ID,IDA,Idaho,1787065.0,221550.0,120880,12397.0,6764.0,98287.0,5500.0,21636.0,1211.0,5.5,1.21,,,
2021-01-31,IH2,IH2,Indian Health Svc,0.0,423600.0,209747,0.0,0.0,165493.0,0.0,40602.0,0.0,0.0,0.0,,,
2021-01-31,IL,ILA,Illinois,12671821.0,1696575.0,1011454,13389.0,7982.0,781536.0,6168.0,211528.0,1669.0,6.17,1.67,,,
2021-01-31,IN,INA,Indiana,6732219.0,931500.0,607185,13836.0,9019.0,495746.0,7364.0,111233.0,1652.0,7.36,1.65,,,
2021-01-31,KS,KSA,Kansas,2913314.0,413350.0,221469,14188.0,7602.0,180156.0,6184.0,39753.0,1365.0,6.18,1.36,,,
2021-01-31,KY,KYA,Kentucky,4467673.0,650150.0,404705,14552.0,9059.0,337738.0,7560.0,64890.0,1452.0,7.56,1.45,,,
2021-01-31,LA,LAA,Louisiana,4648794.0,648925.0,443715,13959.0,9545.0,369486.0,7948.0,73436.0,1580.0,7.95,1.58,,,
