Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-04-05,US,USA,United States,331996199.0,Report,207891395.0,167187795,62619.0,50358.0,76791212.0,86041963.0,4204015.0,150605.0,107515428.0,32.4,17.5,103829468.0,40.2,161387156.0,62522.0,80537.0,41105881.0,75.2,70587356.0,129052.0,380079.0,58215702.0,56126423.0,21.7,94119600.0,105077895.0,8693900.0,0.0,27126618.0,31053591.0,4176893.0,34963.0,26208210.0,29883851.0,3815631.0,33835.0,14258579.0,14783501.0,974656.0,12453.0,62392065,18.8,59941527.0,23.2,30029190.0,54.9,,,,
2021-04-05,AK,AKA,Alaska,731545.0,Report,636665.0,431436,87030.0,58976.0,195843.0,227730.0,7806.0,57.0,258376.0,35.3,23.4,249846.0,45.3,414090.0,75076.0,115429.0,66742.0,72.9,120071.0,131099.0,695140.0,171392.0,162587.0,29.5,284900.0,325065.0,26700.0,0.0,77159.0,94223.0,7494.0,10.0,74145.0,88432.0,6395.0,10.0,32556.0,22416.0,723.0,4.0,178886,24.5,168982.0,30.6,55699.0,60.8,,,,
2021-04-05,AL,ALA,Alabama,4903185.0,Report,2892950.0,1864857,59001.0,38034.0,913461.0,905320.0,46076.0,0.0,1248029.0,25.5,13.6,1231979.0,32.3,1845515.0,48377.0,75833.0,554157.0,65.2,896685.0,105513.0,340412.0,664428.0,659243.0,17.3,1372700.0,1398150.0,122100.0,0.0,330083.0,334307.0,47168.0,38.0,328038.0,331167.0,46305.0,38.0,196163.0,164536.0,16610.0,27.0,711596,14.5,705548.0,18.5,377336.0,44.4,,,,
2021-04-05,AR,ARA,Arkansas,3017804.0,Report,1908100.0,1316063,63228.0,43610.0,637706.0,642744.0,35325.0,288.0,861082.0,28.5,15.0,819146.0,35.3,1243092.0,53636.0,82329.0,345740.0,66.0,571917.0,109169.0,364223.0,453064.0,423189.0,18.3,910200.0,924300.0,73600.0,0.0,226717.0,226283.0,34299.0,64.0,212977.0,210152.0,29302.0,60.0,131191.0,96006.0,5109.0,47.0,487363,16.1,452491.0,19.5,232353.0,44.4,,,,
2021-04-05,AS,ASA,American Samoa,55689.0,Report,43810.0,31775,78669.0,57058.0,6751.0,25024.0,0.0,0.0,18100.0,32.5,24.7,17528.0,40.4,30782.0,70866.0,100859.0,2234.0,23.6,4067.0,42960.0,462765.0,13751.0,13344.0,30.7,12400.0,30810.0,600.0,0.0,2838.0,10913.0,4.0,0.0,2836.0,10508.0,4.0,0.0,715.0,1179.0,1.0,0.0,13755,24.7,13348.0,30.7,1895.0,20.0,,,,
2021-04-05,AZ,AZA,Arizona,7278717.0,Report,4538885.0,3772436,62358.0,51828.0,1684806.0,2019393.0,66481.0,1756.0,2338969.0,32.1,18.2,2261349.0,40.1,3635023.0,64468.0,80498.0,951107.0,72.7,1677175.0,128162.0,346842.0,1328228.0,1272931.0,22.6,2066400.0,2289885.0,182600.0,0.0,590683.0,736970.0,64419.0,575.0,570960.0,701414.0,58286.0,557.0,314378.0,348042.0,14407.0,378.0,1392647,19.1,1331217.0,23.6,677205.0,51.7,,,,
2021-04-05,BP2,BP2,Bureau of Prisons,0.0,Report,108010.0,112202,0.0,0.0,44913.0,66798.0,491.0,0.0,65102.0,0.0,0.0,64746.0,0.0,111765.0,0.0,0.0,2686.0,0.0,4829.0,0.0,0.0,46496.0,46415.0,0.0,44300.0,62010.0,1700.0,0.0,18124.0,28372.0,490.0,0.0,18079.0,28336.0,437.0,0.0,965.0,1148.0,5.0,0.0,46986,0.0,46852.0,0.0,2118.0,0.0,,,,
2021-04-05,CA,CAA,California,39512223.0,Report,25338590.0,20309146,64128.0,51400.0,9430914.0,10375324.0,501064.0,1844.0,13529603.0,34.2,16.9,12859887.0,42.0,19369074.0,63261.0,82758.0,4634099.0,79.4,7826911.0,134066.0,434020.0,6667725.0,6397394.0,20.9,11341500.0,12792390.0,1204700.0,0.0,3073238.0,3594152.0,498420.0,335.0,2955668.0,3441418.0,413839.0,308.0,1642733.0,1491606.0,55772.0,201.0,7166145,18.1,6811233.0,22.2,3190312.0,54.6,,,,
2021-04-05,CO,COA,Colorado,5758736.0,Report,3527450.0,2979697,61254.0,51742.0,1430680.0,1477335.0,70802.0,880.0,1908869.0,33.1,18.2,1829297.0,40.7,2869421.0,63776.0,78401.0,659409.0,78.3,1206086.0,143171.0,418732.0,1048748.0,1017581.0,22.6,1635800.0,1756950.0,134700.0,0.0,508224.0,540280.0,69919.0,244.0,488145.0,529210.0,63543.0,226.0,270076.0,266162.0,8655.0,104.0,1118667,19.4,1081124.0,24.0,544997.0,64.7,,,,
2021-04-05,CT,CTA,Connecticut,3565287.0,Report,2577515.0,2178710,72295.0,61109.0,947538.0,1170942.0,60082.0,148.0,1385278.0,38.9,21.9,1336749.0,47.1,2089303.0,73623.0,90826.0,534518.0,84.8,972063.0,154236.0,408971.0,779468.0,738937.0,26.0,1115600.0,1360515.0,101400.0,0.0,346364.0,433082.0,60038.0,22.0,326879.0,412036.0,55425.0,22.0,166154.0,259406.0,6858.0,13.0,839506,23.5,794362.0,28.0,432431.0,68.6,,,,
2021-04-05,DC,DCA,District of Columbia,705749.0,Report,542795.0,407352,76910.0,57719.0,158563.0,239485.0,9304.0,0.0,216518.0,30.7,14.4,207863.0,36.0,396809.0,68702.0,93977.0,61504.0,70.4,131101.0,150099.0,621452.0,101360.0,96788.0,16.8,224200.0,296595.0,22000.0,0.0,46063.0,55281.0,10498.0,16.0,43998.0,52774.0,9867.0,16.0,24051.0,17752.0,861.0,7.0,111858,15.8,106655.0,18.5,42671.0,48.9,,,,
2021-04-05,DD2,DD2,Dept of Defense,0.0,Report,2696630.0,2093049,0.0,0.0,958962.0,1106913.0,26775.0,399.0,1321279.0,0.0,0.0,1279934.0,0.0,2030533.0,0.0,0.0,139339.0,0.0,233898.0,0.0,0.0,711844.0,696542.0,0.0,1157300.0,1457430.0,81900.0,0.0,322874.0,388970.0,23860.0,0.0,313072.0,383470.0,22788.0,0.0,30009.0,58557.0,1058.0,0.0,735704,0.0,719330.0,0.0,89624.0,0.0,,,,
2021-04-05,DE,DEA,Delaware,973764.0,Report,636065.0,516432,65320.0,53035.0,218181.0,284775.0,13324.0,152.0,338164.0,34.7,16.9,325061.0,42.2,497454.0,64588.0,82585.0,152436.0,80.7,258693.0,136943.0,336710.0,164493.0,159390.0,20.7,283000.0,328965.0,24100.0,0.0,70406.0,94017.0,13587.0,70.0,68873.0,90493.0,12656.0,24.0,45002.0,54409.0,5069.0,16.0,178080,18.3,172046.0,22.3,104496.0,55.3,,,,
2021-04-05,FL,FLA,Florida,21477737.0,Report,13882365.0,10567292,64636.0,49201.0,4940117.0,5338117.0,274062.0,14996.0,6554477.0,30.5,16.7,6333195.0,36.7,10195911.0,59114.0,80488.0,3467086.0,77.1,6283665.0,139720.0,308680.0,3582631.0,3438828.0,19.9,6167600.0,7142265.0,572500.0,0.0,1704159.0,1873524.0,271861.0,4948.0,1633394.0,1800635.0,255464.0,4799.0,1232214.0,1210051.0,82458.0,4076.0,3854492,17.9,3694292.0,21.4,2528799.0,56.2,,,,
2021-04-05,FM,FMA,Federated States of Micronesia,103643.0,Report,63000.0,25679,60786.0,24776.0,25679.0,0.0,0.0,0.0,15841.0,15.3,9.6,15677.0,19.4,25391.0,31408.0,77930.0,1468.0,8.3,2485.0,14104.0,357569.0,9901.0,9775.0,12.1,61600.0,0.0,1400.0,0.0,9881.0,20.0,1.0,0.0,9755.0,20.0,1.0,0.0,1042.0,5.0,0.0,0.0,9902,9.6,9776.0,12.1,1047.0,5.9,,,,
2021-04-05,GA,GAA,Georgia,10617423.0,Report,6237495.0,4236864,58748.0,39905.0,2083524.0,2071043.0,82031.0,266.0,2791236.0,26.3,12.6,2710587.0,33.4,4135898.0,50975.0,76878.0,1059240.0,69.8,1904130.0,125523.0,411186.0,1335913.0,1314738.0,16.2,2885600.0,3120195.0,231700.0,0.0,704713.0,631028.0,79855.0,172.0,698446.0,616121.0,77879.0,171.0,451798.0,324438.0,10285.0,105.0,1415768,13.3,1392617.0,17.2,786626.0,51.9,,,,
2021-04-05,GU,GUA,Guam,165768.0,Report,129900.0,91896,78363.0,55437.0,40640.0,50754.0,502.0,0.0,58778.0,35.5,19.5,56480.0,43.7,89492.0,69213.0,100465.0,12567.0,44.6,22816.0,80962.0,460949.0,32339.0,32232.0,24.9,53200.0,74100.0,2600.0,0.0,16340.0,15999.0,498.0,0.0,16309.0,15923.0,441.0,0.0,4453.0,5623.0,41.0,0.0,32837,19.8,32673.0,25.3,10117.0,35.9,,,,
2021-04-05,HI,HIA,Hawaii,1415872.0,Report,1011720.0,763772,71456.0,53944.0,271795.0,387340.0,10877.0,93760.0,480013.0,33.9,20.3,464957.0,41.7,740927.0,66391.0,90656.0,170927.0,63.7,278798.0,103855.0,376877.0,287911.0,279540.0,25.0,424500.0,553020.0,34200.0,0.0,106829.0,163043.0,11103.0,18039.0,104918.0,156600.0,10815.0,18022.0,48490.0,59776.0,3099.0,1409.0,299014,21.1,290355.0,26.0,112774.0,42.0,,,,
2021-04-05,IA,IAA,Iowa,3155070.0,Report,1919805.0,1706823,60848.0,54098.0,857132.0,803473.0,46099.0,119.0,1065588.0,33.8,20.2,1030395.0,42.4,1644574.0,67727.0,79062.0,443757.0,80.3,796817.0,144102.0,347191.0,637440.0,610917.0,25.2,895300.0,951405.0,73100.0,0.0,339216.0,298194.0,46087.0,30.0,330024.0,280864.0,43403.0,29.0,187343.0,163201.0,3463.0,22.0,683527,21.7,654320.0,26.9,354029.0,64.0,,,,
2021-04-05,ID,IDA,Idaho,1787065.0,Report,1027045.0,826653,57471.0,46258.0,388361.0,418437.0,19518.0,337.0,504809.0,28.2,17.2,488041.0,36.5,800340.0,59778.0,76710.0,209543.0,72.1,380705.0,130975.0,353337.0,307645.0,297923.0,22.3,478300.0,509145.0,39600.0,0.0,150251.0,157292.0,19293.0,102.0,146693.0,151173.0,17372.0,57.0,79209.0,88442.0,4763.0,31.0,326938,18.3,315295.0,23.5,172445.0,59.3,,,,
2021-04-05,IH2,IH2,Indian Health Svc,2082813.0,Report,1555025.0,1027727,74660.0,49343.0,575421.0,440738.0,11568.0,0.0,631144.0,30.3,18.7,619014.0,0.0,1009962.0,0.0,0.0,137352.0,0.0,241075.0,0.0,0.0,389505.0,383932.0,0.0,860900.0,650325.0,43800.0,0.0,211699.0,177806.0,11439.0,0.0,211596.0,172336.0,11422.0,0.0,57676.0,43113.0,1266.0,0.0,400944,19.3,395354.0,0.0,102055.0,0.0,,,,
2021-04-05,IL,ILA,Illinois,12671821.0,Report,8021745.0,6592898,63304.0,52028.0,3013791.0,3418876.0,157004.0,3227.0,4370004.0,34.5,17.3,4189399.0,42.5,6321595.0,64153.0,81406.0,1550323.0,75.9,2508318.0,122762.0,392601.0,2190970.0,2100128.0,21.3,3587200.0,4089345.0,345200.0,0.0,1042031.0,1147887.0,155250.0,1052.0,1007295.0,1091852.0,141002.0,981.0,468626.0,491970.0,28489.0,643.0,2346220,18.5,2241130.0,22.7,989728.0,48.4,,,,
