Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-22,AK,AKA,Alaska,731545.0,155500.0,81096,21256.0,11086.0,67262.0,9195.0,13718.0,1875.0,,,
2021-01-22,AL,ALA,Alabama,4903185.0,519525.0,199314,10596.0,4065.0,174317.0,3555.0,24840.0,507.0,,,
2021-01-22,AR,ARA,Arkansas,3017804.0,362050.0,201676,11997.0,6683.0,167788.0,5560.0,31600.0,1047.0,,,
2021-01-22,AS,ASA,American Samoa,55689.0,18450.0,6569,33130.0,11796.0,5627.0,10104.0,940.0,1688.0,,,
2021-01-22,AZ,AZA,Arizona,7278717.0,822050.0,329349,11294.0,4525.0,280227.0,3850.0,48938.0,672.0,,,
2021-01-22,BP2,BP2,Bureau of Prisons,0.0,24750.0,21315,0.0,0.0,17316.0,0.0,3962.0,0.0,,,
2021-01-22,CA,CAA,California,39512223.0,4714625.0,1803679,11932.0,4565.0,1477195.0,3739.0,321839.0,815.0,,,
2021-01-22,CO,COA,Colorado,5758736.0,671200.0,377283,11655.0,6551.0,313217.0,5439.0,62086.0,1078.0,,,
2021-01-22,CT,CTA,Connecticut,3565287.0,477250.0,287440,13386.0,8062.0,248753.0,6977.0,33149.0,930.0,,,
2021-01-22,DC,DCA,District of Columbia,705749.0,90225.0,56864,12784.0,8057.0,44773.0,6344.0,12045.0,1707.0,,,
2021-01-22,DD2,DD2,Dept of Defense,0.0,614200.0,292490,0.0,0.0,258285.0,0.0,28602.0,0.0,,,
2021-01-22,DE,DEA,Delaware,973764.0,116325.0,54257,11946.0,5572.0,45292.0,4651.0,8847.0,909.0,,,
2021-01-22,FL,FLA,Florida,21477737.0,2616250.0,1314377,12181.0,6120.0,1186719.0,5525.0,124582.0,580.0,,,
2021-01-22,FM,FMA,Federated States of Micronesia,103643.0,9800.0,2514,9456.0,2426.0,2511.0,2423.0,3.0,3.0,,,
2021-01-22,GA,GAA,Georgia,10617423.0,1235375.0,603486,11635.0,5684.0,533665.0,5026.0,59925.0,564.0,,,
2021-01-22,GU,GUA,Guam,165768.0,34300.0,3791,20692.0,2287.0,3785.0,2283.0,0.0,0.0,,,
2021-01-22,HI,HIA,Hawaii,1415872.0,191375.0,84793,13516.0,5989.0,67991.0,4802.0,16802.0,1187.0,,,
2021-01-22,IA,IAA,Iowa,3155070.0,338950.0,170607,10743.0,5407.0,145642.0,4616.0,22429.0,711.0,,,
2021-01-22,ID,IDA,Idaho,1787065.0,181100.0,77988,10134.0,4364.0,64295.0,3598.0,13075.0,732.0,,,
2021-01-22,IH2,IH2,Indian Health Svc,0.0,355475.0,123534,0.0,0.0,103912.0,0.0,18985.0,0.0,,,
2021-01-22,IL,ILA,Illinois,12671821.0,1209300.0,607502,9543.0,4794.0,479848.0,3787.0,120754.0,953.0,,,
2021-01-22,IN,INA,Indiana,6732219.0,839925.0,414127,12476.0,6151.0,340055.0,5051.0,73986.0,1099.0,,,
2021-01-22,KS,KSA,Kansas,2913314.0,336475.0,137094,11550.0,4706.0,116569.0,4001.0,19325.0,663.0,,,
2021-01-22,KY,KYA,Kentucky,4467673.0,466700.0,254144,10446.0,5689.0,229873.0,5145.0,22568.0,505.0,,,
2021-01-22,LA,LAA,Louisiana,4648794.0,506200.0,297655,10889.0,6403.0,256670.0,5521.0,40385.0,869.0,,,
2021-01-22,MA,MAA,Massachusetts,6892503.0,854950.0,370627,12404.0,5377.0,318630.0,4623.0,51662.0,750.0,,,
2021-01-22,MD,MDA,Maryland,6045680.0,722625.0,287512,11953.0,4756.0,256221.0,4238.0,30877.0,511.0,,,
2021-01-22,ME,MEA,Maine,1344212.0,176400.0,86395,13123.0,6427.0,70193.0,5222.0,14893.0,1108.0,,,
2021-01-22,MH,MHA,Marshall Islands,58413.0,13600.0,2438,23282.0,4174.0,2406.0,4119.0,2.0,3.0,,,
2021-01-22,MI,MIA,Michigan,9986857.0,1094275.0,595454,10957.0,5962.0,497958.0,4986.0,92473.0,926.0,,,
2021-01-22,MN,MNA,Minnesota,5639632.0,677100.0,278234,12006.0,4934.0,223957.0,3971.0,53940.0,956.0,,,
2021-01-22,MO,MOA,Missouri,6137428.0,657700.0,285697,10716.0,4655.0,217597.0,3545.0,66699.0,1087.0,,,
2021-01-22,MP,MPA,Northern Mariana Islands,56882.0,18650.0,7720,32787.0,13572.0,4700.0,8263.0,3016.0,5302.0,,,
2021-01-22,MS,MSA,Mississippi,2976149.0,346400.0,150524,11639.0,5058.0,136902.0,4600.0,13423.0,451.0,,,
2021-01-22,MT,MTA,Montana,1068778.0,119500.0,66348,11181.0,6208.0,54453.0,5095.0,11878.0,1111.0,,,
2021-01-22,NC,NCA,North Carolina,10488084.0,1192375.0,524914,11369.0,5005.0,450144.0,4292.0,74427.0,710.0,,,
2021-01-22,ND,NDA,North Dakota,762062.0,86750.0,64105,11384.0,8412.0,51018.0,6695.0,12428.0,1631.0,,,
2021-01-22,NE,NEA,Nebraska,1934408.0,238100.0,118450,12309.0,6123.0,99571.0,5147.0,18086.0,935.0,,,
2021-01-22,NH,NHA,New Hampshire,1359711.0,162950.0,85595,11984.0,6295.0,72979.0,5367.0,12575.0,925.0,,,
2021-01-22,NJ,NJA,New Jersey,8882190.0,951875.0,464363,10717.0,5228.0,406494.0,4577.0,56213.0,633.0,,,
2021-01-22,NM,NMA,New Mexico,2096829.0,248300.0,162045,11842.0,7728.0,130211.0,6210.0,29278.0,1396.0,,,
2021-01-22,NV,NVA,Nevada,3080156.0,281100.0,126458,9126.0,4106.0,105222.0,3416.0,20345.0,661.0,,,
2021-01-22,NY,NYA,New York State,19453561.0,2367075.0,1203994,12168.0,6189.0,1048453.0,5390.0,142005.0,730.0,,,
2021-01-22,OH,OHA,Ohio,11689100.0,1222225.0,545499,10456.0,4667.0,500557.0,4282.0,44761.0,383.0,,,
2021-01-22,OK,OKA,Oklahoma,3956971.0,496350.0,287502,12544.0,7266.0,247954.0,6266.0,37435.0,946.0,,,
2021-01-22,OR,ORA,Oregon,4217737.0,487700.0,253705,11563.0,6015.0,218413.0,5178.0,34536.0,819.0,,,
2021-01-22,PA,PAA,Pennsylvania,12801989.0,1465850.0,652886,11450.0,5100.0,539431.0,4214.0,112692.0,880.0,,,
2021-01-22,PR,PRA,Puerto Rico,3193694.0,337350.0,161528,10563.0,5058.0,128284.0,4017.0,32181.0,1008.0,,,
2021-01-22,RI,RIA,Rhode Island,1059361.0,136225.0,61974,12859.0,5850.0,49932.0,4713.0,12023.0,1135.0,,,
2021-01-22,RP,RPA,Republic of Palau,17907.0,6000.0,2405,33506.0,13431.0,2403.0,13419.0,2.0,11.0,,,
2021-01-22,SC,SCA,South Carolina,5148714.0,453150.0,229002,8801.0,4448.0,189170.0,3674.0,38183.0,742.0,,,
2021-01-22,SD,SDA,South Dakota,884659.0,100275.0,70643,11335.0,7985.0,56762.0,6416.0,13831.0,1563.0,,,
2021-01-22,TN,TNA,Tennessee,6829174.0,798450.0,401595,11692.0,5881.0,324543.0,4752.0,76162.0,1115.0,,,
2021-01-22,TX,TXA,Texas,28995881.0,2884425.0,1644781,9948.0,5672.0,1412767.0,4872.0,230596.0,795.0,,,
2021-01-22,UT,UTA,Utah,3205958.0,341725.0,202729,10659.0,6324.0,175364.0,5470.0,20697.0,646.0,,,
2021-01-22,VA,VAA,Virginia,8535519.0,1067775.0,401448,12510.0,4703.0,353808.0,4145.0,46004.0,539.0,,,
2021-01-22,VA2,VA2,Veterans Health,0.0,1150825.0,579663,0.0,0.0,497096.0,0.0,81966.0,0.0,,,
2021-01-22,VI,VIA,Virgin Islands,104680.0,13525.0,3070,12920.0,2933.0,2703.0,2582.0,367.0,351.0,,,
2021-01-22,VT,VTA,Vermont,623989.0,84825.0,46447,13594.0,7444.0,38432.0,6159.0,7954.0,1275.0,,,
2021-01-22,WA,WAA,Washington,7614893.0,829950.0,403135,10899.0,5294.0,330357.0,4338.0,62152.0,816.0,,,
2021-01-22,WI,WIA,Wisconsin,5822434.0,597225.0,260821,10257.0,4480.0,221067.0,3797.0,37901.0,651.0,,,
2021-01-22,WV,WVA,West Virginia,1792147.0,231800.0,180762,12934.0,10086.0,145361.0,8111.0,35390.0,1975.0,,,
2021-01-22,WY,WYA,Wyoming,578759.0,69650.0,34547,12034.0,5969.0,29993.0,5182.0,4515.0,780.0,,,
2021-01-22,US,USA,United States,331996199.0,39892400.0,19107959,,,16243093.0,,2756953.0,,8407909.0,10695066.0,4984.0
2021-01-22,LTC,LTC,Long Term Care,,,2289284,,,,,,,,,
