Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-13,AK,AKA,Alaska,731545.0,271550.0,175138,37120.0,23941.0,122463.0,16740.0,52380.0,7160.0,16.7,7.1,,,
2021-02-13,AL,ALA,Alabama,4903185.0,963600.0,601159,19653.0,12261.0,467032.0,9525.0,133029.0,2713.0,9.7,2.8,,,
2021-02-13,AR,ARA,Arkansas,3017804.0,630700.0,457386,20899.0,15156.0,330146.0,10940.0,124040.0,4110.0,10.9,4.1,,,
2021-02-13,AS,ASA,American Samoa,55689.0,29450.0,15382,52883.0,27621.0,10062.0,18068.0,5308.0,9532.0,18.1,9.5,,,
2021-02-13,AZ,AZA,Arizona,7278717.0,1393475.0,1041021,19145.0,14302.0,811080.0,11143.0,226158.0,3107.0,10.8,3.1,,,
2021-02-13,BP2,BP2,Bureau of Prisons,0.0,43775.0,46926,0.0,0.0,29797.0,0.0,17017.0,0.0,0.0,0.0,,,
2021-02-13,CA,CAA,California,39512223.0,8051475.0,5562553,20377.0,14078.0,4345018.0,10997.0,1178577.0,2983.0,11.0,3.0,,,
2021-02-13,CO,COA,Colorado,5758736.0,1210475.0,885581,21020.0,15378.0,609445.0,10583.0,271661.0,4717.0,10.6,4.7,,,
2021-02-13,CT,CTA,Connecticut,3565287.0,847200.0,654766,23762.0,18365.0,462710.0,12978.0,183146.0,5137.0,12.9,5.2,,,
2021-02-13,DC,DCA,District of Columbia,705749.0,193900.0,116261,27474.0,16473.0,81699.0,11576.0,34388.0,4873.0,7.9,2.6,,,
2021-02-13,DD2,DD2,Dept of Defense,0.0,1080050.0,726338,0.0,0.0,548146.0,0.0,167889.0,0.0,0.0,0.0,,,
2021-02-13,DE,DEA,Delaware,973764.0,188075.0,142103,19314.0,14593.0,111918.0,11493.0,29423.0,3022.0,11.2,2.9,,,
2021-02-13,FL,FLA,Florida,21477737.0,4441375.0,3351430,20679.0,15604.0,2304435.0,10729.0,1028266.0,4788.0,10.5,4.7,,,
2021-02-13,FM,FMA,Federated States of Micronesia,103643.0,30000.0,9230,28946.0,8906.0,8434.0,8138.0,767.0,740.0,8.2,0.8,,,
2021-02-13,GA,GAA,Georgia,10617423.0,2020275.0,1328795,19028.0,12515.0,987693.0,9303.0,313961.0,2957.0,9.2,3.0,,,
2021-02-13,GU,GUA,Guam,165768.0,51300.0,37750,30947.0,22773.0,27348.0,16498.0,10117.0,6103.0,16.5,6.1,,,
2021-02-13,HI,HIA,Hawaii,1415872.0,310400.0,217780,21923.0,15381.0,159583.0,11271.0,58194.0,4110.0,11.4,4.1,,,
2021-02-13,IA,IAA,Iowa,3155070.0,595775.0,432473,18883.0,13707.0,317851.0,10074.0,109660.0,3476.0,10.1,3.5,,,
2021-02-13,ID,IDA,Idaho,1787065.0,328600.0,221585,18388.0,12399.0,163950.0,9174.0,46516.0,2603.0,9.4,2.7,,,
2021-02-13,IH2,IH2,Indian Health Svc,0.0,691650.0,362802,0.0,0.0,261997.0,0.0,95032.0,0.0,0.0,0.0,,,
2021-02-13,IL,ILA,Illinois,12671821.0,2561800.0,1772568,20217.0,13988.0,1364527.0,10768.0,375992.0,2967.0,10.9,3.0,,,
