Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-25,AK,AKA,Alaska,731545.0,319265.0,249559,43643.0,34114.0,158560.0,21675.0,90416.0,12360.0,21.7,12.3,Report,249615.0,158792.0,90214.0,157991.0,89894.0,28.6,16.3,551562.0,57884.0,248436.0,45042.0,,,
2021-02-25,AL,ALA,Alabama,4903185.0,1170120.0,864757,23864.0,17637.0,601343.0,12264.0,261689.0,5337.0,12.5,5.5,Report,885395.0,615100.0,268465.0,614886.0,268445.0,16.1,7.0,3814879.0,30673.0,864529.0,22662.0,,,
2021-02-25,AR,ARA,Arkansas,3017804.0,826130.0,572553,27375.0,18973.0,384549.0,12743.0,184346.0,6109.0,12.8,6.1,Report,573561.0,385351.0,184592.0,385183.0,184563.0,16.6,8.0,2317649.0,35645.0,572358.0,24696.0,,,
2021-02-25,AS,ASA,American Samoa,55689.0,29450.0,19739,52883.0,35445.0,11738.0,21078.0,7979.0,14328.0,21.2,14.4,Report,19856.0,11814.0,8020.0,11646.0,7936.0,26.8,18.3,43437.0,67799.0,19487.0,44863.0,,,
2021-02-25,AZ,AZA,Arizona,7278717.0,2064265.0,1607544,28360.0,22086.0,1163157.0,15980.0,438355.0,6022.0,15.6,5.9,Report,1574372.0,1136024.0,432137.0,1134781.0,431901.0,20.1,7.7,5638481.0,36610.0,1605824.0,28480.0,,,
2021-02-25,BP2,BP2,Bureau of Prisons,0.0,57155.0,55100,0.0,0.0,33533.0,0.0,21439.0,0.0,0.0,0.0,Report,55100.0,33533.0,21439.0,33531.0,21438.0,0.0,0.0,0.0,0.0,55097.0,0.0,,,
2021-02-25,CA,CAA,California,39512223.0,10956910.0,8064121,27730.0,20409.0,5746607.0,14544.0,2263406.0,5728.0,14.5,5.7,Report,8051116.0,5737092.0,2259934.0,5734001.0,2259149.0,18.7,7.4,30617582.0,35786.0,8060175.0,26325.0,,,
2021-02-25,CO,COA,Colorado,5758736.0,1597960.0,1294236,27748.0,22474.0,860120.0,14936.0,426938.0,7414.0,14.9,7.4,Report,1293529.0,859919.0,426398.0,859579.0,426296.0,19.1,9.5,4499217.0,35516.0,1293794.0,28756.0,,,
2021-02-25,CT,CTA,Connecticut,3565287.0,1113035.0,925946,31219.0,25971.0,629625.0,17660.0,285804.0,8016.0,17.6,8.0,Report,924472.0,627101.0,286522.0,626382.0,286274.0,22.1,10.1,2837847.0,39221.0,924894.0,32591.0,,,
2021-02-25,DC,DCA,District of Columbia,705749.0,272005.0,173030,38541.0,24517.0,114383.0,16207.0,58201.0,8247.0,10.6,4.8,Report,108935.0,74825.0,33781.0,74819.0,33780.0,13.0,5.8,577581.0,47094.0,173018.0,29956.0,,,
2021-02-25,DD2,DD2,Dept of Defense,0.0,1320065.0,907189,0.0,0.0,635697.0,0.0,260819.0,0.0,0.0,0.0,Report,907189.0,635697.0,260819.0,635489.0,260795.0,0.0,0.0,0.0,0.0,906957.0,0.0,,,
