Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-14,AK,AKA,Alaska,731545.0,271550.0,183831,37120.0,25129.0,126381.0,17276.0,57117.0,7808.0,17.3,7.8,,,
2021-02-14,AL,ALA,Alabama,4903185.0,965550.0,612254,19692.0,12487.0,474065.0,9669.0,137032.0,2795.0,9.9,2.9,,,
2021-02-14,AR,ARA,Arkansas,3017804.0,630700.0,472536,20899.0,15658.0,338611.0,11220.0,130637.0,4329.0,11.2,4.3,,,
2021-02-14,AS,ASA,American Samoa,55689.0,29450.0,15382,52883.0,27621.0,10062.0,18068.0,5308.0,9532.0,18.1,9.5,,,
2021-02-14,AZ,AZA,Arizona,7278717.0,1393575.0,1089155,19146.0,14964.0,840252.0,11544.0,244971.0,3366.0,11.2,3.3,,,
2021-02-14,BP2,BP2,Bureau of Prisons,0.0,43775.0,47564,0.0,0.0,30193.0,0.0,17256.0,0.0,0.0,0.0,,,
2021-02-14,CA,CAA,California,39512223.0,8059325.0,5820388,20397.0,14731.0,4493220.0,11372.0,1287390.0,3258.0,11.4,3.3,,,
2021-02-14,CO,COA,Colorado,5758736.0,1210475.0,926807,21020.0,16094.0,631243.0,10961.0,290991.0,5053.0,10.9,5.0,,,
2021-02-14,CT,CTA,Connecticut,3565287.0,854725.0,674704,23974.0,18924.0,473106.0,13270.0,191978.0,5385.0,13.2,5.4,,,
2021-02-14,DC,DCA,District of Columbia,705749.0,193900.0,121313,27474.0,17189.0,84740.0,12007.0,36388.0,5156.0,8.2,2.8,,,
2021-02-14,DD2,DD2,Dept of Defense,0.0,1084925.0,751746,0.0,0.0,561995.0,0.0,179425.0,0.0,0.0,0.0,,,
2021-02-14,DE,DEA,Delaware,973764.0,188075.0,146437,19314.0,15038.0,114564.0,11765.0,31095.0,3193.0,11.5,3.0,,,
2021-02-14,FL,FLA,Florida,21477737.0,4514300.0,3467856,21019.0,16146.0,2366552.0,11019.0,1082096.0,5038.0,10.8,5.0,,,
2021-02-14,FM,FMA,Federated States of Micronesia,103643.0,30000.0,9415,28946.0,9084.0,8495.0,8196.0,886.0,855.0,8.3,0.9,,,
2021-02-14,GA,GAA,Georgia,10617423.0,2020275.0,1437718,19028.0,13541.0,1027629.0,9679.0,380394.0,3583.0,9.5,3.6,,,
2021-02-14,GU,GUA,Guam,165768.0,51300.0,38622,30947.0,23299.0,27647.0,16678.0,10688.0,6448.0,16.7,6.4,,,
2021-02-14,HI,HIA,Hawaii,1415872.0,310600.0,225188,21937.0,15905.0,162945.0,11508.0,62239.0,4396.0,11.6,4.4,,,
2021-02-14,IA,IAA,Iowa,3155070.0,597725.0,456512,18945.0,14469.0,335771.0,10642.0,115407.0,3658.0,10.7,3.7,,,
2021-02-14,ID,IDA,Idaho,1787065.0,329575.0,242295,18442.0,13558.0,174495.0,9764.0,56629.0,3169.0,9.9,3.2,,,
2021-02-14,IH2,IH2,Indian Health Svc,0.0,695550.0,378614,0.0,0.0,273379.0,0.0,99411.0,0.0,0.0,0.0,,,
2021-02-14,IL,ILA,Illinois,12671821.0,2566675.0,1854228,20255.0,14633.0,1421577.0,11218.0,400340.0,3159.0,11.3,3.2,,,
2021-02-14,IN,INA,Indiana,6732219.0,1388375.0,1058874,20623.0,15728.0,770193.0,11440.0,287278.0,4267.0,11.4,4.3,,,
2021-02-14,KS,KSA,Kansas,2913314.0,581975.0,389983,19976.0,13386.0,287680.0,9875.0,99392.0,3412.0,10.4,3.7,,,
2021-02-14,KY,KYA,Kentucky,4467673.0,892100.0,678768,19968.0,15193.0,488161.0,10927.0,187643.0,4200.0,11.3,4.3,,,
2021-02-14,LA,LAA,Louisiana,4648794.0,895150.0,769155,19256.0,16545.0,518682.0,11157.0,248848.0,5353.0,11.0,5.3,,,
2021-02-14,MA,MAA,Massachusetts,6892503.0,1502925.0,1085584,21805.0,15750.0,823429.0,11947.0,259760.0,3769.0,11.8,3.7,,,
2021-02-14,MD,MDA,Maryland,6045680.0,1193075.0,850994,19734.0,14076.0,618905.0,10237.0,231127.0,3823.0,10.5,4.0,,,
2021-02-14,ME,MEA,Maine,1344212.0,299375.0,193246,22271.0,14376.0,141778.0,10547.0,49721.0,3699.0,10.7,3.8,,,
2021-02-14,MH,MHA,Marshall Islands,58413.0,21000.0,5938,35951.0,10166.0,5233.0,8959.0,665.0,1138.0,9.0,1.1,,,
2021-02-14,MI,MIA,Michigan,9986857.0,1919975.0,1604973,19225.0,16071.0,1096479.0,10979.0,490997.0,4916.0,11.2,5.0,,,
2021-02-14,MN,MNA,Minnesota,5639632.0,1132350.0,870743,20078.0,15440.0,643627.0,11413.0,224005.0,3972.0,11.4,4.0,,,
2021-02-14,MO,MOA,Missouri,6137428.0,1129975.0,848026,18411.0,13817.0,613292.0,9993.0,225467.0,3674.0,9.7,3.5,,,
2021-02-14,MP,MPA,Northern Mariana Islands,56882.0,29650.0,13754,52125.0,24180.0,8604.0,15126.0,5141.0,9038.0,15.1,9.0,,,
2021-02-14,MS,MSA,Mississippi,2976149.0,614100.0,427198,20634.0,14354.0,312244.0,10492.0,114284.0,3840.0,10.6,3.9,,,
2021-02-14,MT,MTA,Montana,1068778.0,199825.0,176810,18697.0,16543.0,127657.0,11944.0,48739.0,4560.0,12.0,4.6,,,
2021-02-14,NC,NCA,North Carolina,10488084.0,2067725.0,1617435,19715.0,15422.0,1166560.0,11123.0,448878.0,4280.0,11.0,4.2,,,
2021-02-14,ND,NDA,North Dakota,762062.0,155375.0,148916,20389.0,19541.0,99364.0,13039.0,47552.0,6240.0,13.0,6.1,,,
2021-02-14,NE,NEA,Nebraska,1934408.0,407500.0,285708,21066.0,14770.0,195639.0,10114.0,88356.0,4568.0,10.1,4.6,,,
2021-02-14,NH,NHA,New Hampshire,1359711.0,311875.0,208541,22937.0,15337.0,146718.0,10790.0,61658.0,4535.0,11.1,4.6,,,
2021-02-14,NJ,NJA,New Jersey,8882190.0,1776775.0,1349327,20004.0,15191.0,992728.0,11177.0,350955.0,3951.0,11.6,4.2,,,
2021-02-14,NM,NMA,New Mexico,2096829.0,429950.0,419882,20505.0,20025.0,286538.0,13665.0,128316.0,6120.0,14.0,6.2,,,
2021-02-14,NV,NVA,Nevada,3080156.0,534775.0,428423,17362.0,13909.0,327691.0,10639.0,98469.0,3197.0,10.5,3.2,,,
2021-02-14,NY,NYA,New York State,19453561.0,3969050.0,2925186,20403.0,15037.0,2007952.0,10322.0,833444.0,4284.0,10.3,4.2,,,
2021-02-14,OH,OHA,Ohio,11689100.0,2315100.0,1691925,19806.0,14474.0,1241257.0,10619.0,447697.0,3830.0,10.6,3.8,,,
2021-02-14,OK,OKA,Oklahoma,3956971.0,816650.0,682354,20638.0,17244.0,477378.0,12064.0,201044.0,5081.0,12.1,5.1,,,
2021-02-14,OR,ORA,Oregon,4217737.0,841550.0,671315,19953.0,15916.0,475841.0,11282.0,193105.0,4578.0,11.2,4.5,,,
2021-02-14,PA,PAA,Pennsylvania,12801989.0,2689425.0,1822327,21008.0,14235.0,1363250.0,10649.0,453485.0,3542.0,10.7,3.6,,,
2021-02-14,PR,PRA,Puerto Rico,3193694.0,706800.0,382721,22131.0,11984.0,272485.0,8532.0,108793.0,3406.0,8.5,3.4,,,
2021-02-14,RI,RIA,Rhode Island,1059361.0,228650.0,141155,21584.0,13325.0,97380.0,9192.0,43717.0,4127.0,9.3,4.0,,,
2021-02-14,RP,RPA,Republic of Palau,17907.0,9200.0,4321,51377.0,24130.0,3109.0,17362.0,1212.0,6768.0,0.0,0.0,,,
2021-02-14,SC,SCA,South Carolina,5148714.0,891650.0,704186,17318.0,13677.0,525641.0,10209.0,167699.0,3257.0,10.4,3.3,,,
2021-02-14,SD,SDA,South Dakota,884659.0,182025.0,160223,20576.0,18111.0,109875.0,12420.0,50247.0,5680.0,12.6,5.7,,,
2021-02-14,TN,TNA,Tennessee,6829174.0,1361700.0,967085,19939.0,14161.0,659390.0,9655.0,303722.0,4447.0,9.6,4.4,,,
2021-02-14,TX,TXA,Texas,28995881.0,5099325.0,4133747,17586.0,14256.0,2970596.0,10245.0,1159996.0,4001.0,0.0,0.0,,,
2021-02-14,UT,UTA,Utah,3205958.0,579700.0,510267,18082.0,15916.0,307059.0,9578.0,105704.0,3297.0,9.6,3.3,,,
2021-02-14,VA,VAA,Virginia,8535519.0,1596425.0,1355231,18703.0,15878.0,1004422.0,11768.0,320109.0,3750.0,11.8,3.8,,,
2021-02-14,VA2,VA2,Veterans Health,0.0,2042525.0,1600830,0.0,0.0,1146573.0,0.0,453043.0,0.0,0.0,0.0,,,
2021-02-14,VI,VIA,Virgin Islands,104680.0,26425.0,12288,25244.0,11739.0,8730.0,8340.0,3558.0,3399.0,8.2,3.4,,,
2021-02-14,VT,VTA,Vermont,623989.0,138025.0,106787,22120.0,17114.0,73105.0,11716.0,33495.0,5368.0,11.7,5.3,,,
2021-02-14,WA,WAA,Washington,7614893.0,1437825.0,1166471,18882.0,15318.0,870853.0,11436.0,281718.0,3700.0,11.5,3.7,,,
2021-02-14,WI,WIA,Wisconsin,5822434.0,1082100.0,955412,18585.0,16409.0,709908.0,12193.0,234709.0,4031.0,12.2,4.1,,,
2021-02-14,WV,WVA,West Virginia,1792147.0,395600.0,386583,22074.0,21571.0,247689.0,13821.0,138882.0,7749.0,13.8,7.6,,,
2021-02-14,WY,WYA,Wyoming,578759.0,122200.0,99099,21114.0,17123.0,71653.0,12380.0,27132.0,4688.0,12.4,4.7,,,
2021-02-14,US,USA,United States,331996199.0,70057800.0,52884356,,,38292270.0,,14077440.0,,10.0,3.7,25505313.0,27271797.0,107246.0
2021-02-14,LTC,LTC,Long Term Care,,,5822871,,,,,,,0.0,0.0,,,
