Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-24,AK,AKA,Alaska,731545.0,155700.0,94257,21284.0,12885.0,77925.0,10652.0,16201.0,2215.0,,,
2021-01-24,AL,ALA,Alabama,4903185.0,521225.0,243737,10630.0,4971.0,213833.0,4361.0,29736.0,606.0,,,
2021-01-24,AR,ARA,Arkansas,3017804.0,368650.0,214240,12216.0,7099.0,179290.0,5941.0,32572.0,1079.0,,,
2021-01-24,AS,ASA,American Samoa,55689.0,18450.0,8046,33130.0,14448.0,7096.0,12742.0,948.0,1702.0,,,
2021-01-24,AZ,AZA,Arizona,7278717.0,829500.0,390623,11396.0,5367.0,332095.0,4563.0,58291.0,801.0,,,
2021-01-24,BP2,BP2,Bureau of Prisons,0.0,24750.0,24082,0.0,0.0,18965.0,0.0,5044.0,0.0,,,
2021-01-24,CA,CAA,California,39512223.0,4906525.0,2199908,12418.0,5568.0,1838464.0,4653.0,356382.0,902.0,,,
2021-01-24,CO,COA,Colorado,5758736.0,692700.0,434496,12029.0,7545.0,355124.0,6167.0,76902.0,1335.0,,,
2021-01-24,CT,CTA,Connecticut,3565287.0,492850.0,321737,13824.0,9024.0,275126.0,7717.0,40506.0,1136.0,,,
2021-01-24,DC,DCA,District of Columbia,705749.0,91025.0,62391,12898.0,8840.0,49292.0,6984.0,13043.0,1848.0,,,
2021-01-24,DD2,DD2,Dept of Defense,0.0,677025.0,336450,0.0,0.0,296176.0,0.0,34204.0,0.0,,,
2021-01-24,DE,DEA,Delaware,973764.0,116325.0,64186,11946.0,6592.0,52586.0,5400.0,11464.0,1177.0,,,
2021-01-24,FL,FLA,Florida,21477737.0,2908275.0,1544794,13541.0,7193.0,1384479.0,6446.0,156226.0,727.0,,,
2021-01-24,FM,FMA,Federated States of Micronesia,103643.0,13600.0,2752,13122.0,2655.0,2749.0,2652.0,3.0,3.0,,,
2021-01-24,GA,GAA,Georgia,10617423.0,1235775.0,604067,11639.0,5689.0,534161.0,5031.0,59965.0,565.0,,,
2021-01-24,GU,GUA,Guam,165768.0,34300.0,3791,20692.0,2287.0,3785.0,2283.0,0.0,0.0,,,
2021-01-24,HI,HIA,Hawaii,1415872.0,191575.0,84792,13531.0,5989.0,67990.0,4802.0,16802.0,1187.0,,,
2021-01-24,IA,IAA,Iowa,3155070.0,361475.0,191183,11457.0,6060.0,157635.0,4996.0,30949.0,981.0,,,
2021-01-24,ID,IDA,Idaho,1787065.0,181100.0,87128,10134.0,4875.0,72424.0,4053.0,14059.0,787.0,,,
2021-01-24,IH2,IH2,Indian Health Svc,0.0,357850.0,153784,0.0,0.0,128843.0,0.0,23643.0,0.0,,,
2021-01-24,IL,ILA,Illinois,12671821.0,1417250.0,699072,11184.0,5517.0,556517.0,4392.0,135330.0,1068.0,,,
2021-01-24,IN,INA,Indiana,6732219.0,841725.0,446029,12503.0,6625.0,367944.0,5465.0,77985.0,1158.0,,,
2021-01-24,KS,KSA,Kansas,2913314.0,348175.0,151249,11951.0,5192.0,127417.0,4374.0,22610.0,776.0,,,
2021-01-24,KY,KYA,Kentucky,4467673.0,471000.0,299493,10542.0,6704.0,268308.0,6006.0,29346.0,657.0,,,
2021-01-24,LA,LAA,Louisiana,4648794.0,543700.0,334086,11696.0,7187.0,290955.0,6259.0,42520.0,915.0,,,
2021-01-24,MA,MAA,Massachusetts,6892503.0,859175.0,419806,12465.0,6091.0,356102.0,5167.0,63096.0,915.0,,,
2021-01-24,MD,MDA,Maryland,6045680.0,742175.0,338544,12276.0,5600.0,300609.0,4972.0,37507.0,620.0,,,
2021-01-24,ME,MEA,Maine,1344212.0,178450.0,99815,13275.0,7426.0,79310.0,5900.0,19151.0,1425.0,,,
2021-01-24,MH,MHA,Marshall Islands,58413.0,13600.0,3098,23282.0,5304.0,3065.0,5247.0,3.0,5.0,,,
2021-01-24,MI,MIA,Michigan,9986857.0,1095675.0,695273,10971.0,6962.0,573167.0,5739.0,111243.0,1114.0,,,
2021-01-24,MN,MNA,Minnesota,5639632.0,680700.0,321180,12070.0,5695.0,252927.0,4485.0,67716.0,1201.0,,,
2021-01-24,MO,MOA,Missouri,6137428.0,661400.0,317737,10777.0,5177.0,242937.0,3958.0,73248.0,1193.0,,,
2021-01-24,MP,MPA,Northern Mariana Islands,56882.0,18650.0,8390,32787.0,14750.0,5369.0,9439.0,3017.0,5304.0,,,
2021-01-24,MS,MSA,Mississippi,2976149.0,358100.0,177636,12032.0,5969.0,161507.0,5427.0,15918.0,535.0,,,
2021-01-24,MT,MTA,Montana,1068778.0,119500.0,76590,11181.0,7166.0,62498.0,5848.0,14071.0,1317.0,,,
2021-01-24,NC,NCA,North Carolina,10488084.0,1246600.0,636439,11886.0,6068.0,552194.0,5265.0,83752.0,799.0,,,
2021-01-24,ND,NDA,North Dakota,762062.0,86750.0,73175,11384.0,9602.0,56158.0,7369.0,15589.0,2046.0,,,
2021-01-24,NE,NEA,Nebraska,1934408.0,238100.0,132846,12309.0,6868.0,109860.0,5679.0,22175.0,1146.0,,,
2021-01-24,NH,NHA,New Hampshire,1359711.0,162950.0,93338,11984.0,6865.0,79942.0,5879.0,13355.0,982.0,,,
2021-01-24,NJ,NJA,New Jersey,8882190.0,989900.0,535625,11145.0,6030.0,468760.0,5278.0,65164.0,734.0,,,
2021-01-24,NM,NMA,New Mexico,2096829.0,257075.0,200141,12260.0,9545.0,162636.0,7756.0,34878.0,1663.0,,,
2021-01-24,NV,NVA,Nevada,3080156.0,286950.0,152203,9316.0,4941.0,129223.0,4195.0,22068.0,716.0,,,
2021-01-24,NY,NYA,New York State,19453561.0,2395950.0,1365404,12316.0,7019.0,1172921.0,6029.0,176659.0,908.0,,,
2021-01-24,OH,OHA,Ohio,11689100.0,1233075.0,647104,10549.0,5536.0,575488.0,4923.0,71344.0,610.0,,,
2021-01-24,OK,OKA,Oklahoma,3956971.0,496350.0,322810,12544.0,8158.0,279283.0,7058.0,41289.0,1043.0,,,
2021-01-24,OR,ORA,Oregon,4217737.0,492450.0,285922,11676.0,6779.0,244669.0,5801.0,40348.0,957.0,,,
2021-01-24,PA,PAA,Pennsylvania,12801989.0,1564125.0,744591,12218.0,5816.0,611359.0,4776.0,131908.0,1030.0,,,
2021-01-24,PR,PRA,Puerto Rico,3193694.0,371550.0,184173,11634.0,5767.0,143910.0,4506.0,39016.0,1222.0,,,
2021-01-24,RI,RIA,Rhode Island,1059361.0,149225.0,67566,14086.0,6378.0,54287.0,5125.0,13260.0,1252.0,,,
2021-01-24,RP,RPA,Republic of Palau,17907.0,6000.0,3046,33506.0,17010.0,3044.0,16999.0,2.0,11.0,,,
2021-01-24,SC,SCA,South Carolina,5148714.0,453250.0,278795,8803.0,5415.0,233257.0,4530.0,43810.0,851.0,,,
2021-01-24,SD,SDA,South Dakota,884659.0,106575.0,80441,12047.0,9093.0,63091.0,7132.0,17293.0,1955.0,,,
2021-01-24,TN,TNA,Tennessee,6829174.0,838825.0,452042,12283.0,6619.0,354407.0,5190.0,96619.0,1415.0,,,
2021-01-24,TX,TXA,Texas,28995881.0,3070825.0,1763299,10591.0,6081.0,1502751.0,5183.0,259056.0,893.0,,,
2021-01-24,UT,UTA,Utah,3205958.0,341725.0,202729,10659.0,6324.0,175364.0,5470.0,20697.0,646.0,,,
2021-01-24,VA,VAA,Virginia,8535519.0,1069725.0,451668,12533.0,5292.0,393127.0,4606.0,51170.0,599.0,,,
2021-01-24,VA2,VA2,Veterans Health,0.0,1151525.0,664245,0.0,0.0,564247.0,0.0,99328.0,0.0,,,
2021-01-24,VI,VIA,Virgin Islands,104680.0,13525.0,3378,12920.0,3227.0,2969.0,2836.0,409.0,391.0,,,
2021-01-24,VT,VTA,Vermont,623989.0,90000.0,51872,14423.0,8313.0,41950.0,6723.0,9853.0,1579.0,,,
2021-01-24,WA,WAA,Washington,7614893.0,846625.0,449385,11118.0,5901.0,370231.0,4862.0,68486.0,899.0,,,
2021-01-24,WI,WIA,Wisconsin,5822434.0,610100.0,308290,10478.0,5295.0,260664.0,4477.0,45641.0,784.0,,,
2021-01-24,WV,WVA,West Virginia,1792147.0,243100.0,202883,13565.0,11321.0,163801.0,9140.0,39071.0,2180.0,,,
2021-01-24,WY,WYA,Wyoming,578759.0,70750.0,40803,12224.0,7050.0,35868.0,6197.0,4895.0,846.0,,,
2021-01-24,US,USA,United States,331996199.0,41411550.0,21848655,,,18502131.0,,3216836.0,,9689497.0,12153536.0,5622.0
2021-01-24,LTC,LTC,Long Term Care,,,2567018,,,,,,,,,
