Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-21,AK,AKA,Alaska,731545.0,154325.0,71907,21096.0,9829.0,59449.0,8126.0,12352.0,1688.0,,,
2021-01-21,AL,ALA,Alabama,4903185.0,493125.0,165919,10057.0,3384.0,144429.0,2946.0,21345.0,435.0,,,
2021-01-21,AR,ARA,Arkansas,3017804.0,361550.0,173312,11981.0,5743.0,144792.0,4798.0,26541.0,879.0,,,
2021-01-21,AS,ASA,American Samoa,55689.0,18450.0,5664,33130.0,10171.0,4734.0,8501.0,929.0,1668.0,,,
2021-01-21,AZ,AZA,Arizona,7278717.0,797550.0,303899,10957.0,4175.0,262120.0,3601.0,41613.0,572.0,,,
2021-01-21,BP2,BP2,Bureau of Prisons,0.0,24750.0,20838,0.0,0.0,17003.0,0.0,3800.0,0.0,,,
2021-01-21,CA,CAA,California,39512223.0,4379500.0,1633875,11084.0,4135.0,1335886.0,3381.0,293834.0,744.0,,,
2021-01-21,CO,COA,Colorado,5758736.0,657250.0,353194,11413.0,6133.0,296816.0,5154.0,54474.0,946.0,,,
2021-01-21,CT,CTA,Connecticut,3565287.0,435075.0,264707,12203.0,7425.0,230913.0,6477.0,28602.0,802.0,,,
2021-01-21,DC,DCA,District of Columbia,705749.0,75175.0,55108,10652.0,7808.0,43377.0,6146.0,11685.0,1656.0,,,
2021-01-21,DD2,DD2,Dept of Defense,0.0,574900.0,274473,0.0,0.0,243577.0,0.0,25429.0,0.0,,,
2021-01-21,DE,DEA,Delaware,973764.0,106600.0,49369,10947.0,5070.0,41900.0,4303.0,7355.0,755.0,,,
2021-01-21,FL,FLA,Florida,21477737.0,2546050.0,1239975,11854.0,5773.0,1125338.0,5240.0,111763.0,520.0,,,
2021-01-21,FM,FMA,Federated States of Micronesia,103643.0,9800.0,2087,9456.0,2014.0,2084.0,2011.0,3.0,3.0,,,
2021-01-21,GA,GAA,Georgia,10617423.0,1162275.0,453862,10947.0,4275.0,407000.0,3833.0,39972.0,376.0,,,
2021-01-21,GU,GUA,Guam,165768.0,34300.0,3791,20692.0,2287.0,3785.0,2283.0,0.0,0.0,,,
2021-01-21,HI,HIA,Hawaii,1415872.0,189675.0,79414,13396.0,5609.0,63282.0,4469.0,16132.0,1139.0,,,
2021-01-21,IA,IAA,Iowa,3155070.0,328600.0,158743,10415.0,5031.0,139500.0,4421.0,16860.0,534.0,,,
2021-01-21,ID,IDA,Idaho,1787065.0,178175.0,73372,9970.0,4106.0,61118.0,3420.0,11760.0,658.0,,,
2021-01-21,IH2,IH2,Indian Health Svc,0.0,323600.0,117297,0.0,0.0,99004.0,0.0,17778.0,0.0,,,
2021-01-21,IL,ILA,Illinois,12671821.0,1173325.0,570527,9259.0,4502.0,452010.0,3567.0,111933.0,883.0,,,
2021-01-21,IN,INA,Indiana,6732219.0,816025.0,387137,12121.0,5751.0,320266.0,4757.0,66801.0,992.0,,,
